username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
KRITWIKREDDY1,2021-05-06 10:29:08,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"After 8 AM today, 2 Oxygen beds and 3 General beds will be available at Avasa Hospital, Hyderabad 🏥

Contact : 7730012233 ☎

Verified by me at 07:06 AM 👍🏻

#Covid19IndiaHelp #COVID19India 
#COVID19 #Hyderabad"
RjAvin,2021-05-06 10:28:54,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"#Oxygen beds are available at Neo Care Hospitals, #DwarakaNagar

2 ICU &amp; 2 Oxygen beds were available.

Contact -  9440612031

Verified on 6th  11:57
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
KRITWIKREDDY1,2021-05-06 10:28:39,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"#VERIFIED✅: Last Verified @ 04/05/21, 08:45 AM
#OxygenBeds  and #ICUBeds available #HYDERABAD.

Contact details +91-8519993543
Only taking patients at oxygen level of 85 or above."
KRITWIKREDDY1,2021-05-06 10:28:12,oxygen,AVAILABLE,NA,['9494902900'],['Hyderabad'],"Available 418 oxygen beds &amp; 12 ICU in TIMS, GACHIBOWLI FACILITY
9494902900
Gachibowli, Hyderabad
Verified: 10:01pm 03 May 2021
#Covid19Hyderabad
@MythriOfficial
@RRRMovie
@SVC_official"
KRITWIKREDDY1,2021-05-06 10:27:24,ICU Bed,AVAILABLE,NA,['0402714114'],['Hyderabad'],"15 #ICUBeds are available at Thatha hospital, ECIL, #Hyderabad 
(Without ventilator) 

Contact: 04027141147

Verified at 7:43 PM. 

#Hyderabad #Telangana 
@RRRMovie @GeethaArts"
KRITWIKREDDY1,2021-05-06 10:27:16,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"#Oxygen beds available at avasa hospital, #RangaReddy

Around 5 regular 5 Oxygen beds were available.

Contact - 7730012233

Verified on May 3rd 05:37

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad #TS"
KRITWIKREDDY1,2021-05-06 10:27:14,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are available in Vennela hospital, old bowenpally, #HYDERABAD 

Availability: 10 #ICUBeds without ventilator support. 

Contact: 7799618222

Verified at 5:07PM , 3rd May. 

#Telangana
#SOSHyderabad
#CovidHelpHyderabad"
KRITWIKREDDY1,2021-05-06 10:27:04,oxygen,AVAILABLE,NA,['9849038188'],['Hyderabad'],"200+ Beds with Oxygen available at
TRR Medical Institute of Sciences,
Hyderabad.VENTILATORS NOT AVAILABLE
Contact: 9849038188
Verified at 17:30 PM today

#COVIDEmergency @TeamSOSIndia #CovidHelpHyderabad @GeethaArts @SVC_official @MythriOfficial @SureshProdns @RRRMovie @DVVMovies"
KRITWIKREDDY1,2021-05-06 10:26:56,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are available in Vennela hospital, old bowenpally, #HYDERABAD 

Availability: 10 #ICUBeds without ventilator support. 

Contact: 7799618222

Verified at 5:07PM , 3rd May. 

#Telangana
#SOSHyderabad
@RRRMovie @GeethaArts"
KRITWIKREDDY1,2021-05-06 10:23:30,ICU Bed,AVAILABLE,NA,['7816080892'],['Hyderabad'],"#ICU bed available at VCare hospital. 

Contact : 7816080892

Verified at 10:25 PM. 

#Hyderabad #Telangana  #SOSHyderabad 
@RRRMovie"
KRITWIKREDDY1,2021-05-06 10:22:55,oxygen,AVAILABLE,NA,['9581186111'],['Hyderabad'],"3 ICU Beds available at Arke Hospital, Kompally in Secunderabad 🏥

They're admitting patient's whose oxygen levels are above 85 only 👍🏻 

Contact : 9581186111 ☎

Verified personally at 07:15 PM, 2nd May ✅

#Covid19IndiaHelp #COVID19India #COVID19 #Hyderabad #Secunderabad"
Covid19Help10,2021-05-06 10:21:57,oxygen,AVAILABLE,NA,"['8125259991', '8497971166']",['Hyderabad'],"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp"
Ani18cric,2021-05-06 10:10:58,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"25 oxygen beds available at Meher hospitals, Hyderabad.
contact:8088917515
verified on 9.50am 06/05
Hyderabad
#OxygenBeds #covibuddy
#Hyderabad"
VoiceOfPeople02,2021-05-06 09:54:22,plasma,NEED,NA,['9492108767'],['Hyderabad'],"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement"
pritagr,2021-05-06 09:37:15,oxygen,NEED,NA,['9849295154'],['Hyderabad'],"Guys urgently needed... plssss help...
Name-sanjay Parekh
Requirement-oxygen concentrator
Spo2- 84
Hospital - navodaya hospital
Address- hyderabad
Phone number - 9849295154

Please provide verified sources as patient is critical.

@Sireeshanemana1 @KreatelyMedia 🙏 https://t.co/zNrEpnqMIH"
bonamsaibaba,2021-05-06 09:35:33,oxygen,AVAILABLE,NA,[],['Hyderabad'],"SatyaM HospitaL,AttapuR #Hyderabad

10 OxygeN BedS AvailablE
5 IsolatioN BedS AvailablE

+91 89787 09593 

LasT VerifieD 4.17pm TodaY (5MayS)
CORONA WarriorS

#Beds #COVIDSecondWave #COVIDEmergencyIndia 
#KonaseemaVasi 
@harika_bujji @Divya__Official @Sowmya_chinnu_ @Teju_Kalyan"
ChindiTweetah,2021-05-06 09:33:57,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Icu beds available for patients with sp02 above 80 without oxygen 
Wellness Hospital, Ameerpet, Hyderabad 
phone number : 8519993543

Verified 
May 6
Time 2:50pm"
Eshu_TBND,2021-05-06 09:25:04,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"@josephradhik @oLamefrooTee Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad

#CovidHelpHyderabad
#Hyderabad #COVID19India #CovidIndia #BedsAvailability #coronavirus"
Eshu_TBND,2021-05-06 09:19:51,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"@sherinford1 @Chinmayi @SonuSood @SoodFoundation Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad CovidHelpHyderabad
#Hyderabad 
#Verified 
@AkbarOwaisi_MIM @SunRisers @SonuSood @shanu_sab"
Eshu_TBND,2021-05-06 09:19:36,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"@josephradhik @oLamefrooTee Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad CovidHelpHyderabad
#Hyderabad 
#Verified 
@AkbarOwaisi_MIM @SunRisers @SonuSood @shanu_sab"
Gauravyadav3275,2021-05-06 09:18:29,oxygen,AVAILABLE,NA,[],['Hyderabad'],"3 #OxygenBeds are available at Apoorva hospital, #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246-598086 Verified at 6:44 PM

#hyderabadcovid #Covid19IndiaHelp #CovidResources #BedsAvailable #COVIDEmergency #HyderabadSOS #CovidResources
@HiHyderabad"
Navyamallela,2021-05-06 09:18:21,oxygen,AVAILABLE,NA,['9177972837'],['Hyderabad'],"#OxygenBeds Available in #Hyderabad 

Prada Hospital Nacharam

8 Oxygen &amp; 4 ICU Beds Available 

Contact: 9177972837

Verified 6th May 11:00am ✅ 

#COVIDEmergency #Covid19IndiaHelp"
Gauravyadav3275,2021-05-06 09:16:23,oxygen,AVAILABLE,NA,['8179898539'],['Hyderabad'],"#Hyderabad
#Oxygen beds available at Rishita Hospital,Bandlaguda Jagir,Hyderabad.

Contact:8179898539

#Verified"
kyakarumarjaun,2021-05-06 09:16:16,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad

#CovidHelpHyderabad
#Hyderabad #COVID19India #CovidIndia #BedsAvailability #coronavirus"
ChindiTweetah,2021-05-06 09:15:49,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/lWUFU7zofG"
RiyaKap83710573,2021-05-06 09:13:11,oxygen,AVAILABLE,NA,"['9391458613', '8247681640']",['Hyderabad'],"#Hyderabad 

Sunridge Multi Speciality Hospital-MotiNagar,
Hyderabad 

9391458613, 8247681640

Only 3 Oxygen Beds Available , no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr 

RT to amplify
@TabeenahAnjum
@theskindoctor13 
@Rajput_Ramesh"
KAPILIANPoonamK,2021-05-06 09:10:52,oxygen,AVAILABLE,NA,['9849055293'],['Hyderabad'],"#Hyderabad
Verified at 12.00 PM 4 Oxygen Beds available at GSN Hospital SR Nagar contact Details Harsha ( 9849055293) @HiHyderabad @ActivistTeja @charan_tweetz @sugandh"
KalipatnamS,2021-05-06 09:08:38,oxygen,AVAILABLE,NA,['9666656328'],['Hyderabad'],"#Oxygen beds are available at Nandhini Hospital #Sainikpuri

1 Regular, 10 Oxygen &amp; 3 ICU beds were available.

Contact -  9666656328

Verified at 08:55 P.M - 05/05/2021
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
iThatMatter,2021-05-06 09:02:30,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad CovidHelpHyderabad 

#BedsAvailability #CovidHelpHyderabad"
sreeramoju,2021-05-06 09:00:13,oxygen,AVAILABLE,NA,['7303373374'],['Hyderabad'],"Oxygen available Hyderabad

Name: SIO Covid Task Force
Contact : 7303373374
They provide oxygen refilling and cylinder services to patients having valid prescription and reports

Verified by team @CovidHyderabad : 03/05/2021 09:37 PM

Please reach out before they run out of stock"
Fightforbadser1,2021-05-06 08:59:34,ICU Bed,AVAILABLE,NA,[],['Hyderabad'],"Icu bed and rooms available at Virinchi hospital #Hyderabad 

Verified at 6 May https://t.co/XtPrS7MpUb"
Mohamma40711283,2021-05-06 08:53:44,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad CovidHelpHyderabad
#Hyderabad 
#Verified 
@AkbarOwaisi_MIM @SunRisers @SonuSood @shanu_sab"
mvikas00,2021-05-06 08:52:39,oxygen,UNKNOWN,NA,"['9396589260', '7673929606', '7893932629', '8639042247']",['Hyderabad'],"@Josephi40067107 @abdulrohail98 #Oxygen  in #Hyderabad 
Baba gas, jalpally, hyderabad,
Contact.... 9396589260    
                    7673929606
                    7893932629
                    8639042247
#Verified try these no.'s"
srikanth_264,2021-05-06 08:52:14,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Ee Link lo verified plasma donors , remdesiver injections , oxygen cylinders anni unnay. Kindly share this.

Do RETWEET 

Note :
1. Only in Hyderabad.
2. Konni Un-Verified vi kuda unnay. Go only for verified ones ( my suggestion ) 

#CovidHelp #CovidIndia 
https://t.co/kPMflGmnUW"
mvikas00,2021-05-06 08:39:47,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"@im_neeharika @SonuSood @KTRTRS *Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515."
Janasainikudu5,2021-05-06 08:11:22,oxygen,AVAILABLE,NA,['8341816161'],['Hyderabad'],"1-2 #Oxygen #Bedsavailable at Shalini Hospital, #Hyderabad 

Call: 8341816161

Verified at 10.30am 6th May

#Verified4India #COVID19"
corona_alerts,2021-05-06 08:00:09,oxygen,AVAILABLE,NA,['9440612031'],['Hyderabad'],"Oxygen beds are available at Neo Care Hospitals, DwarakaNagar 2 ICU &amp; 2 Oxygen beds were available. Contact - 9440612031 Verified on 6th 11:57 Hyderabad CovidHelpHyderabad
#Hyderabad 
#COVID19 #CovidHelp #COVID19India #COVIDSecondWave"
CVDResourcesBot,2021-05-06 07:56:48,oxygen,AVAILABLE,NA,['9177972837'],['Hyderabad'],"#Hyderabad 
ICU and Oxygen beds available at Prada Hospital,Nacharam,
Hyderabad.

Contact:9177972837

#Verified at 10:23AM,06/05/21."
vidhi187326659,2021-05-06 07:45:22,oxygen,AVAILABLE,NA,['9666656328'],['Hyderabad'],"#Oxygen beds are available at Nandhini Hospital #Sainikpuri

1 Regular, 10 Oxygen &amp; 3 ICU beds were available.

Contact -  9666656328

Verified at 08:55 P.M - 05/05/2021 by someone else (forwarded lead)
 #Hyderabad

#COVID19 #COVID19India"
K9PoonamTrends,2021-05-06 07:44:39,ICU Bed,AVAILABLE,NA,['9160668686'],['Hyderabad'],"#ICU bed are available at PADMAVATHI MEDICAL CENTRE #Hyderabad

1 Regular &amp; 1 ICU beds were available.

Contact -  9160668686

Verified on Tuesday 4th  12:34

 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
K9PoonamTrends,2021-05-06 07:44:01,oxygen,AVAILABLE,NA,['8978709593'],['Hyderabad'],"Verified
Oxygen beds available 
at Satyam hospital. 
Attapur Hyderabad.
8978709593
#VerifiedCovidResources 
#BedsAvailability 
#hydcovidresources 
@RRRMovie 
@konavenkat99 
@harish2you 
@MythriOfficial 
@MBofficialTeam"
K9PoonamTrends,2021-05-06 07:43:29,oxygen,AVAILABLE,NA,"['8978709593', '9666656328', '8125259991', '8497971166']",['Hyderabad'],"@vemuruadi @Mahi0x00 @dravsreddy @YaminiDiva @telugulessaa Try Verified Oxygen beds available at Satyam hospital. Attapur Hyderabad. 8978709593

Or

Nandhini Hospital Sainikpuri 1 Regular, 10 Oxygen &amp; 3 ICU beds were available. Contact - 9666656328

Or

Contact 8125259991 8497971166"
agentp_7,2021-05-06 07:39:13,other,UNKNOWN,NA,[],['Hyderabad'],@josephradhik @oLamefrooTee https://t.co/638dTv5g3g this page has leads for beds in hyderabad personally verified by a friend
Prathyou,2021-05-06 07:34:07,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"#Hyderabad
25 Oxygen beds available at Meher Hospital,Hyderabad.
Contact:8088917515.
Please amplify
#Verified"
ladkipagalhai,2021-05-06 07:33:13,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏 #Hyderabad #BedsAvailability #COVID19India"
ladkipagalhai,2021-05-06 07:32:54,oxygen,AVAILABLE,NA,['8977007630'],['Hyderabad'],"#Oxygen beds are available at Adithya Hospitals, #Alwal

10 Regular  beds were available.

Contact -  8977007630

Verified on Tuesday 6th  11:47
 #Hyderabad @HiHyderabad
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad"
filterrcoffee,2021-05-06 07:20:50,oxygen,UNKNOWN,NA,['9866940301'],['Hyderabad'],"#Hyderabad - #Oxygen Cylinders 55L and 47L will be stocked in about two hours.
Cash and carry.
Contact - 9866940301

Verified at 7:14 PM on 05.05.2021 by Ebad"
,,,,,,,
Akshaysanghi4,2021-05-06 06:52:38,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"A forward....
*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. #Oxygen #HyderabadSOS #BedsAvailability"
shhhhhhoja,2021-05-06 06:48:05,oxygen,AVAILABLE,NA,['91 9700238886'],['Hyderabad'],"Oxygen Cylinders Available in Hyderabad 

Contact: +91 9700238886

Personally verified 04/05/2021 (5mins ago)

Share with relevant ppl.

Hyderabad OxygenCylinders #Covid19IndiaHelp #COVIDEmergencyIndia
#Hyderabad"
Y_So_C_rious,2021-05-06 06:47:16,oxygen,UNKNOWN,NA,[],['Hyderabad'],"#OxygenEmergency #Oxygen Cylinders 55L and 47L will be stocked in two hours.

Contact information is in image. Verified at 7:14 PM on 05.05.2021

#CovidIndia #COVIDEmergencyIndia #HyderabadSOS #Hyderabad https://t.co/4haC5kDGsh"
iThatMatter,2021-05-06 06:46:35,plasma,AVAILABLE,NA,"['0402380225', '0402380225']",['Hyderabad'],"Kindly call on below given number, #Verified #Plasma #Hyderabad Plasma exchange is available Location: Hyderabad Contact: St. Mother Theresa blood bank (04023802255)

2021-05-06 03:03:45

Phone Numbers: 
0402380225

 #Plasma https://t.co/rdDpue9tR6"
iThatMatter,2021-05-06 06:45:57,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"@VijayJabbireddy @HiHyderabad @RRRMovie @SureshProdns Verified on 6/May/2021 1 12:06 
20 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. Could you please inform to others. Thank you 🙏
Saturation abv 85 only"
PawanKalyanStan,2021-05-06 06:34:11,oxygen,UNKNOWN,NA,"['9396589260', '7673929606', '7893932629', '8639042247']",['Hyderabad'],"HYDERABAD #OxygenRefilling 

Hyderabad: Techno Gas is providing refilling of oxygen cylinders. 
Chaitanya at 90728 99999.
 Verified by Rikit at 12:10 PM, on 26th Apri
Baba Gas, Jalpally, Hyderabad - Received new stock. 

9396589260, 7673929606, 7893932629, 8639042247

Verified"
Creativeaks95,2021-05-06 06:28:50,oxygen,AVAILABLE,NA,"['9391458613', '8247681640']",['Hyderabad'],"#Hyderabad

Sunridge Multi Speciality Hospital-MotiNagar,

Hyderabad

9391458613, 8247681640

Only 3 Oxygen Beds Available, no ventilators

Verified at 11.04 AM 06/05 by @HelpingHandsJpr"
PITCHBOSS,2021-05-06 06:28:19,oxygen,AVAILABLE,NA,[],['Hyderabad'],"@sarojinipenuma2 Oxygen bed and Icu bed available at Prada hospital Nacharam #Hyderabad 

Verified 10:23am May 6 https://t.co/rLmKbTwhQO"
shhhhhhoja,2021-05-06 06:26:15,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. https://t.co/LQV7uu3nQL"
hydcovid19,2021-05-06 06:25:34,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"*Verified on 6/May/2021 9:50 AM*
25 oxygen beds available at Meher Hospitals, Hyderabad 
Contact: 8088917515. https://t.co/SYX5h0NSsq"
hydcovid19,2021-05-06 06:24:20,oxygen,AVAILABLE,NA,[],['Hyderabad'],"oxygen cylinders/ concentrator 
Hyderabad 
Verified just now, they have availability
Contact asap!! 
97002 38886 @hydcovid19 @VkMB07"
Jahnavi1309,2021-05-06 06:22:04,oxygen,NEED,NA,[],['Hyderabad'],"@VK84015570 @beds_covid Here we go
URGENT- REQUIRED OXYGEN BED &amp; OXYGEN CYLINDER
Personally verified
NAME: P.Sreekanth 
Age :30 years
Saturation :85 
Residence :chandanagar lingampally , HYDERABAD
Contact:+91 77999 95990"
_SoulOnFleek,2021-05-06 06:18:39,oxygen,UNKNOWN,NA,['9866940301'],['Hyderabad'],"#Hyderabad - #Oxygen Cylinders 55L and 47L will be stocked in about two hours.
Cash and carry.
Contact - 9866940301

Verified at 7:14 PM on 05.05.2021"
AslamSrk7,2021-05-06 06:14:48,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Available - #Oxygen and #ICU Beds in #HYDERABAD. @SRKHydFans
 #SRKBLRCovidHelp
Contact 8519993543, Willness Hospital, Ameerpet. 
Verified at 9 AM, today. 
#Covid19IndiaHelp #COVIDEmergencyIndia
Vai: @RRRMovie"
arpitabhawal,2021-05-06 06:09:12,other,NEED,NA,[],"['Hyderabad', 'Bangalore', 'Mumbai', 'Delhi', 'Chennai']","Can anyone please suggest the best apps that we can download that are verified and functional, to track the status of beds and hospitals etc. across India? Chennai, Bangalore, Delhi, Mumbai, Trivandrum, Cochin, Hyderabad, etc.? I want make it known to people. #NeedHelp"
RKrish_Naredla,2021-05-06 06:04:45,oxygen,AVAILABLE,NA,['9246598086'],['Hyderabad'],"@im_neeharika @sripaad125 @SonuSood @KTRTRS 3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified"
