username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
PABLOSCOBAR786,2021-05-06 11:18:19,oxygen,UNKNOWN,NA,['0804718800'],['Bangalore'],"🚨🚨🚨🚨🚨
#Bangalore KYCC 
#Ambulance 
Free service 
Ambulance type - Oxygen /Non Oxygen And Medical help
contact = 08047188000
#Verified 10:59 am, 6th May 
#CovidSOS #COVID19 #Bengaluru https://t.co/10QxCpmjIr"
resource_botIN,2021-05-06 11:09:14,oxygen,AVAILABLE,NA,['9845471570'],['Bangalore'],"@shilpuday @Tejasvi_Surya @YadiyurappaB @SonuSood Kaveri Ambulance, #Ambulance service available with or without #oxygen, + #Ventilator in #Bangalore Call at - 9845471570 #verified"
KharwarManikant,2021-05-06 11:03:33,oxygen,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"#Bangalore
#Verified
Bangalore BedsAvailability
Isolation Center RM Nagar
Items available
Hospital Bed
Oxygen Beds
Contact 9036635000, 9036905000
Verified May6, 12:43pm"
Madhuri330,2021-05-06 11:02:52,oxygen,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"🚨🏥🏥🏥🚨
#Bangalore #BedsAvailability
Isolation Center RM Nagar
Items available
Hospital Bed
Oxygen Beds
Contact 9036635000, 9036905000
#Verified May6, 12:43
#CovidHelp
#COVIDSecondWave
#Bengaluru https://t.co/RqtJ1K4bQJ"
SinhaNishit,2021-05-06 10:56:14,ICU Bed,NEED,NA,[],['Bangalore'],"Friend’s dad is in urgent need of ICU bed, needs an ICU bed asap in Bangalore (anywhere). SPO2 level 80 and lung infection taking effect.
Only verified leads please DM.
@covidbangalore @BBMPSouthZone @BbmpEast 
#SOS #COVIDEmergency2021 #Bengaluru"
priyarethu,2021-05-06 10:52:06,oxygen,AVAILABLE,NA,['9869503774'],['Bangalore'],"#Verified #Bangalore
#ICU Setup at home available
Location: Bangalore
Contact no: Srijan- Ek Soch (9869503774)
Verified at 11:43am, 4thMay'2021 
#SOSBangalore #ICU #CovidHelp #COVIDEmergency #Covid19IndiaHelp #CovidResources #CovidSOS  #CovidIndia #Oxygen #ICUBed #bangalorebeds"
Covid19Help10,2021-05-06 10:50:59,plasma,UNKNOWN,NA,['918981896569'],['Bangalore'],"Verified at 4:15pm pm on 06-May-2021

Have one O+ #plasma #donor in #Bangalore

DM or call me at +918981896569"
VRebelly,2021-05-06 10:47:23,oxygen,UNKNOWN,NA,['9611208963'],['Bangalore'],"CALL 9611208963 FOR OXYGEN LEADS IN BANGALORE. 
*VERIFIED*
#Oxygen #Bangalore #Verified"
findthecolors,2021-05-06 10:43:52,plasma,AVAILABLE,NA,[],['Bangalore'],"@foreverKKR Look at other people tweeting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/9ZqwWOz7o4"
AyushBhadoriya1,2021-05-06 10:43:12,ICU Bed,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"Isolation Center RM Nagar
Items available
9 Hospital Beds (No ICU Beds)
Contact 9036635000, 9036905000

*Verified personally at 4:11 PM - 06-05-2020

#Bangalore #BedsAvailability #IsolationCenter #COVIDRELIEF #IndiaFightsCorona"
MahaCovid_,2021-05-06 10:41:57,oxygen,UNKNOWN,NA,[],"['Bangalore', 'Mumbai', 'Delhi']","verified sources of oxygen in pune, mumbai, delhi, Kolkata, Bangalore, Lucknow. #CovidHelpOnline #MahaCovid #DelhiFightsCorona #bangalorecovid #KolkataCovidResources #Lucknowcovid https://t.co/NSdjGoCdVA"
,,,,,,,
_chaosdotcom,2021-05-06 10:31:10,oxygen,AVAILABLE,NA,['9820515539'],['Bangalore'],"#Oxygen concentrators are  available in #Bangalore 

Contact:- 9820515539 

#verified at 3:45 pm"
iThatMatter,2021-05-06 10:30:16,other,AVAILABLE,NA,['9738386480'],['Bangalore'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
BANGALORE
Normal Beds Available

Name: Rashad
Phone: 9738386480
Location : Columbia Asia COVID Centre, Whitefield

Last verified @ 06/05/21, 3:35 PM

#Bengaluru #BengaluruSOS #IndiaFightsCOVID19"
findthecolors,2021-05-06 10:25:54,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@roop_aggarwal Look at other people tweeting about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/XiBTLJKRVS"
arjunsraj_coach,2021-05-06 10:17:51,plasma,NEED,NA,[],['Bangalore'],#Bangalore - require B negative plasma donor. Kindly share verified resources if you have any #PlasmaDonors #PlasmaRequirement https://t.co/h196pH17VJ
Ideator_Atom,2021-05-06 10:17:16,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@gauravch00 Some good people are posting about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/LokrI8PnVz"
findthecolors,2021-05-06 10:17:04,oxygen,AVAILABLE,NA,[],['Bangalore'],"@_dhruthi_ Please look here for people posting about availability of bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/NbIiWEKTXi"
Covid1906485350,2021-05-06 10:14:45,oxygen,AVAILABLE,NA,['6296424675'],['Bangalore'],"#CovidVaccinea  available in #Bangalore
#Oxygen beds available
#Food free, medical equipments free, medicine less costly available*
Free of cost treatment*

Rakesh jha
6296424675
#Call now
Verified leads
#CovidResources #CovidIndia https://t.co/4fqOnmYlFC"
_chaosdotcom,2021-05-06 10:12:45,oxygen,AVAILABLE,NA,['8197012513'],['Bangalore'],"BV Ranka charitable trust 

#Oxygen Supply is available in Vijayanagar, #Bangalore 40 [only for the local residents]

Contact:- 8197012513

#verified at 3:00 pm"
findthecolors,2021-05-06 10:12:30,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@pk01lk Some good people are posting about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/0s5eZaGkoV"
CVDResourcesBot,2021-05-06 10:08:01,oxygen,AVAILABLE,NA,['919513113766'],['Bangalore'],"Oxygen cylinders available, 47L for 42k. location: KR Market

they deliver home

they said they have a lot of stock right now. 

+919513113766

disclaimer: point of contact verified. please do your due diligence before purchasing.

#Bangalore **Verified**
9:28pm 05/05"
findthecolors,2021-05-06 10:07:11,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@MDPallavi Look at other people tweeting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/y82MMQT4no"
quantum_phy,2021-05-06 10:04:22,oxygen,AVAILABLE,NA,['9513113766'],['Bangalore'],"#COVID #verified  #Bangalore #Oxygen
Contact: 9513113766
Service Available: Oxygen
City: Bangalore
oxygen cylinders
Verified on:5th may 03:01 pm

RT for reach"
RummanAhmed,2021-05-06 10:00:27,oxygen,AVAILABLE,NA,['8494922600'],['Bangalore'],"Bangalore verified
At 2:15 pm 06/05/21

Oxygen Cylinder available

47 ltr @ 60k at chamrajpet (no home delivery)
Only 1 cylinder available 

Regulators Available

8494922600- shabreesh

Disclaimer: point of contact verified. please do your due diligence before purchasing"
rhtdmnik,2021-05-06 09:55:26,ICU Bed,NEED,NA,[],['Bangalore'],"Urgently need ICU bed in Bangalore, it's an emergency! Please send verified leads, thank you!"
MyLifeYourRule,2021-05-06 09:53:14,other,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"#Bangalore #BedsAvailability #IsolationCenter #COVIDRELIEF
Isolation Center RM Nagar
Items available
Hospital Bed
Contact 9036635000, 9036905000

*Verified at 1:15 PM - 06-05-2020*
#IndiaFightsCorona

https://t.co/IN4pDMU2mf

https://t.co/A1o1ham1c4"
Covid19Help10,2021-05-06 09:44:45,oxygen,AVAILABLE,NA,[],['Bangalore'],"#COVID #verified  #Bangalore #Oxygen
Contact: 916421035
Service Available: Oxygen
City: Bangalore
oxygen cylinders- available b/w 9am to 6pm. Patients needs to come here for oxygen. Next to campbell hospital HSR
Verified on:5th may 03:06 pm

RT for reach"
findthecolors,2021-05-06 09:36:16,plasma,AVAILABLE,NA,[],['Bangalore'],"@omkarsupekar11 You can check here if people are posting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/7IfVjlD2vA"
findthecolors,2021-05-06 09:31:50,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@mtmayu88 Please look here for people posting about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/Kc0B6dtD5E"
_ohoe,2021-05-06 09:26:59,oxygen,AVAILABLE,NA,['9632830498'],['Bangalore'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
BANGALORE
Oxygen Refilling (no cylinder) Available

Name: Ashok
Phone: 9632830498
Location: Benaka gas

Last verified @ 06/05/21, 2:50 PM

#bangalorecovid #bengaluru #KarnatakaFightsCorona #IndiaFightsCoronaVirus"
findthecolors,2021-05-06 09:22:15,plasma,AVAILABLE,NA,[],['Bangalore'],"@Neha30347623 Look at other people tweeting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/gQXbfyTo3u"
ChandraPriaa,2021-05-06 09:19:01,oxygen,UNKNOWN,NA,[],['Bangalore'],"For Oxygen Tank and Concentrator in Bangalore-
+91 94802 83817
Verified and got it delivered for a patient just now. 6/5/21 at 2:30pm
#Bangalore #OxygenCylinders #OxygenEmergency #COVID19"
Gauravyadav3275,2021-05-06 09:14:28,other,AVAILABLE,NA,['80 4019 4444'],['Bangalore'],"#Verified
#Bangalore
Beds are available in suguna hospital Rajajinagar Bangalore
Contact 080 4019 4444
Verified by me at 1:43pm may 6."
findthecolors,2021-05-06 09:14:10,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@Eatykart1 Please look here for people posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/3eUx4JkSee"
teens4teens2,2021-05-06 09:13:39,ICU Bed,UNKNOWN,NA,[],['Bangalore'],@MalaSivaprasad Will Home ICUs work? Icu beds and ventilators seem tough. We just posted a verified lead for normal beds in Bangalore
findthecolors,2021-05-06 09:12:50,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@gautam_bakhru People might be posting here about availability of icu, ventilator, bed in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/3aEqHQsGYJ"
retweet_baba,2021-05-06 09:09:51,ICU Bed,UNKNOWN,NA,[],['Bangalore'],"Trying BBMP Helplines ..so please don’t suggest that. Any private hospital leads for ICU beds, do LMK? 
KCG is BBMP quota, already spoke to them. 
Multiple patient requests for ICU beds so only verified leads please. Thank you. 
#Bangalore #Bengaluru #CovidEmergency"
findthecolors,2021-05-06 09:09:36,oxygen,AVAILABLE,NA,[],['Bangalore'],"@Habeebinamdar Some good people are posting about availability of bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/szoNQU52Lu"
VRebelly,2021-05-06 09:06:37,oxygen,UNKNOWN,NA,['9611208963'],['Bangalore'],"Call us for verified oxygen leads in Bangalore.
9611208963."
SrijanKaSankalp,2021-05-06 09:04:40,oxygen,UNKNOWN,NA,[],['Bangalore'],"Verified sources for Oxygen Bank in #Bangalore pl keep checking https://t.co/IHZYyrTU5k
#BeatCOVIDwithSrijan
#IndiaFightsCOVID19 #FightAgainstCOVID19
*pl dont pay without confirming urself, avoid advance payments*
*Verified May 6th,1150AM*
@PunitDubey @raverox05 @prabhatism https://t.co/lYk8xU6cLC"
KAPILIANPoonamK,2021-05-06 09:03:04,other,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"Bangalore

Isolation Center RM Nagar
Normal Beds Available 

Contact: 9036635000, 9036905000

Verified at 12:22 PM 06/05 by @HelpingHandsJpr 

#Isolation #BedsAvailability"
khattarnavita,2021-05-06 09:01:27,oxygen,AVAILABLE,NA,['7557009279'],['Bangalore'],"#CovidVaccinea  available in #Bangalore
#Oxygen #vaccinea beds available
#Food free, medical equipments free, medicine less costly available*
Free of cost treatment*

Sandeep Pandey
7557009279
#Call now
Verified leads
#CovidResources #CovidIndia"
findthecolors,2021-05-06 08:56:18,oxygen,AVAILABLE,NA,[],['Bangalore'],"@vikki_bhagat Please look here for people posting about availability of icu, bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/CGXdmeI8oh"
DeepakBh0la,2021-05-06 08:55:01,oxygen,AVAILABLE,NA,[],['Bangalore'],"ShopG Verified Oxygen Ambulance in Bangalore, Available.
Check here - 
https://t.co/ju9zqUntK8
Verified 10mins ago

#CovidHelp #COVIDEmergency #COVID19 #ShopGCovidHelp #ShopG"
findthecolors,2021-05-06 08:53:38,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@DonationsIND There are people who are making calls and checking for availability of icu in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/GwrrAYLDrx"
KAPILIANPoonamK,2021-05-06 08:52:37,other,AVAILABLE,NA,"['9036635000', '9036905000']",['Bangalore'],"#Bangalore #BedsAvailability #IsolationCenter #COVIDRELIEF
Isolation Center RM Nagar
Items available
Hospital Bed
Contact 9036635000, 9036905000

#Verified at 1:15 PM - 06-05 by someone else (forwarded lead)
#COVID19India #CovidIndia #coronavirus #Beds"
Snigdha43270334,2021-05-06 08:44:02,oxygen,UNKNOWN,NA,['8951755722'],['Bangalore'],"Bangalore! 

Remdesivir and Oxygen supply (only 4 hospitals)

Call 8951755722 (Govt call centre)

Verified at 11.20am 6th May

#CovidHelp #COVIDSecondWave
#CovidSOS #CovidResources

#Bangalore"
RightToVoicee,2021-05-06 08:38:01,oxygen,UNKNOWN,NA,[],['Bangalore'],"#Bengaluru #Karnataka #Verified 

they are part of Peenya industries and refill #oxygen cylinders all over Bangalore. Call and ask for Moseeb.

Please amplify.

cc @WeAreBangalore https://t.co/MsludmciOi"
findthecolors,2021-05-06 08:34:15,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@santoshkprasad Please look here for people posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/2qwNlYJojE"
AlwaysMmader,2021-05-06 08:28:29,ICU Bed,UNKNOWN,NA,[],"['Bangalore', 'Mumbai', 'Delhi', 'Nagpur', 'Nashik']","HOME ICU (Mumbai, Pune, Nashik, Nagpur, Baroda, Delhi, Surat  Bangalore) Register yourself. 17K per day+ GST. 10 days package. Verified by me on April 28, 2021 at 14:14. @AshwiniDodani @Shayoneespeaks @TheOneHimanshu #CovidIndia #COVIDEmergency2021 

https://t.co/VLKJ3hmOSp"""
findthecolors,2021-05-06 08:26:19,oxygen,AVAILABLE,NA,[],['Bangalore'],"@SatyamM41678129 Look at other people tweeting about availability of oxygen in Bangalore:

- https://t.co/hr4XkV5sCY 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/Ru9yAvXWV5"
findthecolors,2021-05-06 08:06:25,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@anshi__29 Please look here for people posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/2oKlCxhxCM"
findthecolors,2021-05-06 08:02:14,other,AVAILABLE,NA,[],['Bangalore'],"@SreenandNanduri People might be posting here about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/7w6TnFS0CH"
findthecolors,2021-05-06 08:01:29,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@rajibvm There are people who are making calls and checking for availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/atIvViinii"
findthecolors,2021-05-06 08:00:18,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@ugly_goodbad Please look here for people posting about availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/Qle7wSYO1l"
rachitattweet,2021-05-06 07:47:33,oxygen,AVAILABLE,NA,['9740964486'],['Bangalore'],"RR AMBULANCE, #Ambulance service available without #Oxygen, #Ventilator provied in Southern #Bangalore

Call at - 9740964486

#verified at 11:23 am"
,,,,,,,
_chaosdotcom,2021-05-06 07:32:13,oxygen,UNKNOWN,NA,['9700001298'],['Bangalore'],"ZIQITZA Bangalore

#Ambulance service provided with #Oxygen and #Ventilator

Call at - 9700001298

#verified at 11:20 am"
findthecolors,2021-05-06 07:29:00,other,AVAILABLE,NA,[],['Bangalore'],"@tabaahhogaye Please look here for people posting about availability of bed, ventilator in Bangalore:

- https://t.co/MIFUlZ2yQR 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/vq6k99w9bp"
AkashAMishra1,2021-05-06 07:12:24,plasma,UNKNOWN,NA,[],['Bangalore'],"Emergency
B+ plasma Donor
Bangalore
Verified source please 
#covid19
#bangalore
#PlasmaDonor 
#Covid19IndiaHelp"
AM_Arundhatii,2021-05-06 07:06:56,oxygen,NEED,NA,[],['Bangalore'],"Oxygen Cylinder and Refill in Bangalore

8k for 20ltrs of Oxygen. If you want a new cylinder, it is a 20K deposit. 

+91 99728 52127 - Imran

Verified by someone else

#Bangalore
#Oxygen
#OxygenCrisis #COVID19 #COVIDEmergencyIndia #OxygenCylinders #coronavirus #BangaloreSOS"
_fitried,2021-05-06 07:03:56,oxygen,AVAILABLE,NA,[],['Bangalore'],"Bangalore! Oxygen Kits available and verified at 12:00PM Today. 
#bangalorecovid https://t.co/aA3xWSVaZK"
jetliculty,2021-05-06 07:03:29,oxygen,NEED,NA,[],['Bangalore'],"Any COVID resources in Bangalore required, please DM me. Or reply to this tweet. I will try my best to share verified leads with you. Be it’s Oxygen Cylinder, Concentrators, Regulators, Refill, Anything. I am happy to help. You can also DM. I will try my best."
jetliculty,2021-05-06 07:03:27,oxygen,NEED,NA,['9820515539'],['Bangalore'],9820515539 Contact for oxygen concentrator in Bangalore. Only 3 left in stock. Verified. Please call if you need. It’s personally verified.
jetliculty,2021-05-06 07:03:22,oxygen,AVAILABLE,NA,['9880037351'],['Bangalore'],9880037351 Oxygen Cylinders available in Bangalore. Verified just now over call. Please call ASAP.
Aayush01048967,2021-05-06 07:00:53,oxygen,AVAILABLE,NA,['919513113766'],['Bangalore'],"Bangalore verified
9:28pm 05/05

oxygen cylinders available, 47L for 42k. location: KR Market

they deliver home

they said they have a lot of stock right now. 

+919513113766

disclaimer: point of contact verified. please do your due diligence before purchasing."
findthecolors,2021-05-06 06:57:55,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@ajit_bhaskar There are people who are making calls and checking for availability of icu in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/bWAbv05uQo"
Fightforbadser1,2021-05-06 06:47:33,plasma,NEED,NA,['9663888718'],['Bangalore'],"Need plasma from any symptomatic or asymptomatic recovered in last 4 months at HCG Hospital, Near Corporation , Bangalore
Pls contact immediately : 9663888718 #Verified

Source: @pramod_jois #Bangalore #Plasma @srinivasiyc 🙏 https://t.co/cDMEd8xXlS"
Vijaysunkara52,2021-05-06 06:43:41,plasma,NEED,['B +'],['9035988114'],['Bangalore'],"#Bangalore - require B +Ve plasma donor. Kindly share verified resources if you have any #PlasmaDonors #PlasmaRequirement
Need B(+)  plasma urgent
Contact  Name : Umesh Patil
Contact Number : 9035988114
Need : Urgent
Hospital Name : Invivo hospital Jp nagar 7th phase bangalore"
bhikshuvar,2021-05-06 06:38:34,ICU Bed,AVAILABLE,NA,[],['Bangalore'],"@banglani There are people who are making calls and checking for availability of icu, bed in Bangalore:

- https://t.co/Rl3HPu4JYH 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/zQDrqqfA4R"
findthecolors,2021-05-06 06:38:14,oxygen,AVAILABLE,NA,[],['Bangalore'],"@Eatykart1 Look at other people tweeting about availability of icu, bed, oxygen in Bangalore:

- https://t.co/6dek85UCIN 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/tTBbCR0yqN"
adityaram88,2021-05-06 06:26:48,oxygen,AVAILABLE,NA,['8095760114'],['Bangalore'],"@SameerP67245134 Oxygen supplies available in Bangalore.
Phone number: 8095760114

Verified at 7:38 p.m. May 5th

please try this"
findthecolors,2021-05-06 06:25:01,plasma,AVAILABLE,NA,[],['Bangalore'],"@deepa_210 There are people who are making calls and checking for availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/jE0szCIUdX"
,,,,,,,
Aanchal__01,2021-05-06 06:23:08,plasma,NEED,NA,['9663888718'],['Bangalore'],"@SoodFoundation @TellDM @bcsagar1 @CovidPlasmaIn @ELister_social Need plasma from any symptomatic or asymptomatic recovered in last 4 months at HCG Hospital, Near Corporation , Bangalore
Pls contact immediately : 9663888718 #Verified"
adityaram88,2021-05-06 06:23:03,oxygen,NEED,NA,[],['Bangalore'],"@Nikhil1993Kumar Oxygen Cylinder and Refill in Bangalore

8k for 20ltrs of Oxygen. If you want a new cylinder, it is a 20K deposit. 

+91 99728 52127 - Imran

Verified by someone else"
Suhas__L,2021-05-06 06:18:24,oxygen,UNKNOWN,NA,['9845471570'],['Bangalore'],"‼️BANGALORE‼️
Kaveri Ambulance
Contact: 9845471570
24/7 service with oxygen and ventilator
Verified at 3:00pm
Rt to amplify
#COVIDEmergency
#COVIDEmergency2021
#Ambulance 
#Bangalore 
#CovidHelp 
#CovidResources"
findthecolors,2021-05-06 06:17:28,plasma,AVAILABLE,NA,[],['Bangalore'],"@deepa_210 Please look here for people posting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/ELV8vj82sf"
NagrajSrishti,2021-05-06 06:16:29,oxygen,UNKNOWN,NA,[],['Bangalore'],"@saunak19 Please call up +91 81233 14373
Oxygen concentrators in Bangalore. It’s verified by me last night. He’ll deliver today at 5 PM"
findthecolors,2021-05-06 06:10:25,plasma,AVAILABLE,NA,[],['Bangalore'],"@BhushanBendige1 Please look here for people posting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/lBapq4yGUC"
arpitabhawal,2021-05-06 06:09:12,other,NEED,NA,[],"['Hyderabad', 'Bangalore', 'Mumbai', 'Delhi', 'Chennai']","Can anyone please suggest the best apps that we can download that are verified and functional, to track the status of beds and hospitals etc. across India? Chennai, Bangalore, Delhi, Mumbai, Trivandrum, Cochin, Hyderabad, etc.? I want make it known to people. #NeedHelp"
findthecolors,2021-05-06 06:03:25,plasma,AVAILABLE,NA,[],['Bangalore'],"@deepa_210 Some good people are posting about availability of plasma in Bangalore:

- https://t.co/Ygd8d04n2z 
- Contact the respective BBMP helpline - https://t.co/YTTFTkqz7v

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/fYOtVAlE1h"
HemantS30,2021-05-06 06:02:36,oxygen,NEED,NA,[],['Bangalore'],"#bangalore #bengaluru #verified #oxygen 
At 3:55 pm, 05/05/21

Oxygen 
+91 81238 90892
Time: 9 am to 6 pm
Location: 
Next to Campbell Hospital
Sector 6, HSR Layout 

Patient needs to come to the location with prescription. They can sit and take oxygen, free of cost."
HemantS30,2021-05-06 06:02:32,oxygen,NEED,NA,[],['Bangalore'],"#bangalore, we have a #verified #lead as of 5:05 PM of an #oxygen flow meter/regulator supplier who has just got his stock. Please DM us if you need #help and can't find one in Bangalore. 

#help #sos #CovidHelp #helpindiabreathe https://t.co/oOTPMmjCzp"
Covid19Help10,2021-05-06 06:02:31,other,UNKNOWN,NA,['9845025964'],['Bangalore'],"@zoo_bear @srivatsayb @RakshaRamaiah @TabbuRao @ArshadRizwan 120 normal #Beds  #Bangalore,#Karnataka at Oxford Hospital 

9845025964

Contact #Verified at 12:23 pm 4 May 

Pay at your own risk"
HemantS30,2021-05-06 06:02:25,other,UNKNOWN,NA,['9845025964'],['Bangalore'],"@DyolSingh @Ashok_Kashmir @IYCKarnataka @KPCCPresident @srivatsayb @IYC 120 normal #Beds  #Bangalore,#Karnataka at Oxford Hospital 

9845025964

Contact #Verified at 12:23 pm 4 May 

Pay at your own risk"
HemantS30,2021-05-06 06:02:23,oxygen,NEED,NA,[],['Bangalore'],"#bangalore, we have a #verified #lead as of 8:10 PM for #oxygen #cylinders. He can deliver them pan Bangalore too
Please DM us if you need #help sourcing one. 
[ps. as of 8:10 PM, we have solid working leads for regulators, concentrators &amp; cylinders] 
#SOSBangalore #CovidHelp"
