username,tweet_date,text,hashtags
Trisha_de_Sales,2021-05-06 10:47:40,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
RetweetsMumbai,2021-05-06 10:46:55,"Need a bed in any Hospital in #Mumbai which has Bipap / NIV for a friend's Dad. He is 61 years, #COVID positive.
Kindly DM if you have verified leads. #HospitalBeds #COVIDEmergency #MahaCovid #OxygenBed #MumbaiCovid #Covid19IndiaHelp #CovidHelp #CovidResources @mybmc","[{'text': 'Mumbai', 'indices': [50, 57]}, {'text': 'COVID', 'indices': [116, 122]}]"
xnowflurriox,2021-05-06 10:46:17,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
Smriti_uma,2021-05-06 10:46:03,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
YuvaShaktiIND,2021-05-06 10:45:47,"#Oxygen Cylinders supplies all over Mumbai &amp; Thane..

No:- 9082597161(whatsapp)

#Verified 
 #Covid19IndiaHelp #COVIDIndiaSOS
#Mumbai
#Thane","[{'text': 'Oxygen', 'indices': [0, 7]}, {'text': 'Verified', 'indices': [85, 94]}, {'text': 'Covid19IndiaHelp', 'indices': [97, 114]}, {'text': 'COVIDIndiaSOS', 'indices': [115, 129]}, {'text': 'Mumbai', 'indices': [130, 137]}, {'text': 'Thane', 'indices': [138, 144]}]"
shubhamrsurya,2021-05-06 10:45:45,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
crd017,2021-05-06 10:45:42,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
MahaCovid_,2021-05-06 10:45:36,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝

#Mumbai
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM
@RetweetsMumbai
#MahaCovid #COVIDSecondWave","[{'text': 'Mumbai', 'indices': [27, 34]}]"
MahaCovid_,2021-05-06 10:45:35,"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
#Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#MahaCovid","[{'text': 'Mumbai', 'indices': [26, 33]}]"
mr_gauravv,2021-05-06 10:45:11,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
MahaCovid_,2021-05-06 10:44:48,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
Danish_0208,2021-05-06 10:44:41,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
shubham_aaryan,2021-05-06 10:44:39,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
yogeshvasal2,2021-05-06 10:44:28,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
YuvaShaktiIND,2021-05-06 10:43:57,"#Oxygen #cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon 
#Verified at 2:45 PM, 6th May
#OxygenCylinders 
#Mumbai","[{'text': 'Oxygen', 'indices': [0, 7]}, {'text': 'cylinders', 'indices': [8, 18]}, {'text': 'Verified', 'indices': [223, 232]}, {'text': 'OxygenCylinders', 'indices': [253, 269]}, {'text': 'Mumbai', 'indices': [271, 278]}]"
angel_ank1,2021-05-06 10:43:54,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
shrenik0911,2021-05-06 10:43:52,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
mauryamondal,2021-05-06 10:43:45,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
SRahulM,2021-05-06 10:43:31,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
30ka60,2021-05-06 10:43:21,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
ShaktiSaarani,2021-05-06 10:43:12,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp",[]
richieraghu,2021-05-06 10:43:01,"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
#Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#MahaCovid","[{'text': 'Mumbai', 'indices': [26, 33]}]"
MahaCovid_,2021-05-06 10:42:43,"#COVID #verified  #Mumbai #Oxygen
Contact: Tarun
9920204655
Service Available: Oxygen
City: Mumbai
Oxygen Cylinders
Verified on:  27 April 10:01 pm
#COVIDEmergency2021 #CovidHelp #MahaCovid #covid19help #SOSMumbai","[{'text': 'COVID', 'indices': [20, 26]}, {'text': 'verified', 'indices': [27, 36]}, {'text': 'Mumbai', 'indices': [38, 45]}, {'text': 'Oxygen', 'indices': [46, 53]}]"
COVResourcesIn,2021-05-06 10:42:24,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI / PAN INDIA
Oxygen Cans (20L) Available   
 Home delivery available

Name: Ishan Lodaria
Phone: 7021362766
Location: Mumbai

Last Verified @ 06/05/2021, 3:58 PM

#oxygencans #Covid19IndiaHelp","[{'text': 'oxygencans', 'indices': [180, 191]}, {'text': 'Covid19IndiaHelp', 'indices': [192, 209]}]"
MahaCovid_,2021-05-06 10:42:18,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 L
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
ChemburChapters,2021-05-06 10:42:06,"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
#Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#MahaCovid","[{'text': 'Mumbai', 'indices': [26, 33]}]"
MahaCovid_,2021-05-06 10:41:57,"verified sources of oxygen in pune, mumbai, delhi, Kolkata, Bangalore, Lucknow. #CovidHelpOnline #MahaCovid #DelhiFightsCorona #bangalorecovid #KolkataCovidResources #Lucknowcovid https://t.co/NSdjGoCdVA","[{'text': 'CovidHelpOnline', 'indices': [92, 108]}, {'text': 'MahaCovid', 'indices': [109, 119]}, {'text': 'DelhiFightsCorona', 'indices': [120, 138]}]"
MahaCovid_,2021-05-06 10:41:18,"Need a bed in any Hospital in #Mumbai which has Bipap / NIV for a friend's Dad. He is 61 years, #COVID positive.
Kindly DM if you have verified leads. #HospitalBeds #COVIDEmergency #MahaCovid #OxygenBed #MumbaiCovid #Covid19IndiaHelp #CovidHelp #CovidResources @mybmc","[{'text': 'Mumbai', 'indices': [50, 57]}, {'text': 'COVID', 'indices': [116, 122]}]"
iThatMatter,2021-05-06 10:33:38,"#Verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok from May 1.
Verified on:30th April 2:10 pm
#CovidHelp #COVIDEmergency2021","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Mumbai', 'indices': [31, 38]}, {'text': 'Beds', 'indices': [39, 44]}]"
Kahaaniyonwala,2021-05-06 10:32:37,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai","[{'text': 'OxygenCylinders', 'indices': [251, 267]}, {'text': 'Mumbai', 'indices': [268, 275]}]"
NasreenCh1,2021-05-06 10:30:25,"Oxygen Cylinders supplies all over Mumbai &amp; Thane..

No:- 9082597161(whatsapp)

Self Verified ✅✅
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#Mumbai","[{'text': 'Covid19IndiaHelp', 'indices': [118, 135]}]"
30ka60,2021-05-06 10:29:13,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
Asimsquad137,2021-05-06 10:25:44,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
RetweetsMumbai,2021-05-06 10:25:40,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai",[]
Kewal_Mehta_,2021-05-06 10:22:49,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
ifalaknagar,2021-05-06 10:22:19,"Ashapuri Hospital is arranging oxygen beds for patients in Mumbai. 
Contact - 7738477604
Verified at 2:40 pm, 5th May 
#COVIDEmergencyIndia #COVIDEmergency2021 #OxygenBeds #Mumbai #Maharashtra",[]
ifalaknagar,2021-05-06 10:22:11,"Oxygen beds available in Mumbai
Location- Jeeto covid care center, janta nagar BMC school, behind AC market, besides imperial tower, tardev Mumbai
Contact- 9892344222, 9820190590
Verified at 3:00 pm, 5th may
#COVIDEmergencyIndia #OxygenBed #Mumbai #Maharashtra",[]
BABASNEAKYY,2021-05-06 10:21:47,"An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/iv3kAocCaQ
Save +12345178991 and send COVID in WhatsApp. Oxygen plasma Delhi MUMBAI Lucknow pune Bihar
#Verified",[]
snehayaar,2021-05-06 10:21:41,"Oxygen concentrator available 9ltr and 7ltr ready stock
Delivery = pan india delivery 48 hr
Can pick up from office also

Call=+91-8879380143

COMPANY - 
Indian Roar llp mumbai (trusted company) can search on Google 

Verified",[]
ranros2020,2021-05-06 10:21:26,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai",[]
HimelRo09804111,2021-05-06 10:21:26,"*#Oxygen* and *#ICUBeds* Available 

*Rohini Hospital* 
Area: #ThaneWest
Availability: *6 #OxygenBeds* and *2 ICU* beds with *BiPAP ventilator support* 
Contact: +919769842024

Verified - 06-05-2021

#Mumbai #CovidInfo #COVIDUpdates #CovidResources
#CovidHelp","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'ICUBeds', 'indices': [29, 37]}, {'text': 'ThaneWest', 'indices': [76, 86]}, {'text': 'OxygenBeds', 'indices': [104, 115]}]"
ifalaknagar,2021-05-06 10:21:12,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai",[]
ChandiniRai,2021-05-06 10:20:37,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
Mumbai Colaba

Oxygen cylinders available

Red crescent society of india
( 8000 deposit and 6000 will be returned once you return the cylinder) 
Contact-7738410577
Address- G1, sushil building, A B road, colaba, mumbai-400005

Last verified @ 6/5/21 01:04 PM",[]
CVDResourcesBot,2021-05-06 10:20:35,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai",[]
CDF_SRCC,2021-05-06 10:20:30,"Oxygen cylinders available at MUMBAI GOREGAON-West

Contact: VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah

 7977703913/9819298666

Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Verified at 2:45 PM, 6th May
#OxygenCylinders #Mumbai","[{'text': 'OxygenCylinders', 'indices': [251, 267]}, {'text': 'Mumbai', 'indices': [268, 275]}]"
ChandiniRai,2021-05-06 10:20:30,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
Trisha_de_Sales,2021-05-06 10:20:09,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI 

Oxygen concentrator
Self shield / Iticede
Name: Nasir 
Phone: 7506399954
Location: Unit-B-139, Antophill Warehousing complex, V&gt;IT&gt; College Road, Wadala east, Mumbai 400037

Last Verified @ 6/05/21 11:13 AM",[]
ChandiniRai,2021-05-06 10:18:47,"*#Oxygen* and *#ICUBeds* Available 

*Rohini Hospital* 
Area: #ThaneWest
Availability: *6 #OxygenBeds* and *2 ICU* beds with *BiPAP ventilator support* 
Contact: +919769842024

Verified - 06-05-2021

#Mumbai #CovidInfo #COVIDUpdates #CovidResources
#CovidHelp","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'ICUBeds', 'indices': [29, 37]}, {'text': 'ThaneWest', 'indices': [76, 86]}, {'text': 'OxygenBeds', 'indices': [104, 115]}]"
cpreigns_35,2021-05-06 10:18:39,"MUMBAI GOREGAON-West
Oxygen cylinders available
VEER Foundation!
Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Last Verified @ 6/05/21 08:49 AM
Verified ✅👆🏻",[]
khaneasha20,2021-05-06 10:16:28,"*#Oxygen* and *#ICUBeds* Available 

*Rohini Hospital* 
Area: #ThaneWest
Availability: *6 #OxygenBeds* and *2 ICU* beds with *BiPAP ventilator support* 
Contact: +919769842024

Verified - 06-05-2021

#Mumbai #CovidInfo #COVIDUpdates #CovidResources
#CovidHelp","[{'text': 'Oxygen', 'indices': [15, 22]}, {'text': 'ICUBeds', 'indices': [29, 37]}, {'text': 'ThaneWest', 'indices': [76, 86]}, {'text': 'OxygenBeds', 'indices': [104, 115]}]"
rayadhawan,2021-05-06 10:15:01,"Oxygen beds available in Mumbai
Location- Jeeto covid care center, janta nagar BMC school, behind AC market, besides imperial tower, tardev Mumbai
Contact- 9892344222, 9820190590
Verified at 3:00 pm, 5th may
#COVIDEmergencyIndia #OxygenBed #Mumbai #Maharashtra",[]
Anujalankar9,2021-05-06 10:12:01,"#Verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok from May 1.
Verified on:30th April 2:10 pm
#CovidHelp #COVIDEmergency2021","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Mumbai', 'indices': [31, 38]}, {'text': 'Beds', 'indices': [39, 44]}]"
RetweetsMumbai,2021-05-06 10:11:44,"Need a bed in any Hospital in #Mumbai which has Bipap / NIV for a friend's Dad. He is 61 years, #COVID positive.
Kindly DM if you have verified leads. #HospitalBeds #COVIDEmergency #MahaCovid #OxygenBed #MumbaiCovid #Covid19IndiaHelp #CovidHelp #CovidResources @mybmc","[{'text': 'Mumbai', 'indices': [30, 37]}, {'text': 'COVID', 'indices': [96, 102]}, {'text': 'HospitalBeds', 'indices': [151, 164]}, {'text': 'COVIDEmergency', 'indices': [165, 180]}, {'text': 'MahaCovid', 'indices': [181, 191]}, {'text': 'OxygenBed', 'indices': [192, 202]}, {'text': 'MumbaiCovid', 'indices': [203, 215]}, {'text': 'Covid19IndiaHelp', 'indices': [216, 233]}, {'text': 'CovidHelp', 'indices': [234, 244]}, {'text': 'CovidResources', 'indices': [245, 260]}]"
hukatronix,2021-05-06 10:11:33,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝

#Mumbai
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM
@RetweetsMumbai
#MahaCovid #COVIDSecondWave","[{'text': 'Mumbai', 'indices': [27, 34]}]"
PmjdyMitra,2021-05-06 10:10:18,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
Ranakavansaz,2021-05-06 10:09:18,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen concentrators of 5L available (Price- ₹55,000 + gst) 

Contact - 096193 81829
Location - Jupiter equipment
Garodia Shopping Centre 149/156 Ground Floor, behind Union Bank of India, Garodia Nagar, Ghatkopar East

Last verified @ 6/5/21, 9:12 AM",[]
saroj_nd,2021-05-06 10:08:29,"#COVID #verified  #Mumbai #Oxygen
Contact: Tarun
9920204655
Service Available: Oxygen
City: Mumbai
Oxygen Cylinders
Verified on:  27 April 10:01 pm
#COVIDEmergency2021 #CovidHelp #MahaCovid #covid19help #SOSMumbai","[{'text': 'COVID', 'indices': [20, 26]}, {'text': 'verified', 'indices': [27, 36]}, {'text': 'Mumbai', 'indices': [38, 45]}, {'text': 'Oxygen', 'indices': [46, 53]}]"
VikasMo30460425,2021-05-06 10:08:19,"Oxygen and ICU Beds Available in Mumbai 

Name: HAR Kalsekar Hospital

Area: Versova, Andheri West

Availability: 4 oxygen beds and 1 ICU bed

Contact: 9869933114

Verified by us on 5th May, 2021 at 10:50 AM

#CovidNC #CovidResource",[]
VikasMo30460425,2021-05-06 10:08:14,"AVAILABLE BEDS

Normal beds, ICU, and Oxygen Beds Available in Mumbai, Maharashtra 

Contact -7738477604
Address-Ashapuri Hospital, Dahisar, Mumbai  Verified: 17:40 PM 05/05/2021

@bhumipednekar",[]
dhrumil_,2021-05-06 10:05:15,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
NAVI MUMBAI- AIROLI

Oxygen Cylinder
Naman Enterprises

Name: Akash Savla
Phone: 9930632066    
Location: Airoli (Home delivery)

Last verified @ 06/05/21  12:08 AM",[]
RummanAhmed,2021-05-06 10:02:13,"India verified
At 3:09pm 06/05

Oxygen Concentrators available

Mumbai based.  Pre booking preferred.

5ltr @70k+gst 
10ltr @99k +gst 
Delivery in 7days at an extra charge 

Full payment should made before dispatch

Invoice proforma and tracking ID will be provided 

8369089107",[]
kas8_m,2021-05-06 10:01:34,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH MUMBAI - MD. ALI ROAD 

Oxygen cylinder available 

Name: Taha Bhoira
Phone: 9820437939
6.5 Liter 
5k Deposit &amp; Refill Rs 150
Self Pick up
Doctor's Prescription &amp; Patient's Aadhar Card copy needed.

Last verified @ 06/05/21 02:03 PM
#MahaCovid #Mumbai",[]
kclikestoeat,2021-05-06 10:01:18,"India verified
At 3:09pm 06/05

Oxygen Concentrators available

Mumbai based.  Pre booking preferred.

5ltr @70k+gst 
10ltr @99k +gst 
Delivery in 7days at an extra charge 

Full payment should made before dispatch

Invoice proforma and tracking ID will be provided 

8369089107",[]
alateeeee,2021-05-06 10:00:58,"Oxygen concentrator available 9ltr and 7ltr ready stock
Delivery = pan india delivery 48 hr
Can pick up from office also

Call=+91-8879380143

COMPANY - 
Indian Roar llp mumbai (trusted company) can search on Google 

Verified",[]
Mini30676710,2021-05-06 10:00:56,"India verified
At 3:09pm 06/05

Oxygen Concentrators available

Mumbai based.  Pre booking preferred.

5ltr @70k+gst 
10ltr @99k +gst 
Delivery in 7days at an extra charge 

Full payment should made before dispatch

Invoice proforma and tracking ID will be provided 

8369089107",[]
ms_sunshine59,2021-05-06 10:00:11,"#Verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok from May 1.
Verified on:30th April 2:10 pm
#CovidHelp #COVIDEmergency2021","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Mumbai', 'indices': [31, 38]}, {'text': 'Beds', 'indices': [39, 44]}]"
PunamMohandas,2021-05-06 09:58:38,"This is a source of #oxygen leadsai as of today, verified personally by an intern in my team.

Cities: #Pune, #Delhi, #Mumbai, #Kolkata #Lucknow

I'll try to share a verified list everyday 
 #COVID19India https://t.co/MEXuGFK3P4","[{'text': 'oxygen', 'indices': [40, 47]}, {'text': 'Pune', 'indices': [123, 128]}, {'text': 'Delhi', 'indices': [130, 136]}]"
RamnareshShaky9,2021-05-06 09:57:38,"#Verified
SOUTH MUMBAI/DADAR
Oxygen Cylinders Available

Name: Rohit
Phone: 8169415636
Location: Shree T.A.K.L. Jain Gyan Mandir trust, 6 gyan mandir road, opp. Sunshine heights, Dadar West, 
Mumbai-400028
Last verified @ 05/05/21, 5:10pm
#Mumbai #CovidHelpOnline #CovidResources","[{'text': 'Verified', 'indices': [20, 29]}]"
__taniya_,2021-05-06 09:57:17,"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
NAVI MUMBAI- AIROLI

Oxygen Cylinder
Naman Enterprises

Name: Akash Savla
Phone: 9930632066    
Location: Airoli (Home delivery)

Last verified @ 06/05/21  12:08 AM",[]
Covid19Help10,2021-05-06 09:56:45,"#Verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok from May 1.
Verified on:30th April 2:10 pm
#CovidHelp #COVIDEmergency2021","[{'text': 'Verified', 'indices': [20, 29]}, {'text': 'Mumbai', 'indices': [31, 38]}, {'text': 'Beds', 'indices': [39, 44]}]"
