username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
bihar2bombay,,Bombay,385,830,6706,2008-11-27 09:35:53,2021-04-30 03:22:01,73,"A group of youth volunteers in Delhi are collecting empty #oxygencylinders, refilling them &amp; distributing to whoever needs them (for free). If you have an empty cylinder you don't need anymore, fill this form &amp; they will call you to coordinate a pickup:

https://t.co/FdqsC7qvDt","[{'text': 'oxygencylinders', 'indices': [72, 88]}]"
raviks2005,"No Political Affiliation NO LEFT NO RIGHT .. LOVE MY NATION...NATION FIRST 
Tweets Personal. RTs not necessarily endorsements",INDIA,558,43,1298,2015-04-18 03:23:15,2021-04-30 03:21:47,40,"Urgent need help for a Plasma Donor.

Name: kalpana rawat
Age: 54
Location: Kashipur

#PlasmaDonor #SOSDelhi #CovidIndia 
@srinivasiyc @AishwaryVerma9
@HasanSafin @deeppant2 @TajinderBagga https://t.co/UdgXDKtCeg","[{'text': 'PlasmaDonor', 'indices': [104, 116]}, {'text': 'SOSDelhi', 'indices': [117, 126]}, {'text': 'CovidIndia', 'indices': [127, 138]}]"
LuvDatta_INC,National Co Coordinator for SM @INCINDIA । Follow @WithCongress to volunteer for INC । Tweets Personal l God is One #TeamRG,,9826,12268,197293,2010-05-07 09:24:35,2021-04-30 03:21:40,17,"Many people are asking me to donate #Plasma “I am still #CovidPositive with CT Value 18” once i’ll get negative.
I WILL DONATE PLASMA FOR SURE.
#PlasmaRequirement #PlasmaDelhi","[{'text': 'Plasma', 'indices': [48, 55]}, {'text': 'CovidPositive', 'indices': [68, 82]}]"
ANI_multimedia,"ANI News - Multi-media news agency, content for information platforms: TV, Internet, broadband, newspapers, mobiles 
https://t.co/cFcHWKpY59",New Delhi,0,1440,37511,2009-08-28 08:59:05,2021-04-30 03:21:29,0,"IAF airlifts 2 more tankers from Indore 
https://t.co/ukYi6Ybozu #IAF #OxygenCylinders #MadhyaPradesh","[{'text': 'IAF', 'indices': [65, 69]}, {'text': 'OxygenCylinders', 'indices': [70, 86]}, {'text': 'MadhyaPradesh', 'indices': [87, 101]}]"
kvslnarasimha,Mahadev,United States,148,101,5446,2010-05-27 03:51:31,2021-04-30 03:21:19,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
ca_nilisha,"|| Chartered Accountant👩‍🎓
|| Equity investor and a learning trader💸 ||
🕉 शिव भक्त 🕉


महादेव ही स्वर्ग हैं,
महादेव ही मोक्ष हैं",pratapgarh rajasthan,140,1125,663,2019-06-28 16:55:37,2021-04-30 03:21:01,3,"Urgently require ICU bed in Faridabad / Gurgaon. Please share if any verified leads available.

#SOS #ICUBeds #COVIDEmergency #Faridabad #Gurgaon #ICU #ICUBed #ICUBedNeeded #Urgent #UrgentHelp #Urgent_help_required #VerifiedCovidResources #Verifiedresources #Verified #leads","[{'text': 'SOS', 'indices': [116, 120]}, {'text': 'ICUBeds', 'indices': [121, 129]}]"
RESHMAR18955799,Firstly i am INDIAN not a Hindu not Muslim neither Christian my nation my pride,,1378,1077,38616,2019-10-13 06:38:42,2021-04-30 03:20:08,78,"Doctors/Hospitals calling again. Even their agencies are not able to refill at UP for over 24 hours. How will the agency give the hospitals #OxygenCylinders ? Have formed a group of doctors, had a meeting with the state government. Tomorrow hope for a solution!🙏
#OxygenCrisis",[]
MunimaOffl,▪️Thala Veriyan▪️Fake Id ▪️Indian▪️Tamizhan▪️Creator of  @CinemaAlert @TamilClock ▪️,22 miles away from you,374,18514,18104,2015-06-01 10:05:06,2021-04-30 03:20:05,1,"Urgently need #ICUBed in #Delhi for my relative.
Patient Name - Ayan Mawandia
Age- 21 yrs
Oxygen level is dropping - currently it's 85
Covid positive.
Situation is critical.
Urgent help required.
Pls amplify.
@RahulGandhi @GauravAgrawaal @srinivasiyc @yogitabhayana","[{'text': 'ICUBed', 'indices': [31, 38]}, {'text': 'Delhi', 'indices': [42, 48]}]"
Mahipal67165043,,,52,7,4380,2019-06-21 01:47:20,2021-04-30 03:20:02,40,"Urgent need help for a Plasma Donor.

Name: kalpana rawat
Age: 54
Location: Kashipur

#PlasmaDonor #SOSDelhi #CovidIndia 
@srinivasiyc @AishwaryVerma9
@HasanSafin @deeppant2 @TajinderBagga https://t.co/UdgXDKtCeg","[{'text': 'PlasmaDonor', 'indices': [104, 116]}, {'text': 'SOSDelhi', 'indices': [117, 126]}, {'text': 'CovidIndia', 'indices': [127, 138]}]"
PrajeshGoswami,We must learn to live together as brothers or perish together as fools!!,"Uttaranchal, India",176,14,108,2017-06-04 07:59:16,2021-04-30 03:19:58,46,"In Hope , AnY Needy Can Reach It  : #Oxygen #OxygenCrisis #OxygenShortage #OxygenCylinders #oxygendelhi #Delhi #NewDelhi #DelhiNeedsOxygen #CovidResources #DelhiCovid #DelhiCovidCrisis #COVID19 #CORONAUPDATE #corona https://t.co/tfwureRWX6","[{'text': 'Oxygen', 'indices': [50, 57]}, {'text': 'OxygenCrisis', 'indices': [58, 71]}, {'text': 'OxygenShortage', 'indices': [72, 87]}, {'text': 'OxygenCylinders', 'indices': [88, 104]}, {'text': 'oxygendelhi', 'indices': [105, 117]}, {'text': 'Delhi', 'indices': [118, 124]}, {'text': 'NewDelhi', 'indices': [125, 134]}]"
NikhilSingh1394,Hotelier turned Digital Marketer | Avid Traveller,"Bengaluru, India",121,15,56,2020-01-21 21:23:57,2021-04-30 03:19:45,2,"Oxygen Supply for West Bengal.
.
.
#Bengal #WestBengal #Kolkata #CovidIndia #OxygenCylinders #Oxygen #OxygenSupply https://t.co/a3dmqm6lGj","[{'text': 'Bengal', 'indices': [55, 62]}, {'text': 'WestBengal', 'indices': [63, 74]}, {'text': 'Kolkata', 'indices': [75, 83]}, {'text': 'CovidIndia', 'indices': [84, 95]}, {'text': 'OxygenCylinders', 'indices': [96, 112]}, {'text': 'Oxygen', 'indices': [113, 120]}, {'text': 'OxygenSupply', 'indices': [121, 134]}]"
itsme_sabarish,Take it easy urvashi,,1242,1237,73750,2018-06-25 16:39:25,2021-04-30 03:19:42,107,"EMERGENCY !!

Need #OxygenCylinder (not beds)  Lead at #Warangal

Patient is at Maxcare hospital. Condition is very critical.

Please help with any contact 🙏

#COVIDEmergencyIndia #COVIDEmergency #Oxygen #OxygenCylinders","[{'text': 'OxygenCylinder', 'indices': [40, 55]}, {'text': 'Warangal', 'indices': [76, 85]}]"
animesh_tri,"GREGARIOUS 😇


insta @animesh__tripathi



snapchat @animeshdb7","INDIAN TELEPHONE INDUSTRY,MUR ",46,56,507,2020-04-15 03:02:02,2021-04-30 03:19:23,3,"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified at 7:00 am on 30/04/21
#Covid19IndiaHelp #CovidResources #OxygenCylinders
#Mumbai #Vasai #NaviMumbai https://t.co/vHCPq51D38","[{'text': 'Covid19IndiaHelp', 'indices': [108, 125]}]"
ChowkidarPraka,"ಮೂರ್ತಿಯನ್ನ ಕೆತ್ತುವ ಬದಲು ಆ ಮೂರ್ತಿಯಲ್ಲಿರುವ ಸದ್ಗುಣಗಳನ್ನ ನಾವು ಹೊಂದಿದರೆ, ಮೂರ್ತಿಗೆ ಸಲ್ಲುವ ಪೂಜೆ ನಮಗೆ ಸಲ್ಲುತ್ತದೆ...",,50,76,53430,2019-02-17 06:27:41,2021-04-30 03:19:22,815,"Rapid Oxygen Supply available at door for emergencies by bike rental

Bengaluru Startup 

 Phone: 7069999961 #CovidResources  

#OxygenCylinders #Bangalore https://t.co/1mRIbXFr14",[]
vijaymaroo,A volunteer with EKAL & Vidya Bharati. Launched https://t.co/J9zfcPAKyy to harness energy of sr citizens for nation building. Also https://t.co/NA9PKxDhEA,India,956,2084,34377,2010-03-06 08:34:31,2021-04-30 03:19:18,0,@upma23 Shocked to read today that fire extinguishers were being sold as #OxygenCylinders in #Delhi.,"[{'text': 'OxygenCylinders', 'indices': [73, 89]}, {'text': 'Delhi', 'indices': [93, 99]}]"
tanushreepodder,A maverick author and an optimist. I have written ten novels. Do check out my books. https://t.co/uwA37K7FlQ…,India,275,264,3200,2012-10-11 08:03:27,2021-04-30 03:19:14,81,"One of our trucks managed some #OxygenCylinders done are resuming refilling your #oxygen #cylinders.
Please WhatsApp Kevin on 9324156652 or dm @mvadera or me for address. 
#OxygenShortage #OxygenCrisis","[{'text': 'OxygenCylinders', 'indices': [45, 61]}, {'text': 'oxygen', 'indices': [95, 102]}, {'text': 'cylinders', 'indices': [103, 113]}]"
sarvmanglamcom,"Humble Indian. 
Live with Family. 
Worked with Indian Express. 
RTs are not Endorsement",India,67,7086,138963,2009-09-21 03:24:19,2021-04-30 03:19:04,7,"No celebrity, Film Star 🎥, Politician
died due to #OxygenShortage ?
 🌟 
Only poor and middle class people died without #OxygenCylinders Medicines 💊 and  hunger 😢

A picture 📷 released by RSS. 

#COVID19 
#IndiaCovidCrisis https://t.co/PdiAjdYxpg","[{'text': 'OxygenShortage', 'indices': [50, 65]}, {'text': 'OxygenCylinders', 'indices': [119, 135]}, {'text': 'COVID19', 'indices': [194, 202]}, {'text': 'IndiaCovidCrisis', 'indices': [204, 221]}]"
navyza_,"17 year old feminist fighting patriarchy||she/her||
ig.@_navyasinha_","Patna, India",96,226,109,2015-08-26 15:21:56,2021-04-30 03:18:35,2,"ANY LEADS FOR O2 CYLINDER IN PATNA RIGHT NOW 
PLEASE LET ME KNOW 
ITS V URGENT 
#patna #OxygenCylinders #sos","[{'text': 'patna', 'indices': [80, 86]}, {'text': 'OxygenCylinders', 'indices': [87, 103]}, {'text': 'sos', 'indices': [104, 108]}]"
Teacher_Kuldeep,"Teacher,  nationalist,  Proud Hindu,  Proud Hindustani","New Delhi, India",184,617,39669,2016-11-24 07:14:17,2021-04-30 03:18:34,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
Luckyra15551987,DHF 🅰️🅰️ 😍😍😍🥰🥳💥,"Kurnool, India",539,607,65598,2020-08-13 05:48:29,2021-04-30 03:17:49,60,"Plasma donor required for Covid patient .
#PlasmaDonor
#BloodMatters #COVIDEmergency #verified @CovidPlasmaIn @BloodDonorWorld @hydblooddonors @BloodAid @BloodDonorsIn  @apblooddonors @WeAreHyderabad @Bloodpointorg  @HiHyderabad @OnePlus_IN @royalenfield https://t.co/bZGHT26U9y","[{'text': 'PlasmaDonor', 'indices': [58, 70]}, {'text': 'BloodMatters', 'indices': [71, 84]}, {'text': 'COVIDEmergency', 'indices': [85, 100]}, {'text': 'verified', 'indices': [101, 110]}]"
resource_botIN,"Retweeting tweets that list or mention resources and contacts for people in India. Check the timeline for resources.
Created by: @mayurtheboi",India,1,374,17013,2021-04-19 07:55:24,2021-04-30 03:17:49,3,"Oxygen Available.

Verified : 4:49 AM 30th Apr

Salasar Gases 
Khasra no. 154/383, Vill pooth khurd Delhi- 110039
Supp add- B-6/59, sec-5 Rohini, Delhi- 110085.

#oxygen #Covid19IndiaHelp #COVIDEmergency2021 #OxygenCylinders #OxygenRefill #CovidResources #Oxygensupply",[]
simrankawalia,"Chaotic collection.
#FarmersProtest",India,129,13,1974,2017-09-23 22:25:08,2021-04-30 03:17:22,39,"Srinivasa Avare,
For Covid19 patient , #PlasmaDonor needed
URGENT. 🙏 @srinivasiyc
Patient name: chandur Shyam sundar Rao 
Age: 58 years
Ravindra hospitals, chaitanyapuri 
O+ plasma therapy
Contact number: 
9014124501
9059544844
#HyderabadSOS","[{'text': 'PlasmaDonor', 'indices': [53, 65]}]"
SaddamSamsadINC,"Congress Incharge in Assembly election Rajasthan 2018 & Maharashtra 2019 .

Tweets R my personal Rt & like means not Endorsment .","Jaunpur,  Jaipur ,India",337,4295,124665,2015-11-01 13:26:44,2021-04-30 03:17:18,71,"#PlasmaRequirement
Name - Kanchana Singh Sapna samadhiya , pregnant,  Age 27
O+ plazma 
89 on oxygen
Admitted in Laxman Seth hospital 
Mobile - 6388825729 (Mayank Sharma) Jhansi.
Please help @srinivasiyc @sosiyc 
@SupriyaShrinate @sushant_says 
@TeamSaath","[{'text': 'PlasmaRequirement', 'indices': [13, 31]}]"
Surendratarak16,"Mobile Editor~`🤳

Die_hard_Fan_of_ @tarak9999
_.    -.       _.     -.        _.      -.        _. 

Backup ID. - @surendraNTR9",,1748,1535,38922,2019-10-07 17:30:50,2021-04-30 03:17:15,367,"Need #PlasmaDonor 

#Vizag #COVID19 #COVID19Vizag #COVID19HelpVizag #COVIDEmergency https://t.co/R295cbOeJl","[{'text': 'PlasmaDonor', 'indices': [23, 35]}, {'text': 'Vizag', 'indices': [38, 44]}, {'text': 'COVID19', 'indices': [45, 53]}, {'text': 'COVID19Vizag', 'indices': [54, 67]}, {'text': 'COVID19HelpVizag', 'indices': [68, 85]}, {'text': 'COVIDEmergency', 'indices': [86, 101]}]"
abhinav_k316,पेशे से तो वक़ील हूँ लेकिन मेरे शौक़ वकालत से काफ़ी आगे हैं...बात करने के लिए बे आबरू हैं।,"Gurgaon, India",4628,1397,14253,2010-05-10 10:56:01,2021-04-30 03:16:58,5,"Update - #ICUBed Available in Patna 
What: ICU Beds
Where: Shri Ram Referral Hospital, Basawan Park, Boring Road. 
Phone Number: 9431456338, 0612 – 2542338
Verified: 8:05 A.M., today

Kindly Amplify! 

#HelpBihar #Patna #COVID19India 

@Shubhrastha @RajatSethi86 @CovidSahyog","[{'text': 'ICUBed', 'indices': [30, 37]}]"
_siddhant7,"19 | CSE Student | 
                                  
                                                Verified covid leads 👇🏻","नवी मुंबई, भारत",144,149,2383,2020-07-12 12:44:34,2021-04-30 03:16:53,9,"Robust? 
Robust: that we don't have enough #OxygenCylinders, Oxygen support bed, ICU, Ventilator, Hospital doesn't have life saving drugs (claimed to be)

These people should be put in trial for being in DENIAL. #COVID19India
What a SHAME. https://t.co/HuLsmLkOYD","[{'text': 'OxygenCylinders', 'indices': [62, 78]}]"
VinitaTalreja,Simple. Fun Loving. Cricket Fanatic. Engineering Student.,United States,198,84,247,2011-11-04 10:31:35,2021-04-30 03:16:40,3,"Oxygen Available.

Verified : 4:49 AM 30th Apr

Salasar Gases 
Khasra no. 154/383, Vill pooth khurd Delhi- 110039
Supp add- B-6/59, sec-5 Rohini, Delhi- 110085.

#oxygen #Covid19IndiaHelp #COVIDEmergency2021 #OxygenCylinders #OxygenRefill #CovidResources #Oxygensupply",[]
SunnyNTR5,NTR die hard fan😎 MSD CULT😎 #NTRTwitter #JaiTelangana✊,Hyderabad,1496,977,84770,2019-04-01 03:13:44,2021-04-30 03:16:32,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
NikhilSingh1394,Hotelier turned Digital Marketer | Avid Traveller,"Bengaluru, India",121,15,56,2020-01-21 21:23:57,2021-04-30 03:16:30,1,"These are the contact details of all Oxygen Suppliers of Paschim Bardhman district.
You can contact them.
.
.
#CovidResources #COVID19 #Asansol #Bengal #durgapur #WestBengal #OxygenCylinders https://t.co/NaDu1M134q",[]
MATraderz,"MA/PA/Harmonics - Learner
https://t.co/2n0vYLpLWB
Upstox Referral: https://t.co/O9yClRnhcI…
Levels will be updated before pre-market open ...👍","Vishakhapatnam, India",36,216,3012,2017-05-05 02:29:00,2021-04-30 03:16:10,0,"#OxygenShortage 
#OxygenCylinders 

Verified✅ https://t.co/GVF4TVskDu","[{'text': 'OxygenShortage', 'indices': [0, 15]}, {'text': 'OxygenCylinders', 'indices': [17, 33]}]"
IrfanSh42018955,,,90,9,662,2021-03-11 18:08:35,2021-04-30 03:16:00,39,"Srinivasa Avare,
For Covid19 patient , #PlasmaDonor needed
URGENT. 🙏 @srinivasiyc
Patient name: chandur Shyam sundar Rao 
Age: 58 years
Ravindra hospitals, chaitanyapuri 
O+ plasma therapy
Contact number: 
9014124501
9059544844
#HyderabadSOS","[{'text': 'PlasmaDonor', 'indices': [53, 65]}]"
Deepika_Dittu,Trying to fit in the world of twitteratis!,The Great India,148,33,1927,2010-11-25 11:49:56,2021-04-30 03:15:57,39,"Srinivasa Avare,
For Covid19 patient , #PlasmaDonor needed
URGENT. 🙏 @srinivasiyc
Patient name: chandur Shyam sundar Rao 
Age: 58 years
Ravindra hospitals, chaitanyapuri 
O+ plasma therapy
Contact number: 
9014124501
9059544844
#HyderabadSOS","[{'text': 'PlasmaDonor', 'indices': [53, 65]}]"
ShayniDhar,#Riansh #Rrahel #perfect,,20,43,4275,2021-01-02 14:15:35,2021-04-30 03:15:50,36,"Please help!!!!

#COVID19
#COVIDEmergency
#CovidIndia
#Plasma
#PlasmaRequirement
#Kanpur

#IshqMeinMarjawan2
P.S. Using the show's tag as it's urgent.. please amplify https://t.co/sQ4idWzehD","[{'text': 'COVID19', 'indices': [35, 43]}, {'text': 'COVIDEmergency', 'indices': [44, 59]}, {'text': 'CovidIndia', 'indices': [60, 71]}, {'text': 'Plasma', 'indices': [72, 79]}, {'text': 'PlasmaRequirement', 'indices': [80, 98]}, {'text': 'Kanpur', 'indices': [99, 106]}, {'text': 'IshqMeinMarjawan2', 'indices': [108, 126]}]"
Yamutarak18,"#JrNTR | #MSD | #Ramsays | #TDP |

Nature lover💚🌱🌴🌦️","Andhrapradesh,India",248,3801,60750,2020-01-07 04:26:04,2021-04-30 03:15:45,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
akayspatil,,"Pune, Maharashtra",234,114,1474,2015-07-21 12:14:46,2021-04-30 03:15:41,53,"A friend's father tested needs O+ plasma. Please help. Any leads would be appreciate. #PlasmaDonor #COVIDEmergency #Help 
@heartwon @VRtrendfollower @sanstocktrader @itsmesabita @SOSSaviours @Mukeshspeaking @BloodDonorsIn @Thekalal https://t.co/CC3NlmVWN5","[{'text': 'PlasmaDonor', 'indices': [101, 113]}, {'text': 'COVIDEmergency', 'indices': [114, 129]}, {'text': 'Help', 'indices': [130, 135]}]"
Amiable_leo,"Outgoing introvert girl..Imperfect soul..Sprinkling a bit of magic..✨✨
PS:- Views are very personal 😎",,202,11,1459,2011-11-26 07:20:28,2021-04-30 03:15:26,1,"Urgently need #ICUBed in #Delhi for my relative.
Patient Name - Ayan Mawandia
Age- 21 yrs
Oxygen level is dropping - currently it's 85
Covid positive.
Situation is critical.
Urgent help required.
Pls amplify.
@RahulGandhi @GauravAgrawaal @srinivasiyc @yogitabhayana","[{'text': 'ICUBed', 'indices': [14, 21]}, {'text': 'Delhi', 'indices': [25, 31]}]"
IndianfootballH,"Tweeting pictures, articles and facts about #IndianFootball history. I do not own copyrights to any of the pictures shared. Account run by @baggiholic",,57,3579,3702,2018-09-15 03:32:59,2021-04-30 03:15:13,18,"Please amplify so it may reach those needing this info FOR AFFECTED CHILDREN🙏🏼
 #OxygenCylinders #Oxygen #OxygenEmergency #OxygenCrisis #DelhiNCR #IndiaFightsCOVID19 #Covid19IndiaHelp     #COVIDEmergency #Childrights #IndiaNeedsOxygen  #CovidResources  #OxygenConcentrator #Delhi https://t.co/NqjhlHcGB7","[{'text': 'OxygenCylinders', 'indices': [100, 116]}, {'text': 'Oxygen', 'indices': [117, 124]}]"
HSS20596292,,,16,0,3,2020-09-28 04:24:11,2021-04-30 03:15:09,0,#PlasmaDonor Urgent Need for plasma donor. B+ at Bangalore. Contact 8431064679. Thank you.,"[{'text': 'PlasmaDonor', 'indices': [0, 12]}]"
TarunGakhar16,ਕਿਸਾਨ ਮਜ਼ਦੂਰ ਏਕਤਾ ਜ਼ਿੰਦਾਬਾਦ🚜 @ishehnaaz_gill #SiyaSquad 💖 @diljitdosanjh,Punjab,756,1058,31792,2017-06-14 11:42:58,2021-04-30 03:15:04,50,Please help with oxygen cylinder. #SOSDelhi #CovidResources #OxygenCylinders https://t.co/F0UpxCXvyf,"[{'text': 'SOSDelhi', 'indices': [49, 58]}, {'text': 'CovidResources', 'indices': [59, 74]}, {'text': 'OxygenCylinders', 'indices': [75, 91]}]"
Slacktivist_INC,"Believes in Secular & Gandhian values. @INCIndia Supporter. RTs not Endorsement.
💯% Follow back to all INC supporters.","Trivandrum, India",1061,733,44196,2016-11-07 16:09:19,2021-04-30 03:15:00,16,"Never Visited a hospital to see what’s happening in the ground? 
Never visited a family which lost its breadwinner.
Never visited #crematoriums to see how many bodies are waiting? 
Never visited a family which need #OxygenCylinders .
Never stepped out of 7 RCR 🤦🏻 https://t.co/8N2Mc3f0Hb",[]
NewsMobileIndia,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,India,93,16847,175466,2013-12-26 08:20:23,2021-04-30 03:14:31,0,"Thank our EU partner #Romania for their support with consignment containing 80 #oxygenconcentrators and 75 #oxygencylinders: @MEAIndia Official Spokesperson, Ministry of External Affairs (MEA) 

@eoiromania https://t.co/3ygdari31X","[{'text': 'Romania', 'indices': [21, 29]}, {'text': 'oxygenconcentrators', 'indices': [79, 99]}, {'text': 'oxygencylinders', 'indices': [107, 123]}]"
Aap_Ka_Sachu,,,3936,784,27953,2016-03-18 14:34:04,2021-04-30 03:14:29,21,"Rahul Mehra arguing for Delhi Government gives status of oxygen demand and supply before the Delhi High Court

#DelhiHighCourt #TusharMehta #OxygenShortage #OxygenCylinders #DelhiNCR @TheRahulMehra https://t.co/BuaRwOEbDi https://t.co/Gtu2w62Ee8",[]
Aap_Ka_Sachu,,,3936,784,27953,2016-03-18 14:34:04,2021-04-30 03:14:21,12,"Delhi Govt and PSA plants for oxygen generation

#DelhiHighCourt #TusharMehta #OxygenShortage #OxygenCylinders #DelhiNCR @TheRahulMehra https://t.co/JbkTn9qc8h https://t.co/mMWpw9KeX6","[{'text': 'DelhiHighCourt', 'indices': [66, 81]}, {'text': 'TusharMehta', 'indices': [82, 94]}, {'text': 'OxygenShortage', 'indices': [95, 110]}, {'text': 'OxygenCylinders', 'indices': [111, 127]}, {'text': 'DelhiNCR', 'indices': [128, 137]}]"
resource_botIN,"Retweeting tweets that list or mention resources and contacts for people in India. Check the timeline for resources.
Created by: @mayurtheboi",India,1,374,17013,2021-04-19 07:55:24,2021-04-30 03:14:12,1,"Tweeps, posting this on behalf of a close friend’s sister. Urgently required #Remdesivir and #ICUBed in #Noida. Please tag the accounts who can spread this better and/or comment. I will pass all the information along. 

#Noidacovid #IndiaCovidCrisis #IndiaFightsCoronaTogether https://t.co/FMFvlEVLf4","[{'text': 'Remdesivir', 'indices': [98, 109]}, {'text': 'ICUBed', 'indices': [114, 121]}, {'text': 'Noida', 'indices': [125, 131]}]"
mukeshshah29,"Google Local Guide
मौज में मेरी खोज 🕺
मोदी ✊ ✊ ✊ 🇮🇳 🇮🇳 ✊ ✊ ✊","New Jersey, USA",4997,1651,68833,2013-03-28 14:52:21,2021-04-30 03:13:54,547,"Plasma donors in Agra

Please help

#Plasmadonor needed #Agra 

B+ve, Pls contact 
Prateek - 88268 94598","[{'text': 'Plasmadonor', 'indices': [57, 69]}, {'text': 'Agra', 'indices': [77, 82]}]"
shreya120384,"“My good opinion once lost, is lost forever.”",,82,97,10240,2020-02-26 05:16:12,2021-04-30 03:13:54,11,"Urgent A+ Plasma Donor Required. 

Patient name :gulshan gupta

Age : 54

Blood group: A+

Hospital name : agarsen dwarka DELHI 

Attendant : neha gupta( daughter)
                     9785001170
#CovidResources #PlasmaDonor #PlasmaRequirement @RanaAyyub @ArvindKejriwal",[]
ThirupathiINC,💖🕉️नमःशिवाय💖🕉️जय श्रीराम💖जय हिंद🇮🇳💖जय दलित🇮🇳💖South Indian🇮🇳Vegetarian💖Pet Lover💖🇮🇳Social Media🇮🇳WithRG💖@Sahil_RG,सारे जहां से अच्छा हिंदुस्तान,102,335,130418,2019-04-16 15:38:46,2021-04-30 03:13:29,16,"Never Visited a hospital to see what’s happening in the ground? 
Never visited a family which lost its breadwinner.
Never visited #crematoriums to see how many bodies are waiting? 
Never visited a family which need #OxygenCylinders .
Never stepped out of 7 RCR 🤦🏻 https://t.co/8N2Mc3f0Hb",[]
GuruRCMSD,RAM CHARAN ❤ | MSD 🏏 | SIR Ravindra Jadeja 🙏 | Mahesh Babu 🔥 | Pawan Kalyan Follower 👣 | Shardul Anna Devotee 😎,"Andhra Pradesh, India",1252,830,25078,2017-12-03 05:18:33,2021-04-30 03:13:21,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
phyecon1,"Trying to see beliefs,reality,differences between them,their interplay & consequences (rts dont mean agreement) I can be wrong.AGI rights activist.Transhumanist",,2644,266,46722,2019-01-30 17:16:22,2021-04-30 03:13:08,12,"#Noidacovid #PlasmaDonor 
@RajarshitaS
@CAtLarge
@PrakshalP
@DillikiBiili
@RadhikaSood121
@nakulvibhor

O+ plasma needed

One of my best frnd lost his mom n dad. Sister ki halat critical hai 

Patient sangeeta tyagi
Hospital - Yatharth Hospital, Noida
Neha 9654552988","[{'text': 'Noidacovid', 'indices': [18, 29]}, {'text': 'PlasmaDonor', 'indices': [30, 42]}]"
TarakChandh,"@tarak9999 @SsRajamouli for life😍😘 | Also Likes @Alluarjun🖤| Publicity Designer 💻 | Photography 📸 |
@PictorialDesign 🤩","Chittoor, India",30,6531,17963,2017-07-22 08:45:54,2021-04-30 03:13:04,341,REQUIREMENT - #Warangal #OxygenCylinders #COVIDEmergency https://t.co/XpNk1sVxp1,"[{'text': 'Warangal', 'indices': [28, 37]}, {'text': 'OxygenCylinders', 'indices': [38, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
moinaksg,I tweet in Bengali English Urdu. The subcontinent deserves much better. Bengali. Fish. Football. Secular & Centrist #TWD #StrangerThings fan!  Hate bigotry !,,1207,2212,66849,2013-03-01 21:11:06,2021-04-30 03:12:46,232,We are out of #OxygenRefill and our van has been waiting for over 20 hours to refill our #OxygenCylinders . Even our emergency #Oxygen had to be given to Ambulances that came to take #Oxygen for Delhi. Getting several warning calls from Hospitals now. It will be long night!!,"[{'text': 'OxygenRefill', 'indices': [28, 41]}, {'text': 'OxygenCylinders', 'indices': [103, 119]}]"
TarakChandh,"@tarak9999 @SsRajamouli for life😍😘 | Also Likes @Alluarjun🖤| Publicity Designer 💻 | Photography 📸 |
@PictorialDesign 🤩","Chittoor, India",30,6531,17963,2017-07-22 08:45:54,2021-04-30 03:12:43,240,REQUIREMENT - #OxygenCylinders #Warangal #COVIDEmergency https://t.co/6yev7u2Nt1,"[{'text': 'OxygenCylinders', 'indices': [28, 44]}, {'text': 'Warangal', 'indices': [45, 54]}, {'text': 'COVIDEmergency', 'indices': [55, 70]}]"
