username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
findthecolors,2021-05-05 18:02:29,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@prakashashok4 People might be posting here about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 17:56:25,plasma,AVAILABLE,NA,[],['Chennai'],"@MitanshAggarwal Check if there are people who are making calls and checking for availability of plasma in Chennai:

- https://t.co/YtHUO1Tiu2 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 17:51:07,other,AVAILABLE,NA,[],['Chennai'],"@AdhityaTharun Check if there are people who are making calls and checking for availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 17:49:07,other,AVAILABLE,NA,[],['Chennai'],"@AdhityaTharun Please look here for people posting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 17:32:56,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@gunjan2604kumar You can check here if people are posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
swatisagi14,2021-05-05 17:13:40,other,NEED,NA,[],['Chennai'],"@covid_army  Need ventilator support at Stanley Hospital, Chennai. #verified 12:10 pm 
Patient is very critical"
findthecolors,2021-05-05 16:44:09,other,AVAILABLE,NA,[],['Chennai'],"@sainathk7 Some good people are posting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 16:34:39,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@_hoetato Please look here for people posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
notorious_ocene,2021-05-05 16:06:40,oxygen,AVAILABLE,NA,['9940053661'],['Chennai'],"#COVID #verified  #Chennai #Oxygen
Contact: 9940053661
Service Available: Oxygen
City: Chennai
Bharat Oxygen; only Refilling of oxygen cylinders; doctor's prescription required
Verified on:  4 May 08:14 pm

RT for reach"
findthecolors,2021-05-05 15:54:26,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@sritejagarapati Please look here for people posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
zreenidhi,2021-05-05 15:32:35,other,UNKNOWN,NA,[],['Chennai'],"HELP CHENNAI BREATHE. This is a verified trusted source raising funds for O2 cylinders, O2 concentrators, and other medical and safety equipment in the next EIGHT DAYS. Please consider donating or volunteering or both. 
Please amplify

https://t.co/pes0S3kEZZ"
findthecolors,2021-05-05 15:32:31,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@Neil_1812 Check if there are people who are making calls and checking for availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 15:19:31,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@hubert_juliana You can check here if people are posting about availability of icu in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
foreverunited24,2021-05-05 15:16:38,other,NEED,NA,"['40\n 95001416', '9940424562']",['Chennai'],"#BedRequest #Chennai
Patient Name: Ranganathan
Age:50
Gender:Male
RT-PCR Report(latest): positive
spO2 level:40
 9500141644/9940424562
Type of bed required/recommended by doc: Ventilator bed
Searching bed from:5/5/2021
PLS DM WITH VERIFIED LEADS"
findthecolors,2021-05-05 15:15:44,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Nithya136 You can check here if people are posting about availability of icu in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 14:27:47,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@flipbitigibbit Please look here for people posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 13:49:49,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@maha0302 Check if there are people who are making calls and checking for availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 13:45:56,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@maha0302 Please look here for people posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 11:35:18,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@its_hanuman Please look here for people posting about availability of icu, bed in Chennai:

- https://t.co/gCBLQdCRDX 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 11:28:12,oxygen,AVAILABLE,NA,[],['Chennai'],"@hariharan_cool Some good people are posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9O0O1o 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 10:55:09,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@justruinit There are people who are making calls and checking for availability of icu, bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Rx_Nithin_Ans,2021-05-05 10:36:35,oxygen,AVAILABLE,NA,['9500032230'],['Chennai'],"Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm #SOSChennai #BedsForTN #OxygenBeds #CovidResources"
br_akshaya,2021-05-05 10:06:04,oxygen,UNKNOWN,NA,[],['Chennai'],"My friends and I made this sheet for covid resources in #Chennai for the benefit of my grandma who got sick. Bear in mind that they are not personally verified yet. Contains leads for #Remdesivir #oxygen and some helpline numbers:
https://t.co/R6vad19uDi"
findthecolors,2021-05-05 09:56:54,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@thayir_saadham Please look here for people posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 09:38:51,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@_Noob_Senpai_ Look at other people tweeting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 09:37:15,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@AadhiRanjith7 Look at other people tweeting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 09:36:33,oxygen,AVAILABLE,NA,[],['Chennai'],"@AadhiRanjith7 There are people who are making calls and checking for availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9O0O1o 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 09:30:57,oxygen,AVAILABLE,NA,[],['Chennai'],"@adayaaranee Look at other people tweeting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9O0O1o 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 09:26:09,other,AVAILABLE,NA,[],['Chennai'],"@crispyraja Look at other people tweeting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrzuaR 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
shekhawat2u,2021-05-05 09:19:07,plasma,AVAILABLE,NA,[],['Chennai'],"Hello, We have some blood donors and plasma donors available. #Chennai , #Pune , #Amritsar ,  #Raipur , #Kota , #Kannur #Verified #Covid19IndiaHelp #COVID19India #STPLInitiative comment or mail@ plasma.details.stpl@gmail.com"
maduraidurga,2021-05-05 09:07:09,oxygen,UNKNOWN,NA,['9677050803'],['Chennai'],"Anyone, looking for oxygen supplies for individual or for hospital in Chennai, pls call : 9677050803
#verified 05-05-2021"
shushhmajaffer,2021-05-05 09:05:19,ICU Bed,AVAILABLE,NA,[],['Chennai'],"I'm zoya just I verified 
If anyone want icu beds just contact them after 4 days beds r available n ashara hospital #chennai  contact kare aur book kare 

#COVIDEmergency #CovidIndia #COVID19India https://t.co/roVOS6CPz4"
findthecolors,2021-05-05 09:00:09,other,AVAILABLE,NA,[],['Chennai'],"@BlkorWht_NoGrey Some good people are posting about availability of bed in Chennai:

- https://t.co/gCBLQdUsvv 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
mkpNAVEENCons,2021-05-05 08:38:51,oxygen,UNKNOWN,NA,[],['Chennai'],"Tamilnadu ALERT. Resources verified details shared via @sreyatater_ on Instagram.
From REMDESIVIR, Oxygen, hospital beds to other helpline numbers, here is a list of contact numbers for Chennai and Tamilnadu. Check this thread.
#CoronasecondwaveinIndia #resources #consultations"
findthecolors,2021-05-05 08:38:37,plasma,AVAILABLE,NA,[],['Chennai'],"@notharshitha You can check here if people are posting about availability of plasma in Chennai:

- https://t.co/YtHUO1Tiu2 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 08:23:58,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@randakarandaka Some good people are posting about availability of icu, ventilator, bed in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
SayedShadabFar1,2021-05-05 07:48:31,oxygen,AVAILABLE,NA,[],['Chennai'],"#oxygen #beds available at Panimalar hospital in #chennai 
            
 #verified at 1:50 PM, May 2                       

FOLLOWING LEADS VERIFIED EARLIER THAN A DAY MAY BE REDUNDANT"
analyticfanatic,2021-05-05 07:31:53,other,NEED,NA,[],['Chennai'],"@Raghunandhanan_ verified chennai (ventilator OR ventilators) -""not verified"" -""unverified"" -""needed"" -""need"" -""needs"" -""required"" -""require"" -""requires"" -""requirement"" -""requirements""

Try pasting this in your Twitter search. Hopefully you'll get some leads."
findthecolors,2021-05-05 07:13:21,plasma,AVAILABLE,NA,[],['Chennai'],"@notharshitha Please look here for people posting about availability of plasma in Chennai:

- https://t.co/YtHUO1Tiu2 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-05 07:06:53,oxygen,AVAILABLE,['O \n-'],[],['Chennai'],"@manisha03isha You can check here if people are posting about availability of bed, oxygen in Chennai:

- https://t.co/dyQJ9NJcCO 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
ramu1436,2021-05-05 07:03:39,oxygen,NEED,NA,[],['Chennai'],"URGENT: Need an oxygen bed for a friend in Chennai, SPO2 is currently 85.

Please send verified leads."
findthecolors,2021-05-05 06:26:36,other,AVAILABLE,NA,[],['Chennai'],"@vishalvenkat46 Some good people are posting about availability of bed, ventilator in Chennai:

- https://t.co/FPLvLrR52p 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Pratyushjha__,2021-05-05 06:23:55,oxygen,AVAILABLE,NA,[],['Chennai'],"#Beds4TN 
#Chennai
#BedsAvailable
#CovidHelp
#COVIDEmergencyIndia

Kpp hospital 
Kovilambakkam

Inbam hospital 
Pallikaranai

Balaji Medical College, Chrompet.. They are opening 80 oxygen beds today. Verified 
Have O2 Beds
Verified yesterday"
findthecolors,2021-05-05 04:43:28,other,AVAILABLE,NA,[],['Chennai'],"@nooffensedear Please look here for people posting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
SwathiVSharma08,2021-05-05 04:39:00,ICU Bed,NEED,NA,['7904140011'],"['Bangalore', 'Chennai']","@Tejasvi_Surya #SOSBangalore  Sharon Smith from chennai... ""My dad Nigel Smith Age 67 is a cancer paitent and covid postive he is at mediscope hospital lingarajapuram Bangalore I need an icu bed I can't afford a private hospital pls help me 7904140011""
I have verified contact"
yohanmaduranga5,2021-05-05 04:32:48,oxygen,AVAILABLE,NA,"['0442374070', '0442374358', '7299991134', '9094001166', '7299991135', '0442374358']",['Chennai'],"#TamilNadu #Oxygen 

Chennai , Tamil Nadu

T N Oxygen Pvt Ltd (Only oxygen refill available.)
Contact numbers: 04423740707 ,  04423743582, 7299991134 , 9094001166 , 7299991135

(We only contacted 04423743582 and reached them successfully)

Verified at 3.59 pm

#ICLUVerifies"
findthecolors,2021-05-05 02:48:26,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Aloksin70770819 There are people who are making calls and checking for availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
LaTonyaTeaches,2021-05-05 02:44:12,ICU Bed,NEED,NA,[],['Chennai'],"#Chennai Twitter family, I have multiple requests for folks looking for ICU beds in Chennai! Their families are running around searching for beds! Any verified leads, contacts or help would be appreciated. Please DM!

Sharing one such request below that needs urgent help: https://t.co/TQCo6RWxbd"
morbidlygay1,2021-05-05 02:39:45,oxygen,AVAILABLE,NA,[],"['Mumbai', 'Chennai']","Rather than calling any fake number , keep eye on this sites for #OxygenConcentrators at any location in India.

5) https://t.co/glStTmazoF 

#OxygenEmergency #available #OxygenCrisis #concentrator #verified #mumbai #pune #chennai #Kolkata"
findthecolors,2021-05-05 02:35:12,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@hobimanchurian You can check here if people are posting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Vygha,2021-05-05 02:23:01,oxygen,UNKNOWN,NA,[],['Chennai'],"Chennai - My colleague who tested Covid + has been in hospital since a week, but her oxygen levels are not improving. Hospital has told to shift her to another hospital with ECMO facility. Any verified leads for getting  a ICU bed with ECMO facility?? #CovidHelp @ChennaiCares"
findthecolors,2021-05-05 01:57:49,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@anandsiva Look at other people tweeting about availability of icu in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 19:53:28,oxygen,AVAILABLE,NA,[],['Chennai'],"@Aggubalaji1 Check if there are people who are making calls and checking for availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 19:18:04,oxygen,AVAILABLE,NA,[],['Chennai'],"@harshini_sri Look at other people tweeting about availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdtB4Q 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 19:07:41,oxygen,AVAILABLE,NA,[],['Chennai'],"@harshini_sri Check if there are people who are making calls and checking for availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdtB4Q 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Noble_Batman,2021-05-04 17:36:14,oxygen,UNKNOWN,NA,[],['Chennai'],"From a verified contact in #northchennai , the patient's family has been looking for bed taking the patient along with the oxygen cylinder. Kindly let @stephen141313 know if there is any lead #Chennai #COVIDSecondWaveInIndia #DMK4TN #CovidHelp https://t.co/3CZokEHSCz"
vijayb30,2021-05-04 17:22:28,oxygen,UNKNOWN,NA,[],['Chennai'],"@ChennaiCares any site/resource to check for verified leads for oxygen concentrators? Any info would help, thanks 
#TNFightsCorona #chennaicovid #chennai #OxygenConcentrator"
myndfully,2021-05-04 17:12:54,oxygen,UNKNOWN,NA,[],['Chennai'],Verified &amp; updated by @CHNvolunteer : List of #Oxygen suppliers in #TamilNadu Please RT. @rahulbiddappa @shonalim @nikhilchinapa @Vinivixen @myndfully #Chennai #coimbatore #OxygenCylinders #CovidResources #Covid https://t.co/x21Z5gqcZd
findthecolors,2021-05-04 17:02:35,other,AVAILABLE,NA,[],['Chennai'],"@chillpanumappi Please look here for people posting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 16:52:52,oxygen,AVAILABLE,NA,[],['Chennai'],"@ahilashdc Some good people are posting about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
SatuVignesh2903,2021-05-04 16:44:47,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","@anirban_as Hyderabad, Chennai, Mumbai, Delhi, Banglore, kolkata
Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city)
Last Verified @ 03/05/21, 9:57 AM"
findthecolors,2021-05-04 16:13:56,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@TheSachinR Look at other people tweeting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 16:11:39,oxygen,AVAILABLE,NA,[],['Chennai'],"@satyakijeethogi Look at other people tweeting about availability of oxygen in Chennai:

- https://t.co/GocxwVvnOJ 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
iHaripriyan,2021-05-04 15:42:35,oxygen,UNKNOWN,NA,"['9840149944', '9840666693', '9710324593']",['Chennai'],"Covid facility with eminent physicians Dr.Chandrasekar HOD Stanley ,part of COVID committee of Tamilnadu,a team of intensivists who are part of Apollo have Oxygen beds contact  on 9840149944 or Dr.S.Balaji 9840666693/9710324593 for assistance 
Verified 04/05/2021 8:46 pm chennai"
lakshmikar,2021-05-04 15:27:08,other,AVAILABLE,NA,['9500032230'],['Chennai'],"@ramblingchennai @ChennaiCares @frostdeeds @NadjaNadika @pepsiwithastraw This just popped up:
Be well hospital, Chennai has 35 0xygen bed Available Contact num : 9500032230 Personally verified and you can call confirm"
findthecolors,2021-05-04 15:24:01,oxygen,AVAILABLE,NA,[],['Chennai'],"@santu26 People might be posting here about availability of oxygen in Chennai:

- https://t.co/GocxwVMYGh 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
fathimaaom92,2021-05-04 15:20:32,oxygen,AVAILABLE,NA,['9500032230'],['Chennai'],"@theabishekkumar Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources"
fathimaaom92,2021-05-04 15:19:54,oxygen,AVAILABLE,NA,['9500032230'],['Chennai'],"@itisprashanth Be well hospital, Chennai has
35 0xygen bed Available
Contact num : 9500032230
Personally verified and you can call confirm

 #SOSChennai #BedsForTN #OxygenBeds #CovidResources"
findthecolors,2021-05-04 15:16:11,other,AVAILABLE,NA,[],['Chennai'],"@Sucheritha_ You can check here if people are posting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 14:37:38,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@balaji_88 You can check here if people are posting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
vedhika_army,2021-05-04 14:36:15,oxygen,UNKNOWN,NA,['9842115123'],['Chennai'],"Iswarya Women's Hospital and Fertility Centre, Kilpauk
9842115123.

they have oxygen beds

Again WhatsApp your patient details along with CT report 

~Verified

#Chennai #SOSchennai #COVIDHelpIndia #BedsForTN #OxygenSOS"
findthecolors,2021-05-04 13:58:09,other,AVAILABLE,NA,[],['Chennai'],"@khadar_gani Please look here for people posting about availability of bed, ventilator in Chennai:

- https://t.co/3BTd3blD3S 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 13:50:52,oxygen,AVAILABLE,NA,[],['Chennai'],"@JudithKeerthi Check if there are people who are making calls and checking for availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdtB4Q 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Mohika68102154,2021-05-04 13:28:17,oxygen,UNKNOWN,NA,[],['Chennai'],"Oxygen providers  verified 👍

#TamilNadu  #Chennai https://t.co/FpvMTfBeMV"
findthecolors,2021-05-04 13:23:18,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@priyakonety Please look here for people posting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 13:08:56,other,AVAILABLE,NA,[],['Chennai'],"@itisprashanth There are people who are making calls and checking for availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Vishnu_it_is,2021-05-04 13:08:24,oxygen,AVAILABLE,NA,[],['Chennai'],"CHENNAI - Covid resources: THREAD

1/ Verified as on 26/4/21
OXYGEN BEDS available at 
Tagore medical college and hospital / Contact: 86100 60220

Sri Sathya Sai medical college &amp; RI / Contact: 98417 14877

2/ https://t.co/UFlDUxP7vs

3/ https://t.co/6kJwr4bxpz"
AaliyaKaunain,2021-05-04 12:12:38,oxygen,AVAILABLE,NA,[],['Chennai'],@ReddyTweetzzz @MaheshFanTrends @MBofficialTeam Any verified contact numbers available for Chennai? Need oxygen cylinder urgently. Please help
findthecolors,2021-05-04 10:39:12,other,AVAILABLE,NA,[],['Chennai'],"@Real_Greenhorn Look at other people tweeting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
resource_botIN,2021-05-04 10:10:01,oxygen,UNKNOWN,NA,[],"['Bangalore', 'Mumbai', 'Delhi', 'Chennai']","Use this bot for Beds, Oxygen, Plasma in any city. Latest verified numbers.

Just send ‘COVID’ to initiate.

https://t.co/ZlljRyd0v8

#CovidHelp #PlasmaDonors #Oxygen #HospitalBeds #Delhi #Mumbai #DelhiNCR #Bangalore #Pune #Lucknowcovid #Gurgaon #Ahmedabad #Chennai #Kolkata"
findthecolors,2021-05-04 10:08:01,oxygen,AVAILABLE,NA,[],['Chennai'],"@gauravch00 There are people who are making calls and checking for availability of oxygen in Chennai:

- https://t.co/GocxwVvnOJ 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 10:06:55,oxygen,AVAILABLE,NA,[],['Chennai'],"@SinghRaghav1912 You can check here if people are posting about availability of oxygen in Chennai:

- https://t.co/GocxwVvnOJ 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 10:04:14,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@nisha21312627 Look at other people tweeting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 10:00:38,oxygen,AVAILABLE,NA,[],['Chennai'],"@HARIHARANBP1 Check if there are people who are making calls and checking for availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdtB4Q 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 08:03:56,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Pratyushjha__ Please look here for people posting about availability of icu, bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 07:46:34,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Ondipuli_007 Please look here for people posting about availability of icu, bed in Chennai:

- https://t.co/05r6UutoHt 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 07:39:37,oxygen,AVAILABLE,NA,[],['Chennai'],"@reversepaddle There are people who are making calls and checking for availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdLctq 
- https://t.co/D5RfoRVVKU

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 07:26:14,oxygen,AVAILABLE,NA,[],['Chennai'],"@Mr_Sure Please look here for people posting about availability of oxygen, bed in Chennai:

- https://t.co/WGwnEdtB4Q 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 07:10:00,ICU Bed,AVAILABLE,NA,[],['Chennai'],"@Sinsinwati Check if there are people who are making calls and checking for availability of icu, tocilizumab in Chennai:

- https://t.co/NXeHptGFwj 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
iThatMatter,2021-05-04 07:08:10,other,NEED,NA,"['9841670214', '9791117937']",['Chennai'],"*Hospital bed required*
Bhavani 58F.attender- 9841670214 /9791117937-chennai/COVID+29april21/Spo2-89%4may21/No comorbs/not vaccinated
verified  by @theeyedoctorin at 11.14Am/04may21"
findthecolors,2021-05-04 06:47:40,other,AVAILABLE,NA,[],['Chennai'],"@Pratyushjha__ Look at other people tweeting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-04 06:43:39,other,AVAILABLE,NA,[],['Chennai'],"@Pratyushjha__ Some good people are posting about availability of bed in Chennai:

- https://t.co/05r6UuKZz1 
- https://t.co/D5RfoSdwCs

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
