username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
CovidFightersI1,2021-05-06 11:04:56,oxygen,UNKNOWN,NA,[],['Mumbai'],"VERIFIED SOURCE

Message: Oxygen cylinder in Mumbai
Contact: +91 90825 97161
Screenshot attached

This has been verified at the point of contact, kindly perform due diligence at your end

Screenshot: https://t.co/NtQyrUbYib

Posted at: 06-05-21 04:34 PM

#Verified"
CVDResourcesBot,2021-05-06 10:59:40,oxygen,AVAILABLE,NA,['9819101486'],['Mumbai'],"#Oxygen Sprays - #Mumbai 
Rs.530 per bottle 

Nilesh Bahal- Oxygen bottles available at Kandivali( Mumbai) 
Call - 9819101486 
One bottle per patient. 
Verified at 12:50 am 6th May

#COVID19 #Verified4India #SOSMumbai"
Anujalankar9,2021-05-06 10:59:29,oxygen,NEED,NA,[],['Mumbai'],"Need a bed in any Hospital in #Mumbai which has Bipap / NIV for a friend's Dad. He is 61 years, #COVID positive.
Kindly DM if you have verified leads. #HospitalBeds #COVIDEmergency #MahaCovid #OxygenBed #MumbaiCovid #Covid19IndiaHelp #CovidHelp #CovidResources @mybmc"
rouge_blues,2021-05-06 10:57:50,oxygen,UNKNOWN,NA,['918691027128'],['Mumbai'],"#verified #oxygencylinders #navimumbai #mumbai #oxygen #COVID19India #CovidHelpOnline 
Contact - +918691027128"
CVDResourcesBot,2021-05-06 10:57:01,oxygen,AVAILABLE,NA,[],['Mumbai'],"@advsumitsingh @GovindAgarwal_ @chinukofficial @shubhamVawasthi @SonuSood @SoodFoundation OxyMax brand oxygen concentrators of 5-liter available ltd qty. Can ship by Air on 11 May; Fill request form https://t.co/Dxstb6Tlhe; or Pre-Order it here https://t.co/yE9M0EAvVV International payment accepted, #Verified,#Mumbai,#Oxygen,#OxygenCrisis,#IndiaNeedsOxygenConcetrator"
Coronahelprt,2021-05-06 10:56:51,plasma,UNKNOWN,NA,[],['Mumbai'],"Defeated Covid ? Help someone by saving their life.

Donate Plasma!

#CovidResources #Verified 200+ people searched for donors on portal. #INDORE #Mumbai #Pune #raipur https://t.co/KD6JJVUpKe"
mamtaRa628,2021-05-06 10:55:06,oxygen,AVAILABLE,NA,['919769842024'],"['Mumbai', 'Thane']","#Oxygen #ICU #Beds #Mumbai #Thane #COVIDRELIEF

Oxygen and ICU Beds Available in #Thane #Mumbai
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU
beds with BiPAP ventilator support
Contact: +919769842024

#Verified at 6th May, 12:30 (forwarded lead)"
amanduhbuynes,2021-05-06 10:54:37,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Thane']","Provide oxygen Cylinders supplies all over Mumbai &amp; Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 Covid19IndiaHelp  COVIDIndiaSOS 
COVIDEmergencyIndia 
#Thane https://t.co/HzmeUEmM2q"
Mayurikhajuria,2021-05-06 10:53:43,oxygen,AVAILABLE,NA,['7557009279'],['Mumbai'],"#CovidVaccinea  available in #Mumbai
#Oxygen beds available
#Food free, medical equipments free, medicine less costly available*
Free of cost treatment*

Sandeep Pandey
7557009279
#Call now
Verified leads
#CovidResources #CovidIndia"
findthecolors,2021-05-06 10:50:21,plasma,AVAILABLE,NA,[],['Mumbai'],"@FaithinhopeH Look at other people tweeting about availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/3GSvNC7jvK"
MahaCovid_,2021-05-06 10:45:36,oxygen,AVAILABLE,NA,['9819150955'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝

#Mumbai
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM
@RetweetsMumbai
#MahaCovid #COVIDSecondWave"
MahaCovid_,2021-05-06 10:45:35,oxygen,AVAILABLE,NA,['9321580108'],['Mumbai'],"✅𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝 
#Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM
#MahaCovid"
MahaCovid_,2021-05-06 10:42:43,oxygen,AVAILABLE,NA,['9920204655'],['Mumbai'],"#COVID #verified  #Mumbai #Oxygen
Contact: Tarun
9920204655
Service Available: Oxygen
City: Mumbai
Oxygen Cylinders
Verified on:  27 April 10:01 pm
#COVIDEmergency2021 #CovidHelp #MahaCovid #covid19help #SOSMumbai"
MahaCovid_,2021-05-06 10:41:57,oxygen,UNKNOWN,NA,[],"['Bangalore', 'Mumbai', 'Delhi']","verified sources of oxygen in pune, mumbai, delhi, Kolkata, Bangalore, Lucknow. #CovidHelpOnline #MahaCovid #DelhiFightsCorona #bangalorecovid #KolkataCovidResources #Lucknowcovid https://t.co/NSdjGoCdVA"
iThatMatter,2021-05-06 10:33:38,other,AVAILABLE,NA,['9322665169'],['Mumbai'],"#Verified  #Mumbai #Beds
Contact: 9322665169
Service Available: Beds
City: Mumbai
Covid Care Centre of 125 bed to open in #MiraBhayandar,Tapovan School, Indralok from May 1.
Verified on:30th April 2:10 pm
#CovidHelp #COVIDEmergency2021"
Asimsquad137,2021-05-06 10:25:44,oxygen,AVAILABLE,NA,[],"['Mumbai', 'Thane']","#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa"
BABASNEAKYY,2021-05-06 10:21:47,oxygen,UNKNOWN,NA,['12345178991'],"['Mumbai', 'Delhi']","An AI based WhatsApp bot which gives verified leads for oxygen cylinders, hospital beds, plasma donors, and other help in real time. 
Whatsapp bot link : https://t.co/iv3kAocCaQ
Save +12345178991 and send COVID in WhatsApp. Oxygen plasma Delhi MUMBAI Lucknow pune Bihar
#Verified"
cpreigns_35,2021-05-06 10:18:39,oxygen,AVAILABLE,NA,"['7977703913', '9819298666']",['Mumbai'],"MUMBAI GOREGAON-West
Oxygen cylinders available
VEER Foundation!
Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
Last Verified @ 6/05/21 08:49 AM
Verified ✅👆🏻"
RamnareshShaky9,2021-05-06 09:57:38,oxygen,AVAILABLE,NA,['8169415636'],['Mumbai'],"#Verified
SOUTH MUMBAI/DADAR
Oxygen Cylinders Available

Name: Rohit
Phone: 8169415636
Location: Shree T.A.K.L. Jain Gyan Mandir trust, 6 gyan mandir road, opp. Sunshine heights, Dadar West, 
Mumbai-400028
Last verified @ 05/05/21, 5:10pm
#Mumbai #CovidHelpOnline #CovidResources"
_xxtulipxx_,2021-05-06 09:56:25,oxygen,AVAILABLE,NA,['7947463649'],['Mumbai'],"#Mumbai

#miraroad #Vasai #virar 

#Beds #Palghar #Bhayander 

#Verified 4/5/21 1:49 PM

Telephone: 7947463649
Param Hans Hospital Bhayander 

#OxygenBeds 
#ICUBed #available 

(#Admit after #patients conditions"
jackspa09980580,2021-05-06 09:46:50,oxygen,AVAILABLE,NA,['7977703913'],['Mumbai'],"#CovidInfoAlert
#Verified
#MUMBAI
#Oxygen cylinders available
VEER Foundation
Name: Dhaval Sanhvi (7977703913) 
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar Nagar, Goregaon west"
_urstrulymanni,2021-05-06 09:29:18,oxygen,AVAILABLE,NA,['8080833354'],['Mumbai'],"Oxygen beds and Normal beds available in #Mumbai 

Contact - 8080833354
Veena Multi speciality hospital, Andheri, Mumbai.

Verified; 12:30PM

#CovidResource #COVIDEmergency #COVIDEmergencyIndia #CovidIndia #Beds #OxygenBeds #Maharashtra https://t.co/qpeqNlthI9"
Devarsh09,2021-05-06 09:21:53,oxygen,AVAILABLE,NA,['7738410577'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Mumbai Colaba

Oxygen cylinders available

Red crescent society of india
( 8000 deposit and 6000 will be returned once you return the cylinder) 
Contact-7738410577
Address- G1, sushil building, A B road, colaba, mumbai-400005

Last verified @ 6/5/21 01:04 PM"
findthecolors,2021-05-06 09:21:27,plasma,AVAILABLE,NA,[],['Mumbai'],"@balbalajibala People might be posting here about availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/pjIoRt21J3"
lazymehta,2021-05-06 09:17:57,oxygen,AVAILABLE,NA,['9082597161'],['Mumbai'],"Oxygen cylinder available in Mumbai
Contact : 9082597161
Verified at 6:30pm 5 May
#MumbaiCovid 
DM for more resources 🙏"
Gauravyadav3275,2021-05-06 09:17:27,oxygen,AVAILABLE,NA,['6296424675'],['Mumbai'],"#CovidVaccinea  available in #Mumbai
#Oxygen beds available
#Food free, medical equipments free, medicine less costly available*
Free of cost treatment*

Rakesh jha
6296424675
#Call now
Verified leads
#CovidResources #CovidIndia https://t.co/4fqOnmYlFC"
findthecolors,2021-05-06 09:16:50,plasma,AVAILABLE,NA,[],['Mumbai'],"@painguin_ Look at other people tweeting about availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/FYXcp4U1KK"
Gauravyadav3275,2021-05-06 09:15:06,oxygen,AVAILABLE,NA,['919769842024'],"['Mumbai', 'Thane']","*#Oxygen* and *#ICUBeds* Available 

*Rohini Hospital* 
Area: #ThaneWest
Availability: *6 #OxygenBeds* and *2 ICU* beds with *BiPAP ventilator support* 
Contact: +919769842024

Verified - 06-05-2021

#Mumbai #CovidInfo #COVIDUpdates #CovidResources"
Tanmay_Br,2021-05-06 09:11:29,oxygen,UNKNOWN,NA,['7506399954'],['Mumbai'],"#CovidHelpOnline 

✅ #Verified
#Mumbai #COVIDSecondWave
Oxygen concentrator
Self shield / Iticede
Name: Nasir 
Phone: 7506399954
Location: Unit-B-139, Antophill Warehousing complex, V&gt;IT&gt; College Road, Wadala east, Mumbai 400037

Last Verified @ 6/05/21 11:13 AM"
OfficialEoni,2021-05-06 09:06:12,oxygen,AVAILABLE,NA,['919769842024'],"['Mumbai', 'Thane']","#Oxygen #ICU #Beds #Mumbai #Thane

*Oxygen and ICU Beds Available in #Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU
beds with BiPAP ventilator support
Contact: +919769842024

*Verified at 6th May, 2021 at 12:30 PM*
#COVID19 #CovidHelp"
iThatMatter,2021-05-06 09:05:11,oxygen,AVAILABLE,NA,['8668969184'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
PUNE
5 #OxygenBeds Available
20 Isolation Beds

Location : SP COVID Center Hinjewadi
Number : 8668969184
Verified 5/5/21, 6:01 PM
#punecovid #MahaCovid 
#COVID19 #Mumbai #MaharashtraFightsCorona"
findthecolors,2021-05-06 08:51:42,plasma,AVAILABLE,NA,[],['Mumbai'],"@gayatri_nikumbh People might be posting here about availability of plasma in Mumbai:

- https://t.co/66XZ1ietIR 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/mi8cZzT61f"
JenaD9389,2021-05-06 08:41:16,oxygen,AVAILABLE,NA,['7977703913'],['Mumbai'],"#CovidInfoAlert
#TeamIndiaVsCovid
#Verified
#MUMBAI
#Oxygen cylinders available
VEER Foundation
Name: Dhaval Sanhvi (7977703913) 
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar Nagar, Goregaon west,"
AlwaysMmader,2021-05-06 08:28:29,ICU Bed,UNKNOWN,NA,[],"['Bangalore', 'Mumbai', 'Delhi', 'Nagpur', 'Nashik']","HOME ICU (Mumbai, Pune, Nashik, Nagpur, Baroda, Delhi, Surat  Bangalore) Register yourself. 17K per day+ GST. 10 days package. Verified by me on April 28, 2021 at 14:14. @AshwiniDodani @Shayoneespeaks @TheOneHimanshu #CovidIndia #COVIDEmergency2021 

https://t.co/VLKJ3hmOSp"""
hukatronix,2021-05-06 08:07:54,oxygen,AVAILABLE,NA,['9819150955'],['Mumbai'],"Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107
#oxygen lead
Oxygen cylinders  available in #Mumbai
#Verified 
#Covid19IndiaHelp"
CVDResourcesBot,2021-05-06 08:01:47,oxygen,AVAILABLE,NA,['9321580108'],['Mumbai'],"#Verified
#Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM"
Anujalankar9,2021-05-06 08:00:25,oxygen,NEED,NA,[],['Mumbai'],"👉 Verified by me.

👉 DM if anyone needs oxygen cylinders in Mumbai. Valid till stocks last.

👉 Has to be picked up.

👉 ONLY for COVID patients.

👉 Refundable security deposit has to be given.

👉 Cylinder ""may"" not be charged otherwise.

👉 Retweet for wider reach."
covidVolunteer4,2021-05-06 07:54:07,plasma,UNKNOWN,NA,[],['Mumbai'],"Plasma donor blood banks in #Mumbai 
Also ward wise verified hospital bed and ambulances #PlasmaDonor https://t.co/NscMTT7MEZ"
findthecolors,2021-05-06 07:46:51,ICU Bed,AVAILABLE,NA,[],['Mumbai'],"@gauravch00 Please look here for people posting about availability of icu, bed in Mumbai:

- https://t.co/h7dIwZNZeI 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/MOpdiaDsLb"
K9PoonamTrends,2021-05-06 07:44:14,oxygen,AVAILABLE,NA,['7977703913'],['Mumbai'],"#CovidInfoAlert
#Verified
#MUMBAI
#Oxygen cylinders available
VEER Foundation
Name: Dhaval Sanhvi (7977703913) 
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar Nagar, Goregaon west,"
findthecolors,2021-05-06 07:41:22,ICU Bed,AVAILABLE,NA,[],['Mumbai'],"@saiduttt People might be posting here about availability of icu, bed in Mumbai:

- https://t.co/h7dIwZNZeI 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/uk8N0RljEk"
TheKaranDevraj,2021-05-06 07:39:43,oxygen,UNKNOWN,NA,['9930632066'],['Mumbai'],"NAVI MUMBAI- AIROLI

Oxygen Cylinder
Naman Enterprises

Name: Akash Savla
Phone: 9930632066    
Location: Airoli (Home delivery)

Last verified @ 06/05/21  12:08 AM"
TheKaranDevraj,2021-05-06 07:38:32,oxygen,AVAILABLE,NA,['9321580108'],['Mumbai'],"Mumbai
Oxygen cylinders available (free of cost) 

Near Simandhar Swami jinalaya
Ghatkopar
Contact- 9321580108
Address- chitranjan nagar ,co-operative society, Plot no. A/21-81, Rajawadi, Ghatkopar-E, Mumbai-400077
Last verified -6/5/21 12:55 PM"
ashimafdn,2021-05-06 07:38:02,oxygen,AVAILABLE,NA,['8879380143'],['Mumbai'],"Oxygen concentrator available 9ltr and 7ltr ready stock
Delivery = pan india delivery 48 hr
Can pick up from office also

Call=+91-8879380143

COMPANY - 
Indian Roar llp mumbai (trusted company) can search on Google 

Verified
@TataPower 
@ashimafdn"
yadibaber,2021-05-06 07:28:45,oxygen,UNKNOWN,NA,['7506399954'],['Mumbai'],"@Harshal_Tank @RetweetsMumbai #CovidHelpOnline 

✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Mumbai 

Oxygen concentrator
Self shield / Iticede
Name: Nasir 
Phone: 7506399954
Location: Unit-B-139, Antophill Warehousing complex, V&gt;IT&gt; College Road, Wadala east, Mumbai 400037

Last Verified @ 6/05/21 11:13 AM"
Deepikaramiset2,2021-05-06 07:27:07,oxygen,UNKNOWN,NA,[],['Mumbai'],"#Oxygen cylinders - #Mumbai 
Mumbai Rahmah Foundation
12 L, 5000/- deposit  and 500 filling 
96199 28189

Verified by other team of volunteers at 1am 6th May

Verified by another team of volunteers at 1am 6th May @7rahulc @Nameet @Saranyagop @awwwnchal @IndiaCovidRes"
AagyaaP,2021-05-06 07:26:45,oxygen,UNKNOWN,NA,['7506399954'],['Mumbai'],"#Oxygen concentrator
Self shield / Iticede
Name: Nasir 
Phone: 7506399954
Location: Unit-B-139, Antophill Warehousing complex, V&gt;IT&gt; College Road, Wadala east, #Mumbai 400037

Last Verified @ 6/05/21 11:13 AM
#COVIDUpdates #mumbaicovid #CovidResources"
RetweetsMumbai,2021-05-06 07:22:37,oxygen,AVAILABLE,NA,['9819150955'],['Mumbai'],"𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Mumbai #mumbaicovid #CovidResources
Kashimera
#Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM"
RetweetsMumbai,2021-05-06 07:14:18,oxygen,AVAILABLE,NA,[],['Mumbai'],#Oxygen available in #Mumbai and #Jhansi #Verified #CoronavirusIndia #COVIDEmergencyIndia #CovidIndia https://t.co/rZMTrB4fqj
khanrehanparvez,2021-05-06 07:06:29,oxygen,UNKNOWN,NA,['9930632066'],['Mumbai'],"NAVI MUMBAI- AIROLI

Oxygen Cylinder
Naman Enterprises

Name: Akash Savla
Phone: 9930632066    
Location: Airoli (Home delivery)
Again you verify
Last verified @ 06/05/21  12:08 AM"
khanrehanparvez,2021-05-06 07:05:49,oxygen,AVAILABLE,NA,['9819150955'],['Mumbai'],"Mumbai
Kashimera
Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM"
RetweetsMumbai,2021-05-06 07:02:09,oxygen,AVAILABLE,NA,['8888879957'],"['Mumbai', 'Nagpur']","#oxygen #concentrators available, 
Ready to deliver across #Mumbai, #Pune, #Vapi, #Nagpur.

By 8888879957 Gangajal healthcare, Mumbai.

Verified by our team at 3:05 pm, 5 May.

@TheProductfolks @CreatorsOfProd @GulatiSinghJ @7rahulc @Nameet @Saranyagop @awwwnchal @IndiaCovidRes"
RetweetsMumbai,2021-05-06 06:59:43,oxygen,AVAILABLE,NA,['9819150955'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Mumbai
Kashimera
#Oxygen cylinders  available 

Name- shafique
Contact - 9819150955
Address - J P File Foundation, Laxmi Baug, Kashigaon, Mira Road, Mira Bhayandar, Maharashtra 401107

Last verified @ 6/5/21 12:10 PM
#IndiaNeedsOxygen"
RetweetsMumbai,2021-05-06 06:56:45,oxygen,NEED,NA,[],['Mumbai'],"@Surbhi31066523 Hi, I am Covy, your friendly chat assistant for helping you find covid resources. I noticed that you require oxygen cylinder in Mumbai. Here is a list of relevant leads that have been verified by our network of volunteers."
findthecolors,2021-05-06 06:56:39,other,AVAILABLE,NA,[],['Mumbai'],"@RealTigerIsBack You can check here if people are posting about availability of bed, remdesivir in Mumbai:

- https://t.co/v4nVVARok7 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/NtpjFazbgO"
mohitjain77,2021-05-06 06:48:34,oxygen,UNKNOWN,NA,['7506399954'],['Mumbai'],"#CovidHelpOnline 

✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Mumbai 

Oxygen concentrator
Self shield / Iticede
Name: Nasir 
Phone: 7506399954
Location: Unit-B-139, Antophill Warehousing complex, V&gt;IT&gt; College Road, Wadala east, Mumbai 400037

Last Verified @ 6/05/21 11:13 AM"
monu_di,2021-05-06 06:41:18,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Thane']","Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL"
10Dwiti,2021-05-06 06:35:08,oxygen,AVAILABLE,NA,"['9820515539', '088793 8014']",['Mumbai'],"Oxygen concentrator available 9ltr and 7ltr

Delivery = pan india delivery 48 hr

Can pick up from office also
https://t.co/wzMUqB5bZz

Call=9820515539, 088793 80143

COMPANY - 
Indian Roar llp mumbai (trusted company) can search on Google 

Verified

#COVID19India #COVID19"
findthecolors,2021-05-06 06:20:21,other,AVAILABLE,NA,[],['Mumbai'],"@alpana_more Look at other people tweeting about availability of bed, ventilator in Mumbai:

- https://t.co/fT1veWNxWS 
- Contact the BMC war rooms - https://t.co/fJbcH7hMe7

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏 https://t.co/TRLij5gbUq"
11_sai_,2021-05-06 06:17:47,oxygen,AVAILABLE,NA,['096193 8182'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI
Oxygen concentrators of 5L available (Price- ₹55,000 + gst) 

Contact - 096193 81829
Location - Jupiter equipment
Garodia Shopping Centre 149/156 Ground Floor, behind Union Bank of India, Garodia Nagar, Ghatkopar East

Last verified 6/5/21, 9:12 AM"
arpitabhawal,2021-05-06 06:09:12,other,NEED,NA,[],"['Hyderabad', 'Bangalore', 'Mumbai', 'Delhi', 'Chennai']","Can anyone please suggest the best apps that we can download that are verified and functional, to track the status of beds and hospitals etc. across India? Chennai, Bangalore, Delhi, Mumbai, Trivandrum, Cochin, Hyderabad, etc.? I want make it known to people. #NeedHelp"
Simranjeet_kk,2021-05-06 06:09:07,plasma,NEED,NA,[],"['Mumbai', 'Thane']","‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd"
AshishBhoge,2021-05-06 06:05:10,plasma,AVAILABLE,NA,[],['Mumbai'],"O+ #PlasmaDonor available in #Mumbai 
Please DM or reply to this tweet for further details. 

#covid_19 #covidpatients #corona #covidresources #covidindia #covidaid #helpforcovid #plasma #plasmadonation #Mumbai #plasmaavailable #PlasmaRequirement #verified https://t.co/aQEIFIbzzK"
avneeshsachdeva,2021-05-06 05:57:04,oxygen,AVAILABLE,NA,['7278678667'],['Mumbai'],"Oxygen available in Mumbai. 
Free of Cost. 
Service Available 24*7

Call/WhatsApp - Nadeem Bhai 7278678667

Verified"
shy_teddy_tales,2021-05-06 05:45:42,oxygen,AVAILABLE,NA,[],"['Mumbai', 'Thane']","#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai"
surwade_shweta,2021-05-06 05:30:52,oxygen,AVAILABLE,NA,"['7977703913', '9819298666']",['Mumbai'],"#sos mumbai
MUMBAI GOREGAON-West
Oxygen cylinders available
VEER Foundation

Name: Dhaval Sanhvi/Nishith Shah
Phone: 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W

#sossm

Last Verified @ 6/05/21 08:49 AM

#MahaCovid"
RetweetsMumbai,2021-05-06 05:26:45,oxygen,NEED,NA,"['9821353984', '9869600490']",['Mumbai'],"#COVID #verified  #Mumbai #Oxygen
Contact: 9821353984/9869600490/022-24137745/24135029
Service: Oxygen
City: Mumbai
Address-SRI Guru Singh Sabha,Dadar,Opp chitra Cinema,Mumbai.Documents Required -Covid Report, patients Aadhar Card,Doctor's Prescription 
Verified on:  29 April 8pm"
SadaSachin,2021-05-06 05:13:25,oxygen,AVAILABLE,NA,"['7977703913', '9819298666']",['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI GOREGAON-West
Oxygen cylinders available
VEER Foundation
Name: Dhaval Sanhvi/Nishith Shah
 7977703913/9819298666
Location: Gundecha Aradhna Bhawan, Plot No 92/93, road no-5, Jawahar nagar, Goregaon W
 Verified @ 6/05/21 08:49 AM
#Mumbai
#MahaCovid"
RetweetsMumbai,2021-05-06 05:05:55,oxygen,NEED,NA,[],['Mumbai'],"@Harshal_Tank Oxymax 5 litres  Order Link ; we can supply the required quantity of OxyCon on/after 11May; need to preorder. See our FAQ about us and Preorder below 
https://t.co/yE9M0EAvVV or request here
https://t.co/Dxstb6Tlhe  Air Express Shipping #Verified ,#OxygenConcentrator,#Mumbai"
RetweetsMumbai,2021-05-06 05:02:33,oxygen,UNKNOWN,NA,"['22 26361199', '9869933114', '9869933114']",['Mumbai'],"MCGM approved Covid Center in Versova, Andheri West #Mumbai
HAR Kalsekar Hospital, Yari road

4 oxygen beds
Reception- 022 26361199
Mr. Danish 9869933114
Manager - 9869933114

Issued by- Management Kalsekar hospital
Verified on (27/4/21) at 12:29pm

#SOSSIO"
RetweetsMumbai,2021-05-06 05:01:24,oxygen,AVAILABLE,NA,['096193 8182'],['Mumbai'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
MUMBAI #mumbai
Oxygen concentrators of 5L available (Price- ₹55,000 + gst) 
Contact - 096193 81829
Location - Jupiter equipment
Garodia Shopping Centre 149/156 Ground Floor, behind Union Bank of India, Garodia Nagar, Ghatkopar East
 verified @ 6/5/21, 9:12 AM"
ElonMast_,2021-05-06 04:59:28,oxygen,AVAILABLE,NA,[],['Mumbai'],"@ElonMast_ Oxygen beds with ventilator available in Covid center chakki Nakka - Mumbai.
Verified a few minutes back.
Mumbai
Oxygenbed
Ventilator
CovidIndia
#Mumbai

 Oxygen"
RetweetsMumbai,2021-05-06 04:35:54,oxygen,AVAILABLE,NA,[],['Mumbai'],"MUMBAI/ VASAI
Oxygen and Ambulance services available. 
Verified by vrushalika at 12:10 am on 30/04/21
#Covid19IndiaHelp #CovidResources #OxygenCylinders
#Mumbai

RT to amplify https://t.co/wU823UZwG7"
avoidmepleaseee,2021-05-06 04:29:07,oxygen,UNKNOWN,NA,[],['Mumbai'],"https://t.co/n3sL8qothg

Mumbai oxygen leads. Verified."
shekhawat2u,2021-05-06 04:23:37,oxygen,AVAILABLE,NA,['096193 8182'],['Mumbai'],"MUMBAI
Oxygen concentrators of 5L available (Price- ₹55,000 + gst) 
Contact - 096193 81829
Location- Jupiter equipment
Garodia Shopping Centre 149/156 Ground Floor, behind Union Bank of India, Garodia Nagar, Ghatkopar East
Last verified @ 6/5/21, 9:12 AM
#CovidResources  #mumbai"
