username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
abhijeeth_vr,Tech Enthusiast | Traveler |,,104,47,377,2010-09-01 06:08:13,2021-04-30 02:43:26,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Jakesaldanha23,,,263,7,1145,2010-04-29 15:17:31,2021-04-30 02:43:25,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
NVeluma,From Hyderabad. I'm a Freelancing Motion Designer.,,204,30,1533,2016-09-26 04:27:57,2021-04-30 02:43:17,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ln339,Student,"Mumbai, India",135,18,136,2016-03-11 04:59:20,2021-04-30 02:43:14,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
revampmybrain,i AM tired. Follow to hear my music Coming Soon™️ // am simp for @molangnshychick,,254,26,1983,2013-06-10 03:58:25,2021-04-30 02:43:14,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
KarmokarDhruv,I am a Student !,"Dublin City, Ireland",1076,97,171,2015-05-20 06:48:43,2021-04-30 02:43:13,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
frankintweet,,Usa,760,102,4480,2015-01-17 03:43:41,2021-04-30 02:43:11,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
sampatk2020201,Tech Enthusiast | Coder | loves to explore gadgets and gizmos and new tech !!,,170,13,358,2016-06-26 15:10:23,2021-04-30 02:43:10,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Negroclaro,,I'm in the Moon,1052,125,3353,2009-07-29 00:03:48,2021-04-30 02:43:10,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
66Mhz,"Teacher by day, Artist by night. Love humor 🤪, ice cream 🍦, and dogs 🐶 🐶",USA,25,782,172475,2014-09-24 01:53:21,2021-04-30 02:43:06,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Fredious77,"Netcafe owner, computer technician, proud father and curious netsurfer.","North-East Region, Singapore",486,49,499,2008-11-25 11:32:07,2021-04-30 02:43:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
FrugalBrando,"📈 | Investing to Acquire Wealth 🔥 | FIRE & Financial Literacy 🧠 | Be Smart w/ Your Money 🤑 | Deals, Sweepstakes & YouTube Videos👇",Pennsylvania,334,119,1539,2012-03-29 13:47:21,2021-04-30 02:43:02,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
SamuelSiri,"I ♥ ✈️ (AvGeek), Geek 🖥 📱, I love traveling 🛫🛬. From Dominican Republic 🇩🇴",,388,517,88158,2009-06-15 23:17:15,2021-04-30 02:43:01,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
sergiomluna,$segurooo,,378,86,771,2014-11-26 02:38:37,2021-04-30 02:42:54,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
nivanbansal,,usa,83,62,383,2010-04-01 20:29:27,2021-04-30 02:42:46,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Samuel_Eichler,"I’m a skilled LEGO builder, I am a composer for creators (50 dollars) my cashapp is $SamuelEichler #gorunatrail LGBTQ 🏳️‍🌈 Ally Democratic Socialist",Twin Pines Mall 1985,538,70,5437,2018-05-18 02:07:18,2021-04-30 02:42:43,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Zurxxc,I live for the future and dream in the moment.,United States,96,13,536,2018-11-10 13:07:08,2021-04-30 02:42:38,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TECHxZACH,• Taylor Swift Enthusiast • @iBobbyEvans’s lover •,"Las Vegas, NV",141,80,859,2020-05-05 23:19:08,2021-04-30 02:42:35,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
tyler_t98,22 he/him,,237,38,152,2014-05-20 00:41:55,2021-04-30 02:42:34,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
clemenko,"Geek, Dad, cyclist.",Annapolis,394,403,2663,2008-12-10 14:52:10,2021-04-30 02:42:32,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Bulletremains,,,94,12,69,2013-03-25 20:04:26,2021-04-30 02:42:32,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Alekstarlord,"Colombian with attitude.
Blogueur JV/Cinéma/High-Tech/Food

Lisez moi sur @Moovely
#TeamGreen #Club300

🦓","Calth, Segmentum Ultima",1416,1134,57133,2012-02-15 01:29:49,2021-04-30 02:42:31,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
KagamiToastSlap,,,187,10,58,2014-11-15 07:12:05,2021-04-30 02:42:30,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
onetrackpunk,"Over enthusiastic creator. (Artist, Vlogger, Gamer) Creating is my passion","Las Vegas, NV",751,3268,13684,2009-12-19 06:39:11,2021-04-30 02:42:23,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
TechTelepathy0,Web Video Producer🎥 Upcoming Developer💻 Dream Chaser🤴🏻💭 Me and my iPhone can capture some Stunners📷📲 YouTube👇👇,"Montréal, Québec",474,192,1747,2018-03-15 18:42:54,2021-04-30 02:42:21,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
kupeatif32,Proud to be a Mechanical engineer.. love photography...  LEARNER,"Mumbai, India",201,68,1726,2014-10-07 10:05:44,2021-04-30 02:42:14,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
riah_shout,I am greatly Loved.,I am here.,61,12,1227,2009-05-04 18:27:06,2021-04-30 02:42:07,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
VjPreetham,,,64,3,6,2013-11-20 16:02:46,2021-04-30 02:42:05,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
varadaraju_007,Kannadiga | Movies | Technology,ಕರ್ನಾಟಕ ,660,77,4165,2012-04-01 10:42:13,2021-04-30 02:42:05,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Aimanhzwn,Tech | Photography | Fitness | dumb stuff,KTN - KL ,535,684,67904,2010-01-25 08:02:48,2021-04-30 02:42:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
howdesign,Slightly above average graphic/web designer/illustrator.,"Grand Rapids, MI",1411,197,2098,2009-04-15 16:48:13,2021-04-30 02:42:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
FireFlames360,#PlayStation #BVB,,394,26,1857,2012-03-09 01:59:04,2021-04-30 02:42:04,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
chrsalctra,bot,,391,2682,32421,2013-02-21 03:35:42,2021-04-30 02:42:01,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
KPS_officialf1,King,,936,4,53,2018-09-22 19:49:32,2021-04-30 02:42:01,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
krishgoyani,#COYG,Mumbai,90,74,17,2010-01-13 08:31:56,2021-04-30 02:41:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
thesonar97,"A chartered accountant in progress, computer & book lover.
https://t.co/of7DARh73R
https://t.co/CsaFvjrqNI","Dhule, India",284,10,150,2016-11-02 16:07:23,2021-04-30 02:41:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
MicahH2,"Came for the news, stayed for the memes",,482,21,2002,2020-04-21 21:56:08,2021-04-30 02:41:51,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
andreas_jr,"✝️ Jesus 1st. 🎨 Designer, 🎥 filmmaker, and 📸 photographer. Technologist @SNHU, founder @nysics.",New Hampshire,606,666,7446,2008-12-03 19:48:40,2021-04-30 02:41:51,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
_Alex_8,27 / College 📚 / Munich native Football Coach ⚽️ @ Münchner Fußball Schule,"München, Bayern",257,50,549,2010-09-06 18:42:43,2021-04-30 02:41:41,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
chris__dummer,"Video Producer, Photographer and Computer Technician.","Minneapolis, MN",238,53,621,2009-12-19 19:43:32,2021-04-30 02:41:41,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
delaguila21,,,408,90,3561,2012-03-30 14:15:44,2021-04-30 02:41:40,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
zainichia9,"“Your time is limited, so don't waste it living someone else's life. And most important, have the courage to follow your heart and intuition.” - Steve Jobs","East Region, Singapore",124,32,2674,2015-01-30 13:34:54,2021-04-30 02:41:37,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
juanchobb_,,he/they,155,155,2803,2015-03-23 00:15:12,2021-04-30 02:41:37,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
mr28gyan,"Instead of charting, I do checking out memes. My capital is just a nickel... which means tweets are not financial advice. Anddd join FTX with my referral link.",Gotham ,569,38,680,2019-01-27 13:51:04,2021-04-30 02:41:34,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
LukeDaShibe,~ 23/Male/Gay🌈/ Literally doge 🐕(Shiba Inu) ~ FFXIV and MTG Nerd -Expect NSFW 🔞- #BLM #ACAB Icon: @Defiant_Drills Banner: @Daxhush❤️Dating❤️: @Tracula619,"Wisconsin, USA",3151,836,37928,2012-03-03 01:53:01,2021-04-30 02:41:24,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Alex_sego1986,,,74,4,119,2017-07-13 22:39:49,2021-04-30 02:41:12,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
thompsonrjayden,Designer and Creative.,"Michigan, USA",160,23,883,2019-09-11 13:00:03,2021-04-30 02:41:11,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
CandidTechTV,"Creator at Candid Tech TV and Concise Tech
#teampixel 
Subscribe to Candid Tech TV here:
https://t.co/IR3djEF84q",United States,637,878,7579,2016-04-29 16:54:45,2021-04-30 02:41:10,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ry4n_k,⥶ Flex ❖ RSK ❖ Hi! ⥸,,1279,66,804,2016-04-26 03:32:52,2021-04-30 02:41:08,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
IONLYWEARSUITS,,"Boston, MA ",113,72,13029,2010-01-06 21:39:11,2021-04-30 02:41:08,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
1_3bw,,🌎,185,6,2229,2017-04-03 11:59:43,2021-04-30 02:41:06,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
matt21799,,"New York, NY",176,4,240,2013-08-07 03:13:41,2021-04-30 02:41:06,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
brandonykim13,Tech geek // Let's go @WestHam,,40,1,383,2021-01-29 22:23:31,2021-04-30 02:40:59,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ToyinJr_,The worst things in life come free to us.,,346,678,480,2011-07-25 16:32:45,2021-04-30 02:40:57,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
13thStreetPromo,"Award winning Blog from 🇯🇲
Highlighting #Caribbean Entertainment & Talent. Instagram: @13thStreetPromo   #13thStreetPromotions",Jamaica,215,304,9243,2019-01-11 21:46:20,2021-04-30 02:40:56,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
0rnithopter,,,236,18,76,2014-03-10 03:18:06,2021-04-30 02:40:55,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
AmritBanga,Washington State Track & Field | Cross Country,"Seattle, Washington",359,245,1096,2012-11-11 18:10:01,2021-04-30 02:40:51,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
syameshk,"I lie here looking at the beautiful sky. This is where my past, present and future shake hands with each other.
#Hyderabad #calicut

PS: Views are personal","Kozhikode, India",256,585,48559,2009-09-11 14:54:59,2021-04-30 02:40:51,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
amilli43,GOOD MORNING! | 21 | KSU Geology Alum🌋 | Ultimate Frisbeer🥏 | still don’t know how to be human | #Steelers | #LGRW,Looking at rocks,280,108,1463,2014-10-10 23:55:21,2021-04-30 02:40:50,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
_abhiyadav,,"झांसी, भारत",101,5,254,2014-03-20 02:22:16,2021-04-30 02:40:49,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
PJJ191,Fan of Tech community !! #TechPower,,125,93,19133,2016-12-21 03:43:16,2021-04-30 02:40:42,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Himal__pok,Insta: https://t.co/ESpyHejGve,"Nepal,Kathmandu",57,241,486,2015-05-21 07:08:30,2021-04-30 02:40:38,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ReynaVcreyna,"Living way beyond my sickness. Life is fuller this way, don't you think?",yellow brick road,228,100,34,2014-09-20 05:51:51,2021-04-30 02:40:33,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Spicemonk,Tech Enthusiast | Design Nerd | Crisp Connoisseur,"Bengaluru, India",61,22,98,2020-03-23 16:13:34,2021-04-30 02:40:32,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
bodomromero,pretty big nerd tbh,"San Diego, CA",1519,75,10312,2012-12-15 15:24:40,2021-04-30 02:40:26,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Mr_Saiyajin,,,170,16,95,2015-02-12 15:20:20,2021-04-30 02:40:24,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
Sam11479,,"Toms River, NJ",2017,100,749,2012-06-10 16:22:34,2021-04-30 02:40:23,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
sanjay0912,,"Chennai, India",149,13,18,2009-04-10 19:13:58,2021-04-30 02:40:22,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
arunnthyagi,Silent Observer,,306,10,88,2010-04-19 06:29:45,2021-04-30 02:40:20,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
tapasya77,"Sportsfan mostly into Cricket, Formula 1 and WWE. Wish best for humanity.","British Columbia, Canada",321,211,574,2010-05-06 06:59:00,2021-04-30 02:40:16,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
_jlicea,Just a dude that enjoys nature .. passion for photography.. follow me on Instagram for my nature photos.,"San Juan,TX",55,32,31,2011-10-05 03:41:01,2021-04-30 02:40:16,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
ClassyGia,"I’m just here living my life and just enjoying the ride. Type 1 Diabetic est. back in 2000 and current Kinesiology student 👩🏽‍⚕️ ♉️ sun, ♍️ moon, ♎️ rising",Mount Olympus ,747,226,11400,2011-04-23 05:54:54,2021-04-30 02:40:14,812,"If you can’t buy a mask but want to win a purple 12 mini just simply retweet this tweet 🙏🏼💜🇮🇳

Let’s help out India 

https://t.co/5kxKk0dITb

https://t.co/0nGIadlNpb

#helpindiabreathe https://t.co/Tg8LpRbHoj",[]
