username,tweet_date,text,hashtags
monu_di,2021-05-06 06:41:18,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
DEVIL_ONCE,2021-05-06 06:40:26,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
Simranjeet_kk,2021-05-06 06:09:07,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
shy_teddy_tales,2021-05-06 05:45:42,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [15, 30]}]"
shy_teddy_tales,2021-05-06 05:45:26,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
CVDResourcesBot,2021-05-06 05:09:06,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
aqqu___,2021-05-06 05:09:01,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
vabby_16,2021-05-06 04:44:37,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
jennifer_abreo,2021-05-06 04:33:38,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
itsgayatrisays,2021-05-06 04:28:50,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
Maharashtrian14,2021-05-06 04:06:04,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
plasmabot2,2021-05-06 04:00:03,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
plasmabot2,2021-05-06 04:00:03,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
plasmabot2,2021-05-06 04:00:03,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
vanessa_m13,2021-05-06 03:58:12,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
RetweetsMumbai,2021-05-06 03:57:11,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
viruztweet,2021-05-06 03:53:46,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [119, 127]}]"
sonmishr,2021-05-06 03:47:20,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
RTS09010234,2021-05-06 03:41:00,"‼️ URGENT ‼️

A+ Plasma needed in Navi Mumbai 

Please reply with verified leads and RT to amplify. 

#COVID19 #COVIDEmergency2021 #navimumbai #mumbai #thane #plasma #plasmadonor #donor #plasmadonation https://t.co/s8lwOTh7gd","[{'text': 'COVID19', 'indices': [102, 110]}, {'text': 'COVIDEmergency2021', 'indices': [111, 130]}, {'text': 'navimumbai', 'indices': [131, 142]}, {'text': 'mumbai', 'indices': [143, 150]}, {'text': 'thane', 'indices': [151, 157]}, {'text': 'plasma', 'indices': [158, 165]}, {'text': 'plasmadonor', 'indices': [166, 178]}, {'text': 'donor', 'indices': [179, 185]}, {'text': 'plasmadonation', 'indices': [186, 201]}]"
pankutiwari5,2021-05-06 03:01:29,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [15, 30]}]"
iamrealmohit434,2021-05-06 02:54:20,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
p_mamta03,2021-05-06 02:51:37,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
p_mamta03,2021-05-06 02:38:02,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
shivam15517721,2021-05-06 02:28:16,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [15, 30]}]"
RetweetsMumbai,2021-05-06 02:28:10,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [15, 30]}]"
CVDResourcesBot,2021-05-06 02:27:40,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [15, 30]}]"
VM_Goloka,2021-05-06 02:27:34,"#covidinfoindia
Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

Mumbai OxygenCylinder COVID19India COVIDEmergencyIndia 
#Thane #Mumbai","[{'text': 'covidinfoindia', 'indices': [0, 15]}, {'text': 'Thane', 'indices': [247, 253]}, {'text': 'Mumbai', 'indices': [254, 261]}]"
sinhaprash,2021-05-06 02:02:42,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
arsenal4ever01,2021-05-06 01:54:10,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
shubham_narwal,2021-05-06 00:28:28,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
CVDResourcesBot,2021-05-05 21:11:14,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
AnkurMalviya6,2021-05-05 21:11:09,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
sujata101986gm1,2021-05-05 21:01:53,"Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Verified 5/5/2021 ,Telegram sources! 

#MumbaiCovid #CovidHelp 
#COVIDEmergencyIndia #COVID19 

Rt♻️ Share Max!",[]
Akhi_reddi,2021-05-05 20:14:27,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
SolitudeTej,2021-05-05 19:55:17,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
_siddhant7,2021-05-05 19:53:21,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
thecloudyeye,2021-05-05 19:47:19,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
MahaCovid_,2021-05-05 19:41:09,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
iamrealsunita,2021-05-05 19:37:23,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
RetweetsMumbai,2021-05-05 19:36:12,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [64, 71]}, {'text': 'Thane', 'indices': [78, 84]}]"
SayedShadabFar1,2021-05-05 19:33:04,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/QoZ9r8Md9J","[{'text': 'Mumbai', 'indices': [43, 50]}, {'text': 'Thane', 'indices': [57, 63]}, {'text': 'Covid19IndiaHelp', 'indices': [147, 164]}, {'text': 'COVIDIndiaSOS', 'indices': [166, 180]}, {'text': 'COVIDEmergencyIndia', 'indices': [182, 202]}]"
Covid19Help10,2021-05-05 19:22:58,"Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Verified 5/5/2021 ,Telegram sources! 

#MumbaiCovid #CovidHelp 
#COVIDEmergencyIndia #COVID19 

Rt♻️ Share Max!",[]
KAPILIANPoonamK,2021-05-05 19:22:54,"Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Verified 5/5/2021 ,Telegram sources! 

#MumbaiCovid #CovidHelp 
#COVIDEmergencyIndia #COVID19 

Rt♻️ Share Max!",[]
K9PoonamTrends,2021-05-05 18:52:33,"Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Verified 5/5/2021 ,Telegram sources! 

#MumbaiCovid #CovidHelp 
#COVIDEmergencyIndia #COVID19 

Rt♻️ Share Max!",[]
JaiHind3012,2021-05-05 18:44:43,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
joKernaHaiKerlo,2021-05-05 18:36:30,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
Fightforbadser1,2021-05-05 18:34:26,"Thane Mumbai 

Oxygen cylinder in Thane/Mumbai: 9082597161

Can arrange cylinders in Mumbai/Thane area

Verified at 6:50 pm on 3.5.2021 

HelpWarriors
#Thane

━━━━━━━━━━━━━
🏥 @Oxygen","[{'text': 'Thane', 'indices': [151, 157]}]"
ryanrupjyoti,2021-05-05 18:31:49,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
alooparathas,2021-05-05 18:31:39,"OXYGEN CYLINDERS in Mumbai, Thane &amp; Pune, Verified on 5th May (THREAD)",[]
imakhandelwal,2021-05-05 18:29:24,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
RiyaKap83710573,2021-05-05 18:21:52,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
AP_1133,2021-05-05 18:20:29,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
kunalischamp,2021-05-05 18:20:15,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
manvendra_priya,2021-05-05 18:19:06,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
Covid19Help10,2021-05-05 18:19:05,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
sayani181,2021-05-05 18:19:03,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
kushal_mehra,2021-05-05 18:18:37,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
sharmapi1991,2021-05-05 18:17:12,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
thebetterindia,2021-05-05 18:16:11,"Oxygen and ICU Beds Available in Thane
Name: Rohini Hospital
Area: Thane West
Availability: 6 Oxygen Beds and 2 ICU beds with BiPAP ventilator support
Contact: +919769842024
Verified at 5th May, 2021 at 11:11 am
#CovidResources #CovidHelp #OxygenBeds #ICUBeds
#COVIDEmergency2021",[]
Princess1Khushi,2021-05-05 18:13:15,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
Candy8Hearts,2021-05-05 18:04:15,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
ahsas_ra,2021-05-05 18:03:34,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
TheDarkVersion,2021-05-05 17:54:58,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
deepaksingh1195,2021-05-05 17:49:39,"#Mumbai oxygen Cyclinders Available!!

Provide oxygen supplies all over mumbai and Thane..

Contact: +91 90825 97161

Personally verified 5/5/2021 17: 18 uk time) (7mins ago)

#Mumbai #OxygenCylinder #COVID19India #COVIDEmergencyIndia https://t.co/Bpq60DYDMa","[{'text': 'Mumbai', 'indices': [21, 28]}]"
iSikanderRajput,2021-05-05 17:41:40,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
Nehasoni1996,2021-05-05 17:40:10,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
ladkipagalhai,2021-05-05 17:35:39,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
angel__hems,2021-05-05 17:34:59,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
spread_love_12,2021-05-05 17:30:24,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
itsmahi__,2021-05-05 17:28:14,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
k_ttam,2021-05-05 17:28:09,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
AdityaJ85329441,2021-05-05 17:27:14,"Provide oxygen Cylinders supplies all over #Mumbai &amp; #Thane..

Contact: +91 90825 97161

Verified 5/May, 11:49 PM Indian Time 
━━━━━━━━━━━━━ 
 #Covid19IndiaHelp  #COVIDIndiaSOS 
#COVIDEmergencyIndia https://t.co/mL7eUC9iUL","[{'text': 'Mumbai', 'indices': [63, 70]}, {'text': 'Thane', 'indices': [77, 83]}]"
