username,tweet_date,resource,req,bloodgroup,contact,cities,tweet
Pratyushpanda,2021-05-06 14:37:04,oxygen,UNKNOWN,NA,['9815221969'],['Delhi'],"Verified #Oxygen suppliers in orbit gases #Delhi.. Address .38 rajinder park. Patel nagar  new Delhi 110008
Contact no.. 9815221969
@bot_assist"
anubhutani15,2021-05-06 14:36:41,other,NEED,NA,['911126594706'],['Delhi'],"@TusharK13947807 @ArvindKejriwal @kgahlot Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
DN98390534,2021-05-06 14:36:38,oxygen,AVAILABLE,NA,[],['Delhi'],"🚨🏥🏥🏥🚨
For #Delhi/NCR : Beds with Oxygen Concentrator in Burari. Admitting patients with spo2 of 90 and above. Ujala Cygnus.
#Verified 6/5
#CovidHelp #Delhi #DelhiCovid #BedsAvailability #Covid19IndiaHelp https://t.co/A3qQ83tR4q"
xxbeingcute1,2021-05-06 14:36:34,oxygen,AVAILABLE,NA,['918653286281'],['Delhi'],"VERIFIED SOURCE

Message: Oxygen Cylinder Available in Delhi
Nehru place
+918653286281
Availability of big Cylinder- 55 L, etc
Verified 7:21 PM
Home delivery facility available
Contact p

Screenshot: https://t.co/8elKafGCmQ

Posted at: 06-05-21 07:30 PM

#Verified"
KhuranaaJatin,2021-05-06 14:35:59,oxygen,UNKNOWN,NA,[],['Delhi'],"✅Verified ✅

Oxygen Concentrator
Delivery - All across Delhi

DM for details

#VerifiedCovidResources #DelhiFightsCorona #Delhi #Oxygen"
shalini84616530,2021-05-06 14:34:39,oxygen,UNKNOWN,NA,[],"['Mumbai', 'Delhi']","This is a source of #oxygen leadsai as of today, verified personally by an intern in my team.

Cities: #Pune, #Delhi, #Mumbai, #Kolkata #Lucknow

I'll try to share a verified list everyday 
 #COVID19India https://t.co/MEXuGFK3P4"
anubhutani15,2021-05-06 14:33:41,other,NEED,NA,['911126594706'],['Delhi'],"@rinkubharadwaj @SonuSood @SoodFoundation Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21"
CVDResourcesBot,2021-05-06 14:33:21,oxygen,AVAILABLE,NA,[],['Delhi'],"@AinaraKaur ICU beds with Oxygen available in Sushila hospital, Narela, delhi. #Verified at 6:38 PM, 06/05"
VineetT15164553,2021-05-06 14:33:06,oxygen,AVAILABLE,NA,[],['Delhi'],"Any oxygen beds available in delhi? Please RT to amplify. 
Send verified leads only."
CVDResourcesBot,2021-05-06 14:33:06,oxygen,AVAILABLE,NA,['9667476705'],['Delhi'],"Oxygen Cans Available Delhi
#DelhiNCR #COVIDSecondWave  #COVID19 #Covaxin #CovidIndia #OxygenEmergency #Oxygen #CovidVaccine #Verified 
Contact:-
 Amit Kumar 
9667476705"
Chanaky54822206,2021-05-06 14:32:46,oxygen,AVAILABLE,NA,['9717727487'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI
Oxygen Cans (6L/12L) Available

Name:Rohan Agrawal
Phone: 9717727487
Location: Near Sunil Medical, Palam Colony, Near Palam Metro Station, New Delhi

Last Verified @ 06/05/21 5:10PM

#DelhiFightsCorona #Covid19IndiaHelp"
Abhishe85710311,2021-05-06 14:32:25,oxygen,AVAILABLE,NA,[],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
SOUTH DELHI
12L Oxygen Cans Available

Courier from wefast available.

Phone: 955533324
Location: Badarpur, South Delhi

Last Verified @ 5/6/21 5:45PM

#DelhiCovid #Covid19IndiaHelp 
#O2cans"
anubhutani15,2021-05-06 14:32:14,other,NEED,NA,['911126594706'],['Delhi'],"@AshwiiniiN Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
CVDResourcesBot,2021-05-06 14:31:59,oxygen,AVAILABLE,NA,['9810037251'],['Delhi'],"#SOSDelhi 
#OxygenRefill
Oxygen refilling available at Pitampura, Delhi. 
Minimum refilling 10L. 
Contact: 9810037251

Verified at 10:36 AM, 06/05
#COVID19 
@COVIDNewsByMIB @CovidWarrior19 @HelplineCOVID @resource_botIN"
findthecolors,2021-05-06 14:31:01,plasma,AVAILABLE,NA,[],['Delhi'],"@I_Am_Aditya69 Some good people are posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 14:30:44,oxygen,AVAILABLE,NA,[],['Delhi'],"@_Shrextraa_24 99993 90291- ICU beds with Oxygen available in Sushila hospital, Narela, delhi. #Verified at 6:38 PM, 06/05"
findthecolors,2021-05-06 14:30:19,plasma,AVAILABLE,NA,[],['Delhi'],"@umang_indian Please look here for people posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
anubhutani15,2021-05-06 14:30:05,other,NEED,NA,['911126594706'],['Delhi'],"@AinaraKaur Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
CVDResourcesBot,2021-05-06 14:29:30,oxygen,AVAILABLE,NA,['9772722367'],['Delhi'],"@ShivamDixit07 #Delhi

ARBAZ KHAN-9772722367
Oxygen available without refill 

Verified at 17:32, May 6th 2021 by Gayatri Menon

#ICLUVERIFIES"
ApurvaMarathe1,2021-05-06 14:29:19,oxygen,AVAILABLE,NA,['9899676015'],['Delhi'],"#COVID #verified  #Delhi #Oxygen
Contact: 9899676015
Service Available: Oxygen
City: Delhi
Oxygen concentrator
Verified on: 6th may 06:27 pm

RT for reach"
Dhruv82449548,2021-05-06 14:28:51,oxygen,AVAILABLE,NA,['0112435321'],['Delhi'],"Oxygen Available: Delhi

If Patient is critical and you're not getting a bed in Delhi ,You can Contact Gurudwara Bangla Sahib
They can arrange oxygen facility at Gurudwara Itself just Go with Patient.

Contact: 01124353212

#Verified 
@bot_assist"
Dhruv82449548,2021-05-06 14:28:48,oxygen,AVAILABLE,NA,"['8595948014', '8595948019', '8595948020', '8595948026', '8595948027']",['Delhi'],"10 #oxygen beds available GTB Hospital
Shahdara, #Delhi
Management: Delhi Govt
8595948014  8595948019  8595948020  8595948026  8595948027

#Verified by team 12:41 pm. They will not block the bed on call. First come first serve.
@bot_assist"
poojaa_khanna,2021-05-06 14:28:03,oxygen,AVAILABLE,NA,['7065292000'],['Delhi'],"#Team #verified
Oxygen cylinder is available.
15 lt for Rs.40k.
Home delivery is available.
Contact:7065292000
Address: Delhi.
Verified at 6.47pm,6th May

👉Subject to Availability depends on demand we don't have a hold on that🙏"
anubhutani15,2021-05-06 14:27:26,other,NEED,NA,['911126594706'],['Delhi'],"@mohitguptax @TeamSOSIndia @CovidSOSteam Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
findthecolors,2021-05-06 14:26:14,plasma,AVAILABLE,NA,[],['Delhi'],"@Abhijee99278011 People might be posting here about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Covid19Help10,2021-05-06 14:26:12,oxygen,UNKNOWN,NA,"['9986966909', '6304495317']","['Bangalore', 'Mumbai', 'Delhi', 'Nagpur', 'Chennai']","VERIFIED #Oxygen LEAD
#Bangalore #Delhi #DelhiNCR
#Chennai #Mumbai #Jaipur #Chandigarh #Pune #Nagpur
#Ajmer #Lucknow #Jodhpur #Mysore #Vijayvada #Vizag
Other cities delievery within 30 hrs.
9986966909, 6304495317 (Ashish)
@HelplinePunjab @Prateek_Rishi @mohitgupta1962"
ChandiniRai,2021-05-06 14:26:08,oxygen,UNKNOWN,NA,[],['Delhi'],"DELHI - OXYGEN CONCENTRATORS 

Verified by Vrushalika at 4:45 on 06/05/21

#Delhi #OxygenConcentrators  #CovidResources #CovidHelp https://t.co/VidNJ01OMX"
findthecolors,2021-05-06 14:25:40,plasma,AVAILABLE,NA,[],['Delhi'],"@Abhijee99278011 Look at other people tweeting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
indian_insan,2021-05-06 14:24:53,oxygen,AVAILABLE,NA,['9868827510'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#DELHI
#Oxygen Cylinder Refilling 24×7 Available

Name: Vinayak
Phone: 9868827510
Location: B93, Mayapuri, Delhi

Last Verified @ 06/05/21 5:25pm

#DelhiNeedsOxygen #IndiaNeedsOxygen"
findthecolors,2021-05-06 14:24:09,plasma,AVAILABLE,NA,[],['Delhi'],"@Abhijee99278011 Check if there are people who are making calls and checking for availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
anubhutani15,2021-05-06 14:24:03,other,NEED,NA,['911126594706'],['Delhi'],"@SandeepSDutt @Arvindch1800 Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
fakecasesucks,2021-05-06 14:23:48,oxygen,UNKNOWN,NA,['9958361537'],['Delhi'],"Oxygen Cans in Delhi

#NewDelhi
9958361537
Have Oxygen Cans.
It is for 12 Ltr
200 Inhalations.
The cost is Rs.1000 /-
Paschim vihar New delhi
*Delivery is not possible*
Verified at 12:00 pm 06/05/21"
MeghnaBansal9,2021-05-06 14:23:44,plasma,UNKNOWN,NA,['8010066066'],['Delhi'],"@iam_nivesh @Vivek_Investor @safiranand @vivbajaj @Rishikesh_ADX @aditya_kondawar EXCELLENT SITE BELOW From PLASMA DONORS:-
https://t.co/9VnlaRH9Fd    https://t.co/97EdYDW0VL 
https://t.co/vJlFoNHYra
Pls Call on this No. 8010066066.. Sewa bharti. They are helping with the #Plasma #medicines Specialy in #Delhi n now at at PAN India level. #Verified"
Covid19Help10,2021-05-06 14:23:32,oxygen,AVAILABLE,NA,[],['Delhi'],"#OxygenRefil in #Delhi 

Paramount - Available - Oxygen Gas - Near Metro Pillar 557, Gali No 1, Nala Road, Mundka, New Delhi 

Contact- 90575 07489 

Verified at 4:55 PM 6/5

#OxygenCylinders #SOSDelhi #DelhiNCR #Oxygen #CovidHelp #DelhiFightsCorona #CovidIndiaInfo"
jiten962,2021-05-06 14:23:21,ICU Bed,AVAILABLE,NA,['9810906181'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#DELHI
Home ICU Setup Available

Name: Dr. Diaz
Phone: 9810906181 (Whatsapp only)
Location: New Delhi

Last Verified @ 06/05/21 5:40pm

#DelhiCovid #ICUBeds #IndiaFightsCorona"
CVDResourcesBot,2021-05-06 14:23:17,oxygen,AVAILABLE,NA,['9953729104'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
#Delhi
#Ambulance with #Oxygen Available 

Name:Pawan Tomar
Phone: 9953729104
Location: Saket Delhi

Last Verified @ 06/05/21 5:35PM

#DelhiCovid #ambulanceservice #IndiaFightsCOVID19"
akhilchilwal,2021-05-06 14:23:15,oxygen,AVAILABLE,NA,[],['Delhi'],"Delhi

● Oxygen kit available 
● Kit includes :-
1 oxygen regulator, flowmeter.
1 oxygen cylinder pressure key.
● Cost-- 5k
● Contact-- 88008 86230
● Location-- Raju sweets, laxmi garden near tikona park, gurgaon.

(Verified by our team, उतिष्ठ भारत)✌️

#HESvsCorona"
Sameerj63863020,2021-05-06 14:23:12,plasma,AVAILABLE,NA,"['9810024272', '91 80100660', '917995204721']",['Delhi'],"@ShrutiS47968806 @SonuSood Plasma Available - Delhi NCR
Available at Rotary Blood Bank, Noida for all blood groups. 
Contact Ravi Chopra for the same.
Verified at 06/05/2021 12:4
Contact Number: 9810024272
#Plasma #Delhi
Delhi Plasma Donors Available Contact + 91 8010066066, +91 98204 13725, +917995204721"
anubhutani15,2021-05-06 14:23:02,oxygen,UNKNOWN,NA,['9818798980'],['Delhi'],"@SandeepSDutt @Arvindch1800 //✅

*Verified Oxygen Cans lead*

Location: Plot No 201,Sector 28, Dwarka, Delhi

Contact : 9818798980 

Self Verified at 19:45 on 06/05"
GaneshP85276438,2021-05-06 14:22:42,plasma,AVAILABLE,NA,['9810024272'],['Delhi'],"@TajinderBagga Plasma Available

Delhi NCR

Available at Rotary Blood Bank, Noida for all blood groups. 

Contact Ravi Chopra for the same.

Verified at 06/05/2021 12:45:00 PM

Contact Number: 9810024272"
Silent_Girl_16,2021-05-06 14:22:28,oxygen,AVAILABLE,NA,['9868827510'],['Delhi'],"#Delhi
Oxygen Cylinder Refilling 24×7 Available

Name: Vinayak
Phone: 9868827510
Location: B93, Mayapuri, Delhi

Last Verified @ 06/05/21 5:25pm

#Covid19IndiaHelp #DelhiFightsCorona #Covid 
#CovidSOS"
findthecolors,2021-05-06 14:22:00,plasma,AVAILABLE,NA,[],['Delhi'],"@Abhijee99278011 There are people who are making calls and checking for availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
DN98390534,2021-05-06 14:21:59,oxygen,AVAILABLE,NA,['9899676015'],['Delhi'],"#Delhi
Oxygen Concentrators Available!

Contact: 9899676015

*avoid advance payments

#Verified by Team @vishwaguruorg at 7:03, 6/05

#CovidHelp #DelhiCovidHelp #NCRSOS #DelhiSOS #CovidResources #CovidHelpResources"
shivam15517721,2021-05-06 14:21:53,oxygen,AVAILABLE,NA,['9911112717'],['Delhi'],"#Delhi 

RAVI- 9911112717
oxgen available- only for patients with oxygen levels less than 90, video showing oximeter reading required

Refill available- cans less than 10 liters 

Verified at 17:10, May 6th 2021 
#oxygen available #Delhi"
CVDResourcesBot,2021-05-06 14:21:00,oxygen,AVAILABLE,NA,['8527403747'],['Delhi'],"#Delhi

Oxygen Cylinder and Refill Available.

8527403747

Vaibhav Oxygen, A-38, B1 Extension, Mohan Cooperative, Industrial Area, Badarpur, Delhi
Refill: 300 Rs per cylinde

Verified at 5:10 PM on 06.05.2021
#delhi #CovidHelpOnline"
CovidCare12,2021-05-06 14:20:28,oxygen,UNKNOWN,NA,['9818798980'],['Delhi'],"//✅

*Verified Oxygen Cans lead*

Location: Plot No 201,Sector 28, Dwarka, Delhi

Contact : 9818798980 

Self Verified at 19:45 on 06/05"
dswaiofficial,2021-05-06 14:19:30,other,NEED,NA,['911126594706'],['Delhi'],"Hsptl beds are now avlbl in AIIMS delhi, as they have cnvrted all wards in COVID wards. pls infrm to ppl who are in need.
u need to visit Covid screening near AIIMS Emergency.
Aiims emergency no. +911126594706
verified 6/5/21 7pm
@DentalDsai
#dswai #sosdswai #IndiaFightsCorona"
IamBihar_,2021-05-06 14:19:18,oxygen,AVAILABLE,NA,[],['Delhi'],"#Oxygen bed update

56 BEDS ARE AVALAIBLE AT 
“YAMUNA SPORTS COMPLEX 
DELHI” (NO ICU)
Spo2 level 85 or above only

Also available 
Doctors 
Attendants
Beds
Medicine

 #Verified 
At 11:26 6MAY. 

AMPLIFY."
ARYANRALHAN_,2021-05-06 14:19:05,plasma,AVAILABLE,NA,"['9810024272', '91 80100660']",['Delhi'],"@vansh_0104 Plasma Available - Delhi NCR

Available at Rotary Blood Bank, Noida for all blood groups. 

Contact Ravi Chopra for the same.

Verified at 06/05/2021 12:45:00 PM

Contact Number: 9810024272

#Plasma #Delhi
Delhi Plasma Donors Available Contact + 91 8010066066, +91 98204 13725,"
Aatish96793154,2021-05-06 14:18:59,oxygen,AVAILABLE,NA,['91 9810974160'],['Delhi'],"#NewDelhi #CovidHelp #CovidResources 

#Oxygen Concentrators available
Capacity :- 5ltr 

Name :- Star Infomatic Pvt Ltd
Address :-  B1-626,2nd floor, janak puri, New Delhi

Contact :- +91 9810974160

#Verified @ 6:46p.m

(Amplify so that needy can get it)"
ram_2990,2021-05-06 14:18:49,oxygen,NEED,NA,[],['Delhi'],"""Delhi does not have a verified central helpline number for people to meet their oxygen requirement, or get admitted to hospitals. It has not spread awareness about phone number or addresses of the 14 oxygen cylinder refillers in the city, and most people are managing"" on SM..7/n"
findthecolors,2021-05-06 14:18:15,oxygen,AVAILABLE,NA,[],['Delhi'],"@ShahRuwa Look at other people tweeting about availability of oxygen in Delhi:

- https://t.co/QZa2luxEn6 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 14:17:24,oxygen,AVAILABLE,NA,['9560123835'],['Delhi'],"Oxygen Refilling Available 
Phool mandi Daryaganj old Delhi 6
Contact 9560123835 only watsapp message
Time- 7pm to 10pm
#Verified 
#DelhiNeedsOxygen"
findthecolors,2021-05-06 14:17:08,oxygen,AVAILABLE,NA,[],['Delhi'],"@ShahRuwa Some good people are posting about availability of oxygen in Delhi:

- https://t.co/QZa2luxEn6 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 14:16:34,oxygen,AVAILABLE,NA,['0639837708'],['Delhi'],"✅ 𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝
DELHI - BURARI
Oxygen Beds available

Name: Sant Nirankari Covid Centre
Phone: 06398377083
Location: Burari

Last verified @ 05/05/21, 08:31PM

#DelhiFightsCorona #Delhi #DelhiSOS #OxygenBeds"
CVDResourcesBot,2021-05-06 14:16:05,oxygen,AVAILABLE,NA,['9650203034'],['Delhi'],"✅ Verified

Oxygen Beds Available

Delhi NCR

Tulsi Multi-Speciality Hospital - Oxy beds available but no ICU beds.

Verified at 06/05/2021 3:30:00 PM

9650203034"
findthecolors,2021-05-06 14:15:46,plasma,AVAILABLE,NA,[],['Delhi'],"@anand0721 Check if there are people who are making calls and checking for availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
PrachiPagaria,2021-05-06 14:14:38,other,AVAILABLE,NA,[],['Delhi'],"ShopG Verified BEDs in New Delhi, Available.
Check here - 
https://t.co/ju9zqUF4BG
Verified 1 Hour ago.

#CovidHelp #COVIDEmergency #COVID19 #ShopGCovidHelp #ShopG"
AbhirajDhamija,2021-05-06 14:13:55,oxygen,AVAILABLE,NA,[],['Delhi'],"‼️5 OXYGEN BEDS - DELHI‼️

LNJP Hospital 

Verified at 4:10PM, 6/05

RT to amplify!
#CovidResources #DelhiCovid #Delhi #CovidHelp #Oxygen #OxygenBeds #oxygendelhi #COVID19India #BedsAvailability #Beds"
CVDResourcesBot,2021-05-06 14:13:51,oxygen,AVAILABLE,NA,['9310080537'],['Delhi'],"@ravisbhadoriya @sakshijoshii @sonalgoelias @adityayadavirs @AshishSinghLIVE @SonuSood @SoodFoundation @RubikaLiyaquat @srinivasiyc @GautamGambhir @KapilMishra_IND @TajinderBagga @aajtak @pawan_nara #isolationBeds #Delhi 
Covid care centre, CWG village, Delhi
9310080537
isolation beds available for patients with spo2 above 90
Oxygen beds all occupied as of now
Verified 

Try here 
#ICLUVerifies"
findthecolors,2021-05-06 14:13:11,ICU Bed,AVAILABLE,NA,[],['Delhi'],"@Indian18053538 Look at other people tweeting about availability of icu in Delhi:

- https://t.co/69sMBvXTUb 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 14:12:35,oxygen,AVAILABLE,NA,[],['Delhi'],"Oxygen Refill available

Paramount - Available - Oxygen Gas - Near Metro Pillar 557, Gali No 1, Nala Road, Mundka, New Delhi 

Contact- 90575 07489 
Again you verify

Verified at 4:55 PM
#OxygenCrisis #DelhiNeedsOxygen"
findthecolors,2021-05-06 14:12:33,ICU Bed,AVAILABLE,NA,[],['Delhi'],"@Himanidutt3 Please look here for people posting about availability of icu, bed in Delhi:

- https://t.co/69sMBvXTUb 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
CVDResourcesBot,2021-05-06 14:12:29,oxygen,AVAILABLE,NA,['9772722367'],['Delhi'],"#Delhi
Oxygen Available without Refill
ARBAZ KHAN-9772722367

Verified at 17:32, May 6th 2021 

#CovidHelp 
#CovidIndiaInfo 
#CovidResources"
jeasbe,2021-05-06 14:11:55,other,AVAILABLE,NA,[],['Delhi'],"Verified | Delhi | Status of Bed Availability till 6:00 PM, 6th May 2021. 

#BedsAvailability #Delhi https://t.co/1yywbLCDHJ"
findthecolors,2021-05-06 14:11:51,plasma,AVAILABLE,NA,[],['Delhi'],"@TweetsAnup People might be posting here about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
findthecolors,2021-05-06 14:11:15,ICU Bed,AVAILABLE,NA,[],['Delhi'],"@AinaraKaur Look at other people tweeting about availability of icu, bed in Delhi:

- https://t.co/69sMBvXTUb 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
ZenDesign10,2021-05-06 14:10:10,oxygen,AVAILABLE,NA,"['8792739537', '8923921305']",['Delhi'],"@ashutosh995 @SonuSood @myogiadityanath @UPGovt @noidapolice @CeoNoida @ArvindKejriwal Gurgaon- 8792739537

They have oxygen and normal beds available.
Call and give details of patient, they will confirm for ICU bed

 HOME ICU/VENTILATOR AVAILABLE 
MK MEDICARE PVT LTD #Gurgaon
#Delhi #Noida 
Ph: 8923921305 ( whats app only)
#Verified 1.35 6/5
#CovidHelpOnline"
wtfichangedmyID,2021-05-06 14:08:22,oxygen,UNKNOWN,NA,['8178877352'],['Delhi'],"Delhi
Oxygen cylinders 
Name: Monu kumar
Phone: 8178877352
Location: Ballabhgarh
Last Verified @ 06/05/21, 6:54 PM
#Covid19IndiaHelp #Gurugram"
indian_insan,2021-05-06 14:07:53,oxygen,AVAILABLE,NA,['9057507489'],['Delhi'],"Verified Oxygen lead
(Refilling only)
Contact - 9057507489
Location- Opposite pillar no. 560, Mundka, Delhi
Time- Currently available
(Mundka has an oxygen gas plant so they are always available for refilling in the given time)

Pl carry Adhaar &amp; Prescription with you."
Sumitsh43338468,2021-05-06 14:07:51,plasma,NEED,NA,['9891038473'],['Delhi'],"Urgent need in 2 Hours 
for A+ plasma #Verified
Name: Mayoura Chatta
Age: 31,Blood group: A+ve
Plasma unit: 2-3 units
Hospital: Max Patparganj 
Hospital Addr:Patparganj #Delhi
Bed/ward/room no: 6th floor 1614
Attendant no:9891038473 Aakriti 
#SOSIYC @aajtak @richaanirudh"
findthecolors,2021-05-06 14:07:40,oxygen,AVAILABLE,NA,[],['Delhi'],"@LoneDumb You can check here if people are posting about availability of oxygen in Delhi:

- https://t.co/QZa2luxEn6 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Prianaprande,2021-05-06 14:07:36,ICU Bed,NEED,NA,[],['Delhi'],"#ICU needed in #Delhi #NCR URGENTLY. HELP WITH ANY SORT OF VERIFIED LEADS PLS ‼️

#CovidSOS"
GM__2328,2021-05-06 14:06:49,plasma,UNKNOWN,NA,['8010066066'],['Delhi'],"@aaryanwealth @Vivek_Investor @abhymurarka @aditya_kondawar EXCELLENT SITE BELOW From PLASMA DONORS:-
https://t.co/9VnlaRH9Fd    https://t.co/97EdYDW0VL 
https://t.co/vJlFoNHYra
Pls Call on this No. 8010066066.. Sewa bharti. They are helping with the #Plasma #medicines Specialy in #Delhi n now at at PAN India level. #Verified"
tverma332,2021-05-06 14:06:27,oxygen,UNKNOWN,NA,['9811536164'],['Delhi'],"✅ Verified

OXYGEN SUPPLY

Tagore Garden , Delhi

Verified oxygen supply, oxygen cans (10L - Rs 1600)

Verified at 06/05/2021 7:30:00 PM

9811536164

#OxygenSupply #Delhi"
LoneDumb,2021-05-06 14:06:07,oxygen,NEED,NA,[],['Delhi'],"Need urgent oxygen cylinder in Dwarka, Delhi.

Please forward verified leads!"
straightalk81,2021-05-06 14:04:32,oxygen,UNKNOWN,NA,['9717544495'],['Delhi'],"Verified by me. @iskcon with help of @DrVivekBindra &amp; @p_sahibsingh has started a new 200 bed #COVIDHospital with #OXYGENBed, Concentrators nd #food.

Call or whattsapp for admission 9717544495.
DDU College, Sector-3, Dwarka, Delhi.
@pri_kandpal @ridhimb
 https://t.co/mrNSuInymG"
CVDResourcesBot,2021-05-06 14:03:33,oxygen,AVAILABLE,NA,['9810037251'],['Delhi'],"#SOSDelhi 
#OxygenRefill
Oxygen refilling available at Pitampura, Delhi. 
Minimum refilling 10L. 
Contact: 9810037251

Verified at 10:36 AM, 06/05"
findthecolors,2021-05-06 14:03:33,plasma,AVAILABLE,NA,[],['Delhi'],"@CreatorDg Some good people are posting about availability of plasma in Delhi:

- https://t.co/zTGKgiShn4 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
talus_boy,2021-05-06 14:03:05,ICU Bed,AVAILABLE,NA,"['9910489495', '0114077766']",['Delhi'],"#Verified #Delhi 
6 Normal Beds available
Location: Maharaja Agrasen Hospital, Delhi 
Contact : 9910489495, 01140777666
Verified at 7:19pm, 6thMay'2021
#CovidHelp #CovidResources #DelhiSOS #CovidSOS #DelhiCovid #ICU #CovidIndia #COVID19 #COVIDEmergency2021 #COVIDEmergencyIndia"
findthecolors,2021-05-06 14:02:58,oxygen,AVAILABLE,NA,[],['Delhi'],"@TusharK13947807 There are people who are making calls and checking for availability of oxygen in Delhi:

- https://t.co/QZa2luxEn6 
- Official bed availability - https://t.co/pM59pvZEPZ

Keep checking the links. Send SMS/WhatsApp first before calling the numbers. 🙏"
Avin1972Sharma,2021-05-06 14:02:51,oxygen,NEED,NA,[],['Delhi'],"#SOS If any verified info on medical #Oxygen urgent refill in #Delhi/Gzb, please share. Need for a home ICU patient. On constant O2 &amp; supply only til tonight.

Pls #amplify @Suhelseth @sanjayraina @AdityaRajKaul  @srinivasiyc @bjym @SonuSood

#Covid19IndiaHelp #CovidHelpDelhi"
