username,text,hashtags
_Pranimatra_,"#Hyderabad - #Oxygen Cylinders 55L and 47L will be stocked in about two hours.
Cash and carry.
Contact - 9866940301

Verified at 7:14 PM on 05.05.2021 by Ebad","[{'text': 'Hyderabad', 'indices': [21, 31]}, {'text': 'Oxygen', 'indices': [34, 41]}]"
gvchowdary6,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
kirankumargoli,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
kishorekk1706,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
ABalabadruni,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]"
tweetRTaccount,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
harshavarmaD,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
Nandu_love_sana,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
Priya19740767,"CovidInfo Hyderabad 

#OxygenBeds #OxygenCylinders 

verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

CovidSOS CovidHelp CovidIndia
COVID19India Covid19IndiaHelp
#Hyderabad
#CovidHelp #CovidIndia","[{'text': 'OxygenBeds', 'indices': [43, 54]}, {'text': 'OxygenCylinders', 'indices': [55, 71]}]"
menthulapodi,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
SadikhShaik78,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
manishdhfm,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
SanaLovershehn1,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
yeshwanth9641,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
ji_telecom,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
Mahi0x00,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
entertainerGoti,"CovidInfo Hyderabad 

#OxygenBeds #OxygenCylinders 

verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

CovidSOS CovidHelp CovidIndia
COVID19India Covid19IndiaHelp
#Hyderabad
#CovidHelp #CovidIndia","[{'text': 'OxygenBeds', 'indices': [43, 54]}, {'text': 'OxygenCylinders', 'indices': [55, 71]}]"
sarvaniram,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
CVDResourcesBot,"HAPPY CHILDRENS HOSPITAL, JEEDIMETLA, #Hyderabad
9347145678

4 ICU beds available and 4 oxygen beds available 
Verified on: 5th may 4:00pm
@rishoosingh 

#Telangana #ICUBeds #Beds #BedsAvailable #CovidHelp #CovidIndia #COVIDSecondWave  #CovidSOS #CovidHelpHyderabad","[{'text': 'Hyderabad', 'indices': [58, 68]}]"
ManojReddiee,"#OxygenEmergency #Oxygen Cylinders 55L and 47L will be stocked in two hours.

Contact information is in image. Verified at 7:14 PM on 05.05.2021

#CovidIndia #COVIDEmergencyIndia #HyderabadSOS #Hyderabad https://t.co/4haC5kDGsh","[{'text': 'OxygenEmergency', 'indices': [19, 35]}, {'text': 'Oxygen', 'indices': [36, 43]}]"
CVDResourcesBot,"Oxygen beds available in Hyderabad.
verified at 7.02pm 5/05
#Hyderabad
#Telangana
#OxygenBeds 
#covid19india
#covidindiainfo
#covidindia
#covidResources https://t.co/LbmfcmWBmp","[{'text': 'Hyderabad', 'indices': [79, 89]}, {'text': 'Telangana', 'indices': [90, 100]}, {'text': 'OxygenBeds', 'indices': [101, 112]}, {'text': 'covid19india', 'indices': [114, 127]}]"
CVDResourcesBot,"@kparveen2005 @Paul_Oommen Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [67, 77]}]"
ManojReddiee,"HAPPY CHILDRENS HOSPITAL, JEEDIMETLA, #Hyderabad
9347145678

4 ICU beds available and 4 oxygen beds available 
Verified on: 5th may 4:00pm
@rishoosingh 

#Telangana #ICUBeds #Beds #BedsAvailable #CovidHelp #CovidIndia #COVIDSecondWave  #CovidSOS #CovidHelpHyderabad","[{'text': 'Hyderabad', 'indices': [58, 68]}]"
ManojReddiee,"Oxygen beds available in Hyderabad.
verified at 7.02pm 5/05
#Hyderabad
#Telangana
#OxygenBeds 
#covid19india
#covidindiainfo
#covidindia
#covidResources https://t.co/LbmfcmWBmp","[{'text': 'Hyderabad', 'indices': [79, 89]}, {'text': 'Telangana', 'indices': [90, 100]}, {'text': 'OxygenBeds', 'indices': [101, 112]}, {'text': 'covid19india', 'indices': [114, 127]}]"
Eshu_TBND,"@kparveen2005 @Paul_Oommen Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [52, 62]}]"
CVDResourcesBot,"SatyaM HospitaL,AttapuR #Hyderabad

10 OxygeN BedS AvailablE
5 IsolatioN BedS AvailablE

+91 89787 09593 

LasT VerifieD 4.17pm TodaY (5MayS)
CORONA WarriorS

#Beds #COVIDSecondWave #COVIDEmergencyIndia 
#KonaseemaVasi 
@harika_bujji @Divya__Official @Sowmya_chinnu_ @Teju_Kalyan","[{'text': 'Hyderabad', 'indices': [43, 53]}]"
ManojReddiee,"SatyaM HospitaL,AttapuR #Hyderabad

10 OxygeN BedS AvailablE
5 IsolatioN BedS AvailablE

+91 89787 09593 

LasT VerifieD 4.17pm TodaY (5MayS)
CORONA WarriorS

#Beds #COVIDSecondWave #COVIDEmergencyIndia 
#KonaseemaVasi 
@harika_bujji @Divya__Official @Sowmya_chinnu_ @Teju_Kalyan","[{'text': 'Hyderabad', 'indices': [43, 53]}]"
CVDResourcesBot,"@kparveen2005 @Paul_Oommen 25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [98, 108]}]"
CVDResourcesBot,"CovidInfo Hyderabad 

#OxygenBeds #OxygenCylinders 

verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

CovidSOS CovidHelp CovidIndia
COVID19India Covid19IndiaHelp
#Hyderabad
#CovidHelp #CovidIndia","[{'text': 'OxygenBeds', 'indices': [43, 54]}, {'text': 'OxygenCylinders', 'indices': [55, 71]}]"
Eshu_TBND,"@kparveen2005 @Paul_Oommen 25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [83, 93]}, {'text': 'COVID19', 'indices': [127, 135]}, {'text': 'CoronaSecondWave', 'indices': [136, 153]}]"
entertainerGoti,"CovidInfo Hyderabad 

#OxygenBeds #OxygenCylinders 

verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

CovidSOS CovidHelp CovidIndia
COVID19India Covid19IndiaHelp
#Hyderabad
#CovidHelp #CovidIndia","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'OxygenCylinders', 'indices': [34, 50]}, {'text': 'Hyderabad', 'indices': [207, 217]}, {'text': 'CovidHelp', 'indices': [218, 228]}, {'text': 'CovidIndia', 'indices': [229, 240]}]"
ManojReddiee,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
RaghavaJulaay,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
duskelegies,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
JayaTarakian9,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
rak_babu,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
NareshKThota,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified

@RRRMovie @SureshProdns @ynakg2 @CoreenaSuares2 @revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'OxygenBeds', 'indices': [67, 78]}, {'text': 'Hyderabad', 'indices': [127, 137]}]"
Prabhas77941969,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
NareshKThota,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm 

@RRRMovie
 
@SureshProdns
 
@ynakg2
 
@CoreenaSuares2
 
@revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'Hyderabad', 'indices': [90, 100]}]"
CVDResourcesBot,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm 

@RRRMovie
 
@SureshProdns
 
@ynakg2
 
@CoreenaSuares2
 
@revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'Hyderabad', 'indices': [90, 100]}]"
ManojReddiee,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified

@RRRMovie @SureshProdns @ynakg2 @CoreenaSuares2 @revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'OxygenBeds', 'indices': [67, 78]}, {'text': 'Hyderabad', 'indices': [127, 137]}]"
Codyxeno,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
ManojReddiee,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm 

@RRRMovie
 
@SureshProdns
 
@ynakg2
 
@CoreenaSuares2
 
@revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'Hyderabad', 'indices': [90, 100]}]"
ManojReddiee,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
PranuskaFanGirl,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
mrkchowdary11,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
itsme_raaj,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
rt_covid,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
AlwaysPrabhasFc,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
_ux21_,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
rajeshpuralase2,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
avinash_jampala,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
sowjanyAArjun,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
AnzaAsima,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
GanguNeelathi,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]"
uvakishoram,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified

@RRRMovie @SureshProdns @ynakg2 @CoreenaSuares2 @revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'OxygenBeds', 'indices': [67, 78]}, {'text': 'Hyderabad', 'indices': [127, 137]}]"
Akkyashok143,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
KarthikGoud66,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
siva_1930,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
ChVirajitha,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
MdFasahathullah,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
aravindgogineni,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
exPSYCHEting,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
Bharateeya_,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
ch_venkatarao,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
Roshan_hot,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified

@RRRMovie @SureshProdns @ynakg2 @CoreenaSuares2 @revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'OxygenBeds', 'indices': [67, 78]}, {'text': 'Hyderabad', 'indices': [127, 137]}]"
sripaad125,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
naveenkumar8817,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement",[]
YaminiDiva,"Hyderabad tweeple! 
Need two units of B positive plasma from MALE donors only! 
D.Srinivasulu
Required b+ve plasma 2 units
Age :54
Kamineni hospital, Lb nagar
Contact: 9492108767
Please help with any verified leads!
#COVIDHelpHyderabad #PlasmaRequirement","[{'text': 'COVIDHelpHyderabad', 'indices': [216, 235]}, {'text': 'PlasmaRequirement', 'indices': [236, 254]}]"
mukarram3,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
seema_NBliss,"Satyam Hospital, Attapur #Hyderabad

10 oxygen beds available
5 isolation beds available

+91 89787 09593 

Verified  4.17pm now
CORONA Warriors","[{'text': 'Hyderabad', 'indices': [45, 55]}]"
M416Str,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
kashif_Mahmood4,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
ksrikanthtweets,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
Rabracadabra007,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
LokeshP20997755,"#OxygenEmergency #Oxygen Cylinders 55L and 47L will be stocked in two hours.

Contact information is in image. Verified at 7:14 PM on 05.05.2021

#CovidIndia #COVIDEmergencyIndia #HyderabadSOS #Hyderabad https://t.co/4haC5kDGsh","[{'text': 'OxygenEmergency', 'indices': [19, 35]}, {'text': 'Oxygen', 'indices': [36, 43]}]"
saitrinath94,"#SOSHyderabad #SOSHyd #COVIDEmergency2021 

3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified

@RRRMovie @SureshProdns @ynakg2 @CoreenaSuares2 @revathitweets","[{'text': 'SOSHyderabad', 'indices': [21, 34]}, {'text': 'SOSHyd', 'indices': [35, 42]}, {'text': 'COVIDEmergency2021', 'indices': [43, 62]}, {'text': 'OxygenBeds', 'indices': [67, 78]}, {'text': 'Hyderabad', 'indices': [127, 137]}]"
simply_saiteja,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
simply_saiteja,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]"
Ridhima_shine,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
SOSCovidInfo,"#Hyderabad - #Oxygen Cylinders 55L and 47L will be stocked in about two hours.
Cash and carry.
Contact - 9866940301

Verified at 7:14 PM on 05.05.2021 by Ebad","[{'text': 'Hyderabad', 'indices': [21, 31]}, {'text': 'Oxygen', 'indices': [34, 41]}]"
thinking_human,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
svchandu,"3 #OxygenBeds are available at Apoorva hospital ,Mehedipatnam #Hyderabad #ICUBed without ventilator support is also available. Contact: 9246598086 

Verified","[{'text': 'OxygenBeds', 'indices': [22, 33]}, {'text': 'Hyderabad', 'indices': [82, 92]}, {'text': 'ICUBed', 'indices': [93, 100]}]"
Help4_covid,"#CovidInfo #Hyderabad 

#OxygenBeds #OxygenCylinders 

#verified 💯

5 oxygen bed available in lb nagar

Contact 8125259991
               8497971166

#CovidSOS #CovidHelp #CovidIndia
#COVID19India #Covid19IndiaHelp","[{'text': 'CovidInfo', 'indices': [20, 30]}, {'text': 'Hyderabad', 'indices': [31, 41]}, {'text': 'OxygenBeds', 'indices': [44, 55]}, {'text': 'OxygenCylinders', 'indices': [56, 72]}, {'text': 'verified', 'indices': [75, 84]}]"
svchandu,"#5 Oxygen Beds Available at LB nagar #Hyderabad. 

Saturation level above 90%
Contact number : 8125259991
Verified 

#SOSHYD #Telangana #CoronaSecondWave #COVID19","[{'text': 'Hyderabad', 'indices': [57, 67]}]"
