username,tweet_date,text,hashtags,id
CVDResourcesBot,2021-05-08 17:21:26,"Oxygen cylinders available in hyderabad. 
Dm for details. 
Verified at 2:30pm today",[],1391080815078088704
Covid1984643470,2021-05-08 17:21:20,"Oxygen cylinders available in hyderabad. 
Dm for details. 
Verified at 2:30pm today",[],1391080793447878660
Covid1984643470,2021-05-08 17:21:18,"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/QbQXuECkvp

40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.

Please retweet &amp; amplify.

Help those in need. 🙏🙏",[],1391080784048492544
Rishi9999999,2021-05-08 17:21:09,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391080744110346243
DP_WithFarmers,2021-05-08 17:21:02,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391080715861721088
DP_WithFarmers,2021-05-08 17:20:44,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391080642402689025
Covid1984643470,2021-05-08 17:20:34,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391080600019161094
allari_alludu,2021-05-08 17:18:59,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391080201874919428
yuva_srinivas_,2021-05-08 17:18:21,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021","[{'text': 'ICUbeds', 'indices': [18, 26]}, {'text': 'Hyderabad', 'indices': [27, 37]}]",1391080041891602434
PrabhasAddict3,2021-05-08 17:18:11,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391080000900587523
akhila__akki,2021-05-08 17:17:16,"ICU and oxygen beds Available.
Metro care hospital, Miyapur.
2- Nikhil Hospital
8790072700
#HYDERABAD 
Verified.

@konavenkat99 @HiHyderabad","[{'text': 'HYDERABAD', 'indices': [112, 122]}]",1391079769903489027
HappyLife,2021-05-08 17:17:14,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻

#Hyderabad 
#Covid19IndiaHelp 
#COVID19",[],1391079759887613956
HappyLife,2021-05-08 17:16:22,"Oxygen and ICU beds available! 👇

AASHRITHA MULTI SPECIALITY Hospital
Mallapur, Hyderabad
9848029833, 
Verified by @AvekshaWelfare team  at 07:32 PM on 08/05/21

#Hyderabad #Oxygen #BedsAvailability #HospitalBeds #CovidHelp #SOSHyderabad #COVID19India #CovidResources #CovidSOS",[],1391079541708312581
HiteshAtluri,2021-05-08 17:16:20,"5 Oxygen Beds Available at Shalivahana Hospital &amp; Aayush Hospital, Dilsukhnagar 🏥

Contact : 9866288866 ☎

Verified by me at 05:00 PM 👍🏻

#Covid19IndiaHelp #Hyderabad #COVID19India #OxygenBeds #COVID19",[],1391079534703779840
ajaymudunuri,2021-05-08 17:16:12,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391079499979100161
resource_botIN,2021-05-08 17:15:08,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391079232441393153
srkhussain,2021-05-08 17:14:22,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391079038521778176
srkhussain,2021-05-08 17:14:19,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021","[{'text': 'ICUbeds', 'indices': [18, 26]}, {'text': 'Hyderabad', 'indices': [27, 37]}]",1391079024672206848
CVDResourcesBot,2021-05-08 17:14:13,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391078999380664321
aamitrajput,2021-05-08 17:14:07,"20 oxygen beds available In #Hyderabad 
Padmaja Hospital : 7981771821.

Verified by our Volunteer 
Amplify kindly
@TajinderBagga @CharuPragya @RubikaLiyaquat @Abhiemanyu @upma23 @AskAnshul @ashokepandit @amarprasadreddy @iSinghApurva 

#TeamFightAgainstCovid","[{'text': 'Hyderabad', 'indices': [41, 51]}]",1391078977540816896
Jack_aa_ok,2021-05-08 17:13:56,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391078931231510532
nagesh96350530,2021-05-08 17:13:19,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391078775731810304
dvn_0708,2021-05-08 17:12:26,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391078551558836224
Bhanu69580887,2021-05-08 17:11:55,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391078423435436033
CVDResourcesBot,2021-05-08 17:11:51,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391078403374202883
CovidHelpCHD,2021-05-08 17:11:45,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [14, 20]}, {'text': 'OxygenBeds', 'indices': [33, 44]}, {'text': 'Hyderabad', 'indices': [48, 58]}]",1391078381651857411
CVDResourcesBot,2021-05-08 17:11:37,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [18, 34]}, {'text': 'Hyderabad', 'indices': [48, 58]}, {'text': 'Secunderabad', 'indices': [122, 135]}]",1391078345723596801
CovidHelpCHD,2021-05-08 17:11:32,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [0, 16]}, {'text': 'Hyderabad', 'indices': [30, 40]}, {'text': 'Secunderabad', 'indices': [104, 117]}, {'text': 'Hyderabadcovidhelp', 'indices': [119, 138]}, {'text': 'oxygen', 'indices': [140, 147]}, {'text': 'covid19india', 'indices': [148, 161]}, {'text': 'covidindiainfo', 'indices': [162, 177]}, {'text': 'covidindia', 'indices': [178, 189]}, {'text': 'covidResources', 'indices': [190, 205]}]",1391078323845963776
CVDResourcesBot,2021-05-08 17:11:19,"SHALIVAHANA HOSPITAL
BEDS ARE AVAILABLE!!!

    LOCATION:- Dilsukhnahar Srinivasreddy ,Hyderabad
    CONTACT NO.:- 9866288866

✅Verified: 08/05/21 10:30pm

#covidconquer #Hyderabad #beds #GuEcell #Galgotiasuniversity #Covid19IndiaHelp",[],1391078270632869893
ecellgu,2021-05-08 17:11:14,"SHALIVAHANA HOSPITAL
BEDS ARE AVAILABLE!!!

    LOCATION:- Dilsukhnahar Srinivasreddy ,Hyderabad
    CONTACT NO.:- 9866288866

✅Verified: 08/05/21 10:30pm

#covidconquer #Hyderabad #beds #GuEcell #Galgotiasuniversity #Covid19IndiaHelp","[{'text': 'covidconquer', 'indices': [156, 169]}, {'text': 'Hyderabad', 'indices': [170, 180]}, {'text': 'beds', 'indices': [181, 186]}, {'text': 'GuEcell', 'indices': [187, 195]}, {'text': 'Galgotiasuniversity', 'indices': [196, 216]}, {'text': 'Covid19IndiaHelp', 'indices': [217, 234]}]",1391078248860188673
Hyderabadbot,2021-05-08 17:10:18,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021","[{'text': 'ICUbeds', 'indices': [18, 26]}, {'text': 'Hyderabad', 'indices': [27, 37]}]",1391078016655237123
CharanTarak7799,2021-05-08 17:09:56,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 
Verified at 6:40 PM on 08 May 2021","[{'text': 'ICUbeds', 'indices': [18, 26]}, {'text': 'Hyderabad', 'indices': [27, 37]}]",1391077921561841665
MYasirKP,2021-05-08 17:09:01,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [19, 35]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'Secunderabad', 'indices': [123, 136]}]",1391077692426969090
Shashi_Offl,2021-05-08 17:07:18,"UPDATE : 
3 Oxygen Beds available now #Dilshuknagar #Hyderabad

Just verified✅

 For contact  number👇 https://t.co/la1Ftpz5Kn","[{'text': 'Dilshuknagar', 'indices': [59, 72]}, {'text': 'Hyderabad', 'indices': [73, 83]}]",1391077259121881090
SubrataPandey,2021-05-08 17:06:49,"#ICUbeds #Hyderabad
Aashritha multi specialty hospital
Mallapur, Hyderabad
9848029833, 
ICU beds available 

Verified by Tabeer at 6:40 pm on 08.05.2021","[{'text': 'ICUbeds', 'indices': [21, 29]}, {'text': 'Hyderabad', 'indices': [30, 40]}]",1391077140708298752
iRiyazSk,2021-05-08 17:06:43,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [19, 35]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'Secunderabad', 'indices': [123, 136]}]",1391077115076898826
ajaymudunuri,2021-05-08 17:06:21,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391077021267103744
srikanthk_919,2021-05-08 17:06:01,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]",1391076937955647488
TejaSai8886,2021-05-08 17:05:38,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391076839360143360
YashuChinna2,2021-05-08 17:05:36,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391076833458753538
ankita_rowniar,2021-05-08 17:05:19,"Verified at 1.08pm on 08.05.2021
6 Normal Beds and 4 Oxygen beds available at TX hospitals,Kachiguda.
 
Contact:7032117892 #Hyderabad #BedsAvailability #COVID19",[],1391076759622221829
kuna_vinay,2021-05-08 17:04:51,"ICU and oxygen beds Available.
Metro care hospital, Miyapur.
2- Nikhil Hospital
8790072700
#HYDERABAD 
Verified.

@konavenkat99 @HiHyderabad","[{'text': 'HYDERABAD', 'indices': [112, 122]}]",1391076643930722312
gayatrirajeah99,2021-05-08 17:04:26,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391076537105993729
DaggubatiTrends,2021-05-08 17:03:26,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391076286806642690
CVDResourcesBot,2021-05-08 17:03:21,"ICU and oxygen beds Available.
Metro care hospital, Miyapur.
2- Nikhil Hospital
8790072700
#HYDERABAD 
Verified.

@konavenkat99 @HiHyderabad","[{'text': 'HYDERABAD', 'indices': [112, 122]}]",1391076266896470016
Hidderkaran,2021-05-08 17:03:16,"ICU and oxygen beds Available.
Metro care hospital, Miyapur.
2- Nikhil Hospital
8790072700
#HYDERABAD 
Verified.

@konavenkat99 @HiHyderabad","[{'text': 'HYDERABAD', 'indices': [112, 122]}]",1391076244842762246
rctarak9999,2021-05-08 17:03:05,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391076197799399425
Chaitu778,2021-05-08 17:01:30,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391075802532388872
RajaTrinadh,2021-05-08 17:01:21,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391075762401280000
CVDResourcesBot,2021-05-08 17:01:15,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [19, 35]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'Secunderabad', 'indices': [123, 136]}]",1391075737428430850
R_dey_Quinn,2021-05-08 17:01:10,"#Oxygencylinders available at #Hyderabad 
Only limited stock.
Contact: 9700705339
Verified 21.42 07/05

#Secunderabad 
#Hyderabadcovidhelp 
#oxygen
#covid19india
#covidindiainfo
#covidindia
#covidResources","[{'text': 'Oxygencylinders', 'indices': [19, 35]}, {'text': 'Hyderabad', 'indices': [49, 59]}, {'text': 'Secunderabad', 'indices': [123, 136]}]",1391075715819347970
yuva_srinivas_,2021-05-08 17:01:08,"Oxygen beds Available
ICU beds Available.
(Pre-Book)
Virinchi Hospital.
8008003109.
#Hyderabad
Verified.","[{'text': 'Hyderabad', 'indices': [105, 115]}]",1391075708730966016
shashi235,2021-05-08 17:01:02,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391075683590238217
Harishkarlapudi,2021-05-08 17:00:47,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391075619610402817
ranros2020,2021-05-08 17:00:34,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391075566002925569
CVDResourcesBot,2021-05-08 17:00:06,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391075450466734089
MaheshRebal_03,2021-05-08 17:00:01,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391075428362715144
Manjula29187159,2021-05-08 16:59:58,"Disha Children's Hospital - LB Nagar, Hyderabad.

10 Oxygen Beds available (verified May 7th, 3:45pm)

Contact: 9849139127

Thanks to our Social Media team member @INCIshaqMujahid for verzorging and letting us know.

#SOSTCongress 

@UttamTPCC @manickamtagore",[],1391075414513094661
CVDResourcesBot,2021-05-08 16:59:43,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]",1391075350659076098
RajenderTippar1,2021-05-08 16:59:38,"25 oxygen beds are available at Meher Hospital, Medchal #Hyderabad 

Contact:  8088917515
Verified

#COVID19 #CoronaSecondWave","[{'text': 'Hyderabad', 'indices': [76, 86]}, {'text': 'COVID19', 'indices': [120, 128]}]",1391075328945057792
kichha100,2021-05-08 16:57:23,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391074763796205570
SatwiTweetzz,2021-05-08 16:56:54,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391074642836615176
DRABCD4,2021-05-08 16:54:57,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391074153487237120
balireddy_rebel,2021-05-08 16:54:17,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391073984725196803
sraonegoud,2021-05-08 16:54:01,"5 Oxygen Beds Available at Shalivahana Hospital &amp; Aayush Hospital, Dilsukhnagar 🏥

Contact : 9866288866 ☎

Verified by me at 05:00 PM 👍🏻

#Covid19IndiaHelp #Hyderabad #COVID19India #OxygenBeds #COVID19",[],1391073917264031746
Chaitanyachara1,2021-05-08 16:53:21,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391073751551201281
MastanNayak,2021-05-08 16:52:01,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391073414836736000
NTR_Ante_Pranam,2021-05-08 16:50:58,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391073151488958467
Midhuuna_99,2021-05-08 16:50:26,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻

#Hyderabad 
#Covid19IndiaHelp 
#COVID19",[],1391073016306491394
Pavankumarnv21,2021-05-08 16:48:55,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391072635472138246
KRITWIKREDDY1,2021-05-08 16:48:42,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391072579654348801
always2_suhel,2021-05-08 16:47:34,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻 @deepaksomisetty 

#Hyderabad 
#Covid19IndiaHelp  
#COVID19",[],1391072294831738883
Dushyan33266135,2021-05-08 16:46:21,"ICU and oxygen beds Available.
Metro care hospital, Miyapur.
2- Nikhil Hospital
8790072700
#HYDERABAD 
Verified.","[{'text': 'HYDERABAD', 'indices': [111, 121]}]",1391071986713960450
Dushyan33266135,2021-05-08 16:46:10,"Oxygen beds Available
ICU beds Available.
(Pre-Book)
Virinchi Hospital.
8008003109.
#Hyderabad
Verified.","[{'text': 'Hyderabad', 'indices': [104, 114]}]",1391071941453254659
SrinivasNG1,2021-05-08 16:45:53,"20 oxygen beds available at Padmaja Hospital, KPHB 🏥

Contact : 7981771821 ☎

Admitting patient's whose satuarion level is on or above 88 only 🙏🏻

Verified by me at 04:42 PM 👍🏻

#Hyderabad 
#Covid19IndiaHelp 
#COVID19",[],1391071872150695936
PK_CultFan_Here,2021-05-08 16:45:36,"AVAILABLE - 2 #BIPAP Beds and 
2 #OxygenBeds in #Hyderabad

Contact : Sri Multispeciality Hospital, 
9182640071

VERIFIED at 8:25 pm, May 8th","[{'text': 'BIPAP', 'indices': [32, 38]}, {'text': 'OxygenBeds', 'indices': [51, 62]}, {'text': 'Hyderabad', 'indices': [66, 76]}]",1391071799169884160
DRABCD4,2021-05-08 16:44:10,"Oxygen beds Available
ICU beds Available.
(Pre-Book)
Virinchi Hospital.
8008003109.
#Hyderabad
Verified.","[{'text': 'Hyderabad', 'indices': [105, 115]}]",1391071436622626818
